# Filename: 3Dvlt_macro_cp_Tv_Op19_P25.868_DK05e-07_lmax100_dl0.0001.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=1, OpB=9, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=1000000, (dl=0.0001), lpts=1000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=25.868, Cc=0.526038011194434, K0c=0.478644558740019, Tc=1.836
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp	cp01	cp02	cp03	cp04	cp05	cp06	cp07
1	1000000	0.99999998999999995	            1e-08	100.00000000219612	9.4447835434767799e+37	                0	-0.076350268615320155	1.9732353113741316e+38	7.3405852607581173e-06	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538264192836583	1.030619384626438	0.028479619845725269	-0.78364159120320964	17.250064004059162
2	1000000	0.99999998741074592	1.2589254117941661e-08	100.00000000219612	1.1024548602503338e+38	                0	-0.076350267617497511	2.3032850290272719e+38	8.5683952835956098e-06	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.253826385653489	1.0306193552078615	0.028479618608351156	-0.7836415700990863	17.250063826294479
3	1000000	0.99999998415106806	1.5848931924611143e-08	100.00000000219612	1.2868551861107789e+38	                0	-0.076350266361311342	2.688540258564747e+38	1.0001574004486935e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538263433155852	1.0306193181720384	0.028479617050588536	-0.78364154353056303	17.250063602502028
4	1000000	0.99999998004737689	1.9952623149688786e-08	100.00000000219612	1.5020988380485692e+38	                0	-0.076350264779865507	3.1382343759048974e+38	1.1674470283288048e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538262900153068	1.0306192715466931	0.028479615089481627	-0.78364151008278304	17.250063320764013
5	1000000	0.99999997488113568	2.5118864315095821e-08	100.00000000219612	1.7533450387203603e+38	                0	-0.076350262788946036	3.6631461961958172e+38	1.362718213119328e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538262229142798	1.0306192128488956	0.028479612620595236	-0.78364146797451806	17.250062966076886
6	1000000	0.99999996837722338	3.1622776601683792e-08	100.00000000219612	2.0466153708847858e+38	                0	-0.076350260282523452	4.2758562043463415e+38	1.5906509907775905e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538261384390366	1.0306191389527044	0.028479609512450432	-0.78364141496335593	17.250062519552205
7	1000000	0.99999996018928294	3.981071705534969e-08	100.00000000219612	2.3889390293408153e+38	                0	-0.076350257127129145	4.9910500195052255e+38	1.856708523190422e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538260320910926	1.0306190459229816	0.02847960559953016	-0.78364134822626275	17.25006195741101
8	1000000	0.99999994988127661	5.011872336272725e-08	100.00000000219612	2.7885208599201676e+38	                0	-0.076350253154724712	5.8258694666947626e+38	2.167267699488877e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538258982070001	1.0306189288055314	0.028479600673456694	-0.78364126420924729	17.250061249717163
9	1000000	0.99999993690426559	6.3095734448019296e-08	100.00000000219612	3.2549381309673958e+38	                0	-0.076350248153765635	6.800323676848987e+38	2.529772068385484e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538257296569557	1.0306187813634347	0.028479594471899315	-0.78364115843810145	17.250060358783404
10	1000000	0.99999992056717657	7.943282347242822e-08	100.00000000219612	3.7993699948562716e+38	                0	-0.076350241857934209	7.9377684832833514e+38	2.9529101773028381e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538255174650947	1.0306185957448966	0.028479586664604001	-0.78364102528013946	17.250059237164326
11	1000000	0.99999990000000005	9.9999999999999995e-08	100.00000000219612	4.4348653058232612e+38	                0	-0.076350233931955683	9.2654659524617728e+38	3.4468237220695774e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.253825250331466	1.0306183620650833	0.028479576835805334	-0.78364085764421931	17.250057825129616
12	1000000	0.99999987410745883	1.2589254117941662e-07	100.00000000219612	5.1766556917779583e+38	                0	-0.076350223953748173	1.081523845941677e+39	4.0233508679455429e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538249140303421	1.0306180678797952	0.028479564462088131	-0.78364064660314325	17.250056047483298
13	1000000	0.99999984151068078	1.5848931924611141e-07	100.00000000219612	6.0425203600490816e+38	                0	-0.076350211391944867	1.2624230845286198e+39	4.6963097780153932e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538244906526612	1.0306176975227577	0.028479548884513404	-0.78364038091823507	17.250053809559336
14	1000000	0.99999980047376846	1.9952623149688787e-07	100.00000000219612	7.0532126071922059e+38	                0	-0.076350195577588056	1.4735801485883619e+39	5.4818300974660379e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538239576521548	1.0306172312712305	0.028479529273525039	-0.78364004644085472	17.250050992180189
15	1000000	0.99999974881135689	2.5118864315095823e-07	100.00000000219612	8.2329566702448181e+38	                0	-0.076350175668523035	1.7200560315345464e+39	6.3987391062690242e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538232866450005	1.030616644295967	0.028479504584781275	-0.78363962535895448	17.250047445310351
16	1000000	0.99999968377223403	3.1622776601683792e-07	100.00000000219612	9.6100287697866317e+38	                0	-0.076350150604545655	2.0077582739321396e+39	7.4690133041091861e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.2538224418982298	1.0306159053389137	0.028479473503538841	-0.78363909524851483	17.250042980066365
