# Filename: 3Dvlt_macro_cp_Tv_Op19_P18.180_DK05e-07_lmax100_dl0.0001.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=1, OpB=9, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=1000000, (dl=0.0001), lpts=1000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=18.18, Cc=0.658603912206171, K0c=0.41268270492994, Tc=1.95399
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp	cp01	cp02	cp03	cp04	cp05	cp06	cp07
1	1000000	0.99999998999999995	            1e-08	100.00000000219612	9.1592289584723851e+37	                0	-0.068701519465020955	2.219436084299932e+38	8.2564708393857569e-06	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655734424401714	0.99836726733538061	0.02471921708730879	-0.43119152654843562	10.165884100919348
2	1000000	0.99999998741074592	1.2589254117941661e-08	100.00000000219612	1.0691232330686324e+38	                0	-0.068701518529688338	2.5906664050548749e+38	9.6374758341638795e-06	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655734109048119	0.99836723883026435	0.024719216024971846	-0.43119151533609484	10.165883998420192
3	1000000	0.99999998415106806	1.5848931924611143e-08	100.00000000219612	1.2479482574836624e+38	                0	-0.06870151735217446	3.0239896724455105e+38	1.1249471307494505e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655733712041498	0.99836720294444992	0.024719214687568908	-0.43119150122059408	10.165883869381421
4	1000000	0.99999998004737689	1.9952623149688786e-08	100.00000000219612	1.4566842512812095e+38	                0	-0.068701515869774132	3.5297922709502359e+38	1.3131095398668581e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655733212240096	0.99836715776691565	0.024719213003879147	-0.43119148345023184	10.165883706931211
5	1000000	0.99999997488113568	2.5118864315095821e-08	100.00000000219612	1.7003341138027165e+38	                0	-0.068701514003540465	4.120197068546687e+38	1.5327446097511138e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.165573258302705	0.99836710089173808	0.024719210884238615	-0.43119146107867168	10.165883502418524
6	1000000	0.99999996837722338	3.1622776601683792e-08	100.00000000219612	1.9847375288481513e+38	                0	-0.068701511654095104	4.809354601914284e+38	1.7891164475455488e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655731790895409	0.99836702929018861	0.024719208215770838	-0.43119143291454765	10.165883244952298
7	1000000	0.99999996018928294	3.981071705534969e-08	100.00000000219612	2.316711462947482e+38	                0	-0.068701508696313252	5.6137835267674745e+38	2.088370118664615e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655730793659898	0.99836693914910435	0.024719204856367329	-0.43119139745801921	10.165882920821558
8	1000000	0.99999994988127661	5.011872336272725e-08	100.00000000219612	2.7042121877087795e+38	                0	-0.068701504972694824	6.5527632243183192e+38	2.4376776993805154e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.165572953821626	0.99836682566833324	0.024719200627132454	-0.43119135282089721	10.165882512765107
9	1000000	0.99999993690426559	6.3095734448019296e-08	100.00000000219612	3.1565277554870046e+38	                0	-0.068701500284933117	7.6488002007727598e+38	2.8454117809789517e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655727957705848	0.99836668280446428	0.024719195302840738	-0.43119129662609751	10.165881999052509
10	1000000	0.99999992056717657	7.943282347242822e-08	100.00000000219612	3.6844991290204754e+38	                0	-0.068701494383396858	8.928163919483413e+38	3.3213448033905646e-05	                0	2.6881171477195552e+43	                1	              nan	              nan	              nan	1.1655725967962363	0.99836650294961571	0.024719188599958003	-0.43119122588104175	10.165881352326677
