# Filename: 3Dvlt_macro_cp_Tv_Op19_P22.533_DK05e-07_lmax100_dl0.0001.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=1, OpB=9, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=1000000, (dl=0.0001), lpts=1000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=22.533, Cc=0.580647816546116, K0c=0.448321705446756, Tc=1.889
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp	cp01	cp02	cp03	cp04	cp05	cp06	cp07
44	1000000	0.99980047376850312	0.00019952623149688788	100.00000000219612	7.2108128955815373e+40	                0	-0.072938571303211491	1.6080805505667529e+41	0.0059821818105321644	                0	2.6881171477195552e+43	                1	134.08501989321982	116.17583721057755	2.5733358594368747	1.1992536931558313	1.0046733862340274	0.026141174070220454	-0.59740017116622901	13.70317874091154
45	1000000	0.99974881135684901	0.00025118864315095823	100.00000000219612	8.4172376892891066e+40	                0	-0.072919272336493784	1.8770278736313062e+41	0.0069826862836824995	                0	2.6881171477195552e+43	                1	130.35700840534597	112.45464666561058	2.5702303967135971	1.1986105702572973	1.0041024815102937	0.026118664729705594	-0.59708422635522618	13.700383852879712
46	1000000	0.99968377223398319	0.00031622776601683794	100.00000000219612	9.8256036758588201e+40	                0	-0.072894999300335633	2.1909482471678322e+41	0.0081504939210945739	                0	2.6881171477195552e+43	                1	126.58049545150354	108.68661614152361	2.5664238371752734	1.1978016443139847	1.0033844004942956	0.02609035858242403	-0.59668667238038586	13.696865741794321
47	1000000	0.99960189282944645	0.00039810717055349773	100.00000000219612	1.1469759043480537e+41	                0	-0.07286447633913723	2.5573584126906479e+41	0.0095135675722323506	                0	2.6881171477195552e+43	                1	122.83413199476929	104.95079842949941	2.5617621043078747	1.1967843815615113	1.0024813936630963	0.026054772531507987	-0.59618649362976883	13.692437406835669
48	1000000	0.99949881276637276	0.00050118723362727253	100.00000000219612	1.3389246897241635e+41	                0	-0.072826103505922876	2.9850297710419904e+41	0.011104537514573421	                0	2.6881171477195552e+43	                1	119.0386294856791	101.1684028821761	2.5560586855077827	1.195505453531436	1.001346135053899	0.026010049566887891	-0.59555730018665776	13.686863580029652
49	1000000	0.99936904265551985	0.00063095734448019429	100.00000000219612	1.5630273548071451e+41	                0	-0.072777876045122314	3.4841970224515886e+41	0.012961477610480563	                0	2.6881171477195552e+43	                1	115.28608412691477	97.432142299794492	2.5490882044148342	1.1938980614656836	0.99991935138490173	0.025953867638507221	-0.59476597543917242	13.679848317655521
50	1000000	0.99920567176527575	0.00079432823472428218	100.00000000219612	1.824684620014067e+41	                0	-0.072717284376900754	4.0668011371076805e+41	0.015128809176183864	                0	2.6881171477195552e+43	                1	111.47860620293659	93.644889807639274	2.5405791032909466	1.1918786327684523	0.99812689656759346	0.025883328116622126	-0.59377099628894847	13.671019430842643
51	1000000	            0.999	            0.001	100.00000000219612	2.1302111921782943e+41	                0	-0.072641190567171304	4.7467721395854928e+41	0.017658352961337203	                0	2.6881171477195552e+43	                1	107.73223662419829	89.923629302748267	2.530204966393697	1.1893427616890326	0.9958761599845215	0.025794820313355199	-0.59252035437035022	13.659908967439769
52	1000000	0.99874107458820582	0.0012589254117941688	100.00000000219612	2.486993678446774e+41	                0	-0.07254567634413929	5.5403579811751846e+41	0.020610552579061921	                0	2.6881171477195552e+43	                1	103.88152574574322	86.104075354586598	2.5175748205051871	1.1861602517185807	0.99305168498781626	0.025683858581282474	-0.59094899573538606	13.645928771099138
53	1000000	0.99841510680753887	0.0015848931924611141	100.00000000219612	2.9036773100760026e+41	                0	-0.072425856976903846	6.4665066546024297e+41	0.024055896001735799	                0	2.6881171477195552e+43	                1	99.996736921869271	82.257926704421706	2.5022221197074104	1.1821691081308472	0.98950986786005091	0.025544889057653012	-0.58897568696947	13.62833991966107
54	1000000	0.99800473768503106	0.0019952623149688828	100.00000000219612	3.3903874423362503e+41	                0	-0.072275654628923172	7.5473096415610866e+41	0.028076565219502407	                0	2.6881171477195552e+43	                1	96.147133985307974	78.456214001968561	2.4835926047861365	1.1771683318610693	0.98507261282376413	0.025371064565888991	-0.58649921044753495	13.606214579750084
55	1000000	0.99748811356849043	0.002511886431509582	100.00000000219612	3.9589933553553376e+41	                0	-0.072087524245630377	8.8085157726823084e+41	0.032768347838392942	                0	2.6881171477195552e+43	                1	92.373382054160672	74.741772731855008	2.4610313859632429	1.1709093903791066	0.97951984494442235	0.025153989101943015	-0.58339379517443446	13.578388507091391
56	1000000	0.99683772233983159	0.0031622776601683794	100.00000000219612	4.6234239675190157e+41	                0	-0.071852124801321554	1.0280125546454044e+42	0.038242847991855983	                0	2.6881171477195552e+43	                1	88.532998886723234	70.974780270415891	2.4337696635925132	1.1630863028050902	0.97258084450554094	0.02488343859196164	-0.57950371025461966	13.54340207706686
57	1000000	0.99601892829446503	0.0039810717055349778	100.00000000219612	5.4000479415957681e+41	                0	-0.071557929074319154	1.1997076871768188e+42	0.044630037355127251	                0	2.6881171477195552e+43	                1	84.684249061542886	67.216750687115322	2.4009120523419409	1.1533243986423074	0.96392448565900657	0.024547073463241569	-0.57463699817496916	13.499427362496036
58	1000000	0.99498812766372724	0.0050118723362727246	100.00000000219612	6.3081346218601173e+41	                0	-0.0711907664246995	1.4000033860062006e+42	0.052081189511918535	                0	2.6881171477195552e+43	                1	80.77206883328401	63.416576032454479	2.361425935613318	1.1411680266864559	 0.95314867121364	0.024130172749402833	-0.56855842459984407	13.444178419166544
59	1000000	0.99369042655519801	0.0063095734448019424	100.00000000219612	7.3704178606648063e+41	                0	-0.070733295868429163	1.6336290612018712e+42	0.060772242109602574	                0	2.6881171477195552e+43	                1	76.860172271887919	59.642764473896946	2.3141351448783682	1.1260678521953538	0.93976960024669065	0.023615441180262729	-0.56098190048318464	13.374801659973466
