l	K	y

# DK0 = 2.5	(data set 1)
0	5	7.15717e-18

# DK0 = 0.0390625	(data set 2)
0	0.859375	0.00113021
0.0333	0.870248	0.00111552
0.0666	0.881281	0.00109942
0.0999	0.892503	0.00108198
0.1332	0.903942	0.00106329
0.1665	0.915629	0.00104343
0.1998	0.927593	0.00102246
0.2331	0.939864	0.00100048
0.2664	0.952474	0.000977575
0.2997	0.965453	0.000953818
0.333	0.978834	0.0009293
0.3663	0.992648	0.000904106
0.3996	1.00693	0.000877992
0.4329	1.02174	0.000848937
0.4662	1.03718	0.000816775
0.4995	1.05335	0.000781762
0.5328	1.07034	0.000744186
0.5661	1.08827	0.000704364
0.5994	1.10725	0.000662644
0.6327	1.12738	0.000619404
0.666	1.14876	0.000575051
0.6993	1.17153	0.000530016
0.7326	1.19577	0.00048475
0.7659	1.22162	0.000439717
0.7992	1.24916	0.000395385
0.8325	1.27851	0.000352215
0.8658	1.30976	0.00031065
0.8991	1.34302	0.000271102
0.9324	1.37836	0.000233937
0.9657	1.41587	0.000199465
0.999	1.45561	0.000167927
1.0323	1.49765	0.000139489
1.0656	1.54202	0.000114234
1.0989	1.58876	9.2161e-05
1.1322	1.6379	7.31908e-05
1.1655	1.68947	5.71713e-05
1.1988	1.74346	4.38901e-05
1.2321	1.79989	3.30884e-05
1.2654	1.85876	2.44768e-05
1.2987	1.92007	1.77524e-05
1.332	1.98385	1.26134e-05
1.3653	2.05009	8.77265e-06
1.3986	2.11882	5.96755e-06
1.4319	2.19007	3.96709e-06
1.4652	2.26388	2.57511e-06
1.4985	2.3403	1.63079e-06
1.5318	2.41938	1.00671e-06
1.5651	2.5012	6.0524e-07
1.5984	2.58582	3.54057e-07
1.6317	2.67334	2.01342e-07
1.665	2.76384	1.11197e-07
1.6983	2.85741	5.9582e-08
1.7316	2.95416	3.09426e-08
1.7649	3.05418	1.55581e-08
1.7982	3.15759	7.56553e-09
1.8315	3.26451	3.55396e-09
1.8648	3.37505	1.6109e-09
1.8981	3.48933	7.03687e-10
1.9314	3.60748	2.95873e-10
1.9647	3.72963	1.19587e-10
1.998	3.85592	4.64015e-11
2.0313	3.98648	1.72604e-11
2.0646	4.12147	6.14641e-12
2.0979	4.26103	2.09218e-12
2.1312	4.40531	6.7971e-13
2.1645	4.55447	2.1043e-13
2.1978	4.70869	6.19785e-14
2.2311	4.86813	1.73377e-14

# DK0 = 0.000610352	(data set 3)
0	0.784912	0.00203468
0.0333	0.784325	0.00203175
0.0666	0.783795	0.002029
0.0999	0.783318	0.00202641
0.1332	0.782889	0.00202397
0.1665	0.782504	0.00202167
0.1998	0.782162	0.00201948
0.2331	0.781859	0.00201739
0.2664	0.781591	0.0020154
0.2997	0.781358	0.00201349
0.333	0.781157	0.00201165
0.3663	0.780985	0.00200987
0.3996	0.780841	0.00200814
0.4329	0.780725	0.00200646
0.4662	0.780633	0.00200481
0.4995	0.780565	0.00200318
0.5328	0.78052	0.00200158
0.5661	0.780497	0.00199998
0.5994	0.780495	0.0019984
0.6327	0.780514	0.00199681
0.666	0.780552	0.00199521
0.6993	0.780609	0.0019936
0.7326	0.780686	0.00199197
0.7659	0.780781	0.00199031
0.7992	0.780894	0.00198862
0.8325	0.781025	0.0019869
0.8658	0.781175	0.00198513
0.8991	0.781342	0.00198332
0.9324	0.781528	0.00198145
0.9657	0.781732	0.00197952
0.999	0.781955	0.00197753
1.0323	0.782196	0.00197547
1.0656	0.782457	0.00197333
1.0989	0.782737	0.00197111
1.1322	0.783038	0.00196881
1.1655	0.783359	0.00196641
1.1988	0.783701	0.00196391
1.2321	0.784066	0.0019613
1.2654	0.784453	0.00195859
1.2987	0.784864	0.00195575
1.332	0.785299	0.0019528
1.3653	0.78576	0.0019497
1.3986	0.786247	0.00194647
1.4319	0.786761	0.0019431
1.4652	0.787305	0.00193957
1.4985	0.787878	0.00193587
1.5318	0.788482	0.00193201
1.5651	0.78912	0.00192797
1.5984	0.789791	0.00192374
1.6317	0.790499	0.00191932
1.665	0.791244	0.00191469
1.6983	0.792028	0.00190985
1.7316	0.792853	0.00190478
1.7649	0.793721	0.00189948
1.7982	0.794635	0.00189394
1.8315	0.795596	0.00188814
1.8648	0.796607	0.00188207
1.8981	0.79767	0.00187572
1.9314	0.798788	0.00186909
