l	K	y

# DK0 = 2.5	(data set 1)
0	5	0.00719188
0.0333	3.52062	0.00257415
0.0666	3.20905	0.00116216
0.0999	3.13888	0.000554608
0.1332	3.16068	0.000266241
0.1665	3.22625	0.000125887
0.1998	3.31515	5.80102e-05
0.2331	3.4176	2.58994e-05
0.2664	3.52874	1.11633e-05
0.2997	3.64615	4.6341e-06
0.333	3.76871	1.84928e-06
0.3663	3.89594	7.08292e-07
0.3996	4.02771	2.59978e-07
0.4329	4.16403	9.13121e-08
0.4662	4.305	3.06431e-08
0.4995	4.45076	9.81011e-09
0.5328	4.60147	2.9913e-09
0.5661	4.75728	8.67307e-10
0.5994	4.91836	2.38711e-10

# DK0 = 0.0390625	(data set 2)
0	4.14062	0.0167957
0.0333	2.065	0.00915425
0.0666	1.57948	0.00686762
0.0999	1.34482	0.00575239
0.1332	1.2009	0.00511715
0.1665	1.10074	0.00473478
0.1998	1.02511	0.0045078
0.2331	0.964594	0.00437718
0.2664	0.914437	0.00428066
0.2997	0.871977	0.00420975
0.333	0.835365	0.00416161
0.3663	0.803272	0.00413408
0.3996	0.774718	0.00412551
0.4329	0.74896	0.00413476
0.4662	0.725427	0.00416108
0.4995	0.703669	0.00420409
0.5328	0.683327	0.00426375
0.5661	0.664108	0.00434032
0.5994	0.645773	0.00443441
0.6327	0.628119	0.00454691
0.666	0.610979	0.00467907
0.6993	0.594208	0.00483251
0.7326	0.577681	0.00500925
0.7659	0.561292	0.0052118
0.7992	0.544946	0.00544322
0.8325	0.52856	0.00570722
0.8658	0.512065	0.00600828
0.8991	0.495396	0.00635187
0.9324	0.478501	0.00674459
0.9657	0.461333	0.00719445
0.999	0.443855	0.00771126
1.0323	0.426038	0.00830702
1.0656	0.407863	0.0089965
1.0989	0.389317	0.00979797
1.1322	0.370402	0.0107342
1.1655	0.351129	0.0118335
1.1988	0.331521	0.0131318
1.2321	0.311616	0.0146744
1.2654	0.29147	0.016519
1.2987	0.271151	0.0187398
1.332	0.250748	0.0214321
1.3653	0.230369	0.0247202
1.3986	0.210136	0.0287659
1.4319	0.190193	0.0337821
1.4652	0.170695	0.0400495
1.4985	0.151808	0.0479409
1.5318	0.133702	0.0579528
1.5651	0.116545	0.0707497
1.5984	0.100493	0.0872231
1.6317	0.0856786	0.108572
1.665	0.0722067	0.136415
1.6983	0.0601431	0.172933
1.7316	0.0495118	0.221074
1.7649	0.0402939	0.284823
1.7982	0.03243	0.369565
1.8315	0.0258271	0.482577
1.8648	0.0203671	0.63369
1.8981	0.015917	0.836184
1.9314	0.0123381	1.10799
1.9647	0.00949489	1.47332
1.998	0.00726059	1.96485
2.0313	0.00552167	2.62669
2.0646	0.00417961	3.51836
2.0979	0.00315126	4.72019
2.1312	0.0023681	6.3406
2.1645	0.00177472	8.52587
2.1978	0.00132705	11.4734
2.2311	0.000990494	15.4496
2.2644	0.000738198	20.814
2.2977	0.000549512	28.0516
2.331	0.000408665	37.8172
2.3643	0.000303688	50.994
2.3976	0.000225541	68.7742
2.4309	0.000167423	92.7666
2.4642	0.000124234	125.142
2.4975	9.21592e-05	168.83
2.5308	6.83494e-05	227.783
2.5641	5.06818e-05	307.336
2.5974	3.75757e-05	414.689
2.6307	2.78557e-05	559.555
2.664	2.06483e-05	755.043
2.6973	1.53047e-05	1018.85
2.7306	1.13434e-05	1374.83
2.7639	8.40704e-06	1855.22
2.7972	6.2306e-06	2503.48
2.8305	4.6175e-06	3378.27
2.8638	3.42196e-06	4558.76
2.8971	2.53593e-06	6151.78
2.9304	1.8793e-06	8301.49
2.9637	1.39267e-06	11202.4
2.997	1.03205e-06	15117.1
3.0303	7.64802e-07	20399.7
3.0636	5.66756e-07	27528.4
3.0969	4.19993e-07	37148.3
3.1302	3.11234e-07	50129.9
3.1635	2.30638e-07	67647.9
3.1968	1.70913e-07	91287.6
3.2301	1.26654e-07	123188
3.2634	9.3856e-08	166237
3.2967	6.95512e-08	224329
3.33	5.15403e-08	302722
3.3633	3.81935e-08	408509
3.3966	2.8303e-08	551264
3.4299	2.09737e-08	743905
3.4632	1.55423e-08	1.00386e+06
3.4965	1.15175e-08	1.35467e+06
3.5298	8.53494e-09	1.82806e+06
3.5631	6.32474e-09	2.46689e+06
3.5964	4.68689e-09	3.32895e+06
