l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.62695e-21

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.00119289
0.0333	0.713863	0.00120648
0.0666	0.724427	0.00121793
0.0999	0.734831	0.00122723
0.1332	0.745085	0.00123441
0.1665	0.755207	0.00123952
0.1998	0.765212	0.00124257
0.2331	0.775118	0.00124363
0.2664	0.784947	0.00124273
0.2997	0.794719	0.00123994
0.333	0.804455	0.00123529
0.3663	0.81418	0.00122887
0.3996	0.823916	0.00122071
0.4329	0.833689	0.00121089
0.4662	0.843523	0.00119948
0.4995	0.853445	0.00118653
0.5328	0.863481	0.00117211
0.5661	0.873658	0.00115629
0.5994	0.884003	0.00113915
0.6327	0.894543	0.00112074
0.666	0.905307	0.00110114
0.6993	0.916323	0.00108043
0.7326	0.92762	0.00105868
0.7659	0.939227	0.00103596
0.7992	0.951173	0.00101235
0.8325	0.963489	0.000987927
0.8658	0.976205	0.00096277
0.8991	0.989351	0.00093696
0.9324	1.00296	0.000910513
0.9657	1.01708	0.00088163
0.999	1.0318	0.00084963
1.0323	1.04722	0.000814748
1.0656	1.06344	0.000777249
1.0989	1.08056	0.000737426
1.1322	1.09868	0.000695605
1.1655	1.11792	0.000652142
1.1988	1.13838	0.00060742
1.2321	1.16018	0.000561852
1.2654	1.18341	0.000515873
1.2987	1.20819	0.000469935
1.332	1.23463	0.000424502
1.3653	1.26283	0.000380035
1.3986	1.2929	0.000336984
1.4319	1.32492	0.000295777
1.4652	1.359	0.000256805
1.4985	1.39521	0.000220408
1.5318	1.43363	0.000186864
1.5651	1.47432	0.000156379
1.5984	1.51733	0.00012908
1.6317	1.5627	0.000105011
1.665	1.61046	8.4132e-05
1.6983	1.66065	6.63282e-05
1.7316	1.71326	5.14161e-05
1.7649	1.76831	3.91576e-05
1.7982	1.8258	2.92753e-05
1.8315	1.88574	2.14687e-05
1.8648	1.94814	1.54305e-05
1.8981	2.01299	1.08611e-05
1.9314	2.08033	7.48053e-06
1.9647	2.15017	5.03734e-06
1.998	2.22255	3.31376e-06
2.0313	2.29751	2.12778e-06
2.0646	2.37511	1.33243e-06
2.0979	2.45539	8.1301e-07
2.1312	2.53845	4.82937e-07
2.1645	2.62435	2.79016e-07
2.1978	2.71318	1.56638e-07
2.2311	2.80503	8.53638e-08
2.2644	2.9	4.51147e-08
2.2977	2.99819	2.30982e-08
2.331	3.09971	1.14442e-08
2.3643	3.20466	5.48103e-09
2.3976	3.31317	2.53457e-09
2.4309	3.42536	1.13031e-09
2.4642	3.54134	4.85519e-10
2.4975	3.66126	2.00624e-10
2.5308	3.78523	7.96445e-11
2.5641	3.9134	3.03344e-11
2.5974	4.04591	1.10691e-11
2.6307	4.18291	3.86419e-12
2.664	4.32454	1.28861e-12
2.6973	4.47097	4.09851e-13
2.7306	4.62236	1.2413e-13
2.7639	4.77888	3.57403e-14
2.7972	4.9407	9.76611e-15

# DK0 = 0.000610352	(data set 3)
0	0.672607	0.00159766
0.0333	0.679397	0.0016256
0.0666	0.685829	0.00165196
0.0999	0.691909	0.00167679
0.1332	0.697647	0.00170013
0.1665	0.703054	0.00172204
0.1998	0.708141	0.00174257
0.2331	0.71292	0.00176179
0.2664	0.717404	0.00177974
0.2997	0.721605	0.0017965
0.333	0.725536	0.00181213
0.3663	0.729212	0.00182668
0.3996	0.732644	0.00184021
0.4329	0.735847	0.00185279
0.4662	0.738832	0.00186446
0.4995	0.741613	0.00187529
0.5328	0.744202	0.00188533
0.5661	0.74661	0.00189462
0.5994	0.748849	0.00190322
0.6327	0.750929	0.00191116
0.666	0.752862	0.0019185
0.6993	0.754657	0.00192527
0.7326	0.756322	0.00193152
0.7659	0.757868	0.00193727
0.7992	0.759303	0.00194256
0.8325	0.760634	0.00194743
0.8658	0.761869	0.0019519
0.8991	0.763015	0.001956
0.9324	0.764079	0.00195975
0.9657	0.765067	0.00196319
0.999	0.765984	0.00196632
1.0323	0.766836	0.00196919
1.0656	0.767629	0.00197179
1.0989	0.768366	0.00197415
1.1322	0.769053	0.00197629
1.1655	0.769693	0.00197822
1.1988	0.77029	0.00197996
1.2321	0.770848	0.00198151
1.2654	0.77137	0.00198289
1.2987	0.77186	0.00198411
1.332	0.772319	0.00198519
1.3653	0.772752	0.00198612
