l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.91475e-26

# DK0 = 0.0390625	(data set 2)
0	0.546875	0.00153853
0.0333	0.555029	0.00160765
0.0666	0.562691	0.00167675
0.0999	0.569834	0.00174581
0.1332	0.576437	0.00181486
0.1665	0.582478	0.00188394
0.1998	0.587941	0.00195313
0.2331	0.592811	0.00202253
0.2664	0.597079	0.0020923
0.2997	0.600735	0.00216259
0.333	0.603772	0.00223363
0.3663	0.606188	0.00230564
0.3996	0.607979	0.00237889
0.4329	0.609145	0.00245369
0.4662	0.609685	0.00253038
0.4995	0.609601	0.00260935
0.5328	0.608894	0.002691
0.5661	0.607566	0.00277581
0.5994	0.60562	0.00286431
0.6327	0.603058	0.00295706
0.666	0.59988	0.00305471
0.6993	0.596087	0.00315797
0.7326	0.591682	0.00326766
0.7659	0.586662	0.00338468
0.7992	0.581028	0.00351005
0.8325	0.574777	0.00364493
0.8658	0.567906	0.00379064
0.8991	0.560413	0.00394869
0.9324	0.552292	0.00412082
0.9657	0.54354	0.00430903
0.999	0.534149	0.00451566
1.0323	0.524116	0.00474343
1.0656	0.513434	0.00499551
1.0989	0.502097	0.00527566
1.1322	0.4901	0.00558831
1.1655	0.477439	0.00593876
1.1988	0.464112	0.00633332
1.2321	0.450118	0.00677961
1.2654	0.435459	0.00728681
1.2987	0.420141	0.00786613
1.332	0.404175	0.00853126
1.3653	0.387577	0.00929905
1.3986	0.37037	0.0101904
1.4319	0.352587	0.0112313
1.4652	0.334268	0.0124544
1.4985	0.315468	0.0139009
1.5318	0.296251	0.0156231
1.5651	0.276699	0.0176878
1.5984	0.256908	0.0201811
1.6317	0.236993	0.0232144
1.665	0.217083	0.0269326
1.6983	0.197325	0.031526
1.7316	0.177882	0.0372447
1.7649	0.158926	0.0444204
1.7982	0.140636	0.0534941
1.8315	0.123188	0.0650548
1.8648	0.106753	0.079892
1.8981	0.0914802	0.099067
1.9314	0.0774923	0.124009
1.9647	0.0648763	0.156647
1.998	0.0536775	0.199585
2.0313	0.0438975	0.256343
2.0646	0.0354953	0.331676
2.0979	0.0283923	0.432013
2.1312	0.0224809	0.566039
2.1645	0.0176338	0.745486
2.1978	0.0137141	0.9862
2.2311	0.0105846	1.30957
2.2644	0.00811445	1.74449
2.2977	0.00618451	2.32992
2.331	0.00469002	3.11848
2.3643	0.00354161	4.18117
2.3976	0.00266489	5.61379
2.4309	0.00199928	7.54565
2.4642	0.00149627	10.1512
2.4975	0.00111759	13.6659
2.5308	0.000833397	18.4075
2.5641	0.000620664	24.8048
2.5974	0.00046175	33.4362
2.6307	0.000343237	45.0827
2.664	0.000254972	60.7977
2.6973	0.000189305	82.0032
2.7306	0.000140492	110.618
2.7639	0.000104231	149.23
2.7972	7.73096e-05	201.335
2.8305	5.73298e-05	271.647
2.8638	4.25069e-05	366.528
2.8971	3.15127e-05	494.565
2.9304	2.33598e-05	667.343
2.9637	1.73149e-05	900.498
2.997	1.28336e-05	1215.13
3.0303	9.51162e-06	1639.71
3.0636	7.04931e-06	2212.65
3.0969	5.22429e-06	2985.82
3.1302	3.87167e-06	4029.17
3.1635	2.86922e-06	5437.12
3.1968	2.12629e-06	7337.08
3.2301	1.57572e-06	9900.99
3.2634	1.1677e-06	13360.9
3.2967	8.65327e-07	18029.8
3.33	6.41251e-07	24330.3
3.3633	4.75198e-07	32832.6
3.3966	3.52144e-07	44306
3.4299	2.60954e-07	59788.9
3.4632	1.93379e-07	80682.3
3.4965	1.43302e-07	108877
3.5298	1.06193e-07	146924
3.5631	7.86934e-08	198268
3.5964	5.83151e-08	267553
3.6297	4.32139e-08	361050
3.663	3.20233e-08	487220
3.6963	2.37305e-08	657481
3.7296	1.75853e-08	887241
3.7629	1.30314e-08	1.19729e+06
3.7962	9.65682e-09	1.61569e+06
3.8295	7.1561e-09	2.1803e+06
3.8628	5.30296e-09	2.94221e+06
3.8961	3.92971e-09	3.97038e+06
3.9294	2.91207e-09	5.35784e+06
3.9627	2.15796e-09	7.23016e+06
3.996	1.59914e-09	9.75676e+06
4.0293	1.18503e-09	1.31663e+07
4.0626	8.78153e-10	1.77673e+07
4.0959	6.50747e-10	2.39762e+07
4.1292	4.8223e-10	3.23547e+07
4.1625	3.57352e-10	4.36612e+07
