l	K	y

# DK0 = 2.5	(data set 1)
0	5	3.70191e-22

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.00096869
0.0333	0.716284	0.000979521
0.0666	0.72938	0.000988173
0.0999	0.742424	0.000994649
0.1332	0.755428	0.000998965
0.1665	0.768407	0.00100115
0.1998	0.781378	0.00100125
0.2331	0.794359	0.0009993
0.2664	0.807373	0.000995367
0.2997	0.820442	0.000989513
0.333	0.833592	0.000981809
0.3663	0.846847	0.000972333
0.3996	0.860236	0.000961165
0.4329	0.873787	0.000948393
0.4662	0.887531	0.000934107
0.4995	0.901499	0.000918402
0.5328	0.915722	0.000901373
0.5661	0.930234	0.000883119
0.5994	0.945067	0.000863743
0.6327	0.960257	0.000843346
0.666	0.975838	0.000822032
0.6993	0.991846	0.000799906
0.7326	1.00832	0.000776705
0.7659	1.02532	0.000750388
0.7992	1.04297	0.000720849
0.8325	1.06135	0.000688387
0.8658	1.08059	0.000653337
0.8991	1.10079	0.000616068
0.9324	1.12207	0.00057698
0.9657	1.14455	0.000536502
0.999	1.16834	0.000495086
1.0323	1.19355	0.000453205
1.0656	1.22031	0.00041134
1.0989	1.24872	0.000369975
1.1322	1.27888	0.000329583
1.1655	1.31091	0.000290616
1.1988	1.3449	0.000253491
1.2321	1.38094	0.00021858
1.2654	1.41911	0.000186193
1.2987	1.45947	0.000156571
1.332	1.50209	0.000129879
1.3653	1.54701	0.000106198
1.3986	1.59428	8.55301e-05
1.4319	1.64392	6.7796e-05
1.4652	1.69595	5.28486e-05
1.4985	1.75039	4.04823e-05
1.5318	1.80724	3.04477e-05
1.5651	1.86651	2.24676e-05
1.5984	1.92821	1.62527e-05
1.6317	1.99235	1.15163e-05
1.665	2.05895	7.98677e-06
1.6983	2.12804	5.41683e-06
1.7316	2.19965	3.58987e-06
1.7649	2.27381	2.32279e-06
1.7982	2.35059	1.46612e-06
1.8315	2.43004	9.01943e-07
1.8648	2.51223	5.40325e-07
1.8981	2.59723	3.1492e-07
1.9314	2.68514	1.78404e-07
1.9647	2.77604	9.8141e-08
1.998	2.87003	5.23724e-08
2.0313	2.9672	2.7084e-08
2.0646	3.06767	1.35588e-08
2.0979	3.17154	6.56364e-09
2.1312	3.27893	3.06898e-09
2.1645	3.38995	1.38439e-09
2.1978	3.50474	6.01737e-10
2.2311	3.62341	2.51707e-10
2.2644	3.7461	1.01196e-10
2.2977	3.87295	3.90499e-11
2.331	4.00409	1.44434e-11
2.3643	4.13967	5.11309e-12
2.3976	4.27984	1.7299e-12
2.4309	4.42476	5.58488e-13
2.4642	4.57458	1.7178e-13
2.4975	4.72948	5.02561e-14
2.5308	4.88963	1.39612e-14

# DK0 = 0.000610352	(data set 3)
0	0.655518	0.00154969
0.0333	0.662944	0.00158191
0.0666	0.669994	0.00161253
0.0999	0.67667	0.00164157
0.1332	0.682978	0.00166907
0.1665	0.688926	0.00169508
0.1998	0.694522	0.00171964
0.2331	0.699777	0.00174282
0.2664	0.704701	0.00176467
0.2997	0.709307	0.00178526
0.333	0.713605	0.00180465
0.3663	0.71761	0.00182289
0.3996	0.721332	0.00184007
0.4329	0.724786	0.00185624
0.4662	0.727984	0.00187146
0.4995	0.730938	0.00188581
0.5328	0.733661	0.00189933
0.5661	0.736165	0.00191209
0.5994	0.738461	0.00192415
0.6327	0.740561	0.00193556
0.666	0.742474	0.00194638
0.6993	0.744212	0.00195665
0.7326	0.745784	0.00196643
0.7659	0.747198	0.00197576
0.7992	0.748464	0.00198469
0.8325	0.74959	0.00199326
0.8658	0.750582	0.00200152
0.8991	0.751448	0.0020095
0.9324	0.752195	0.00201724
0.9657	0.752827	0.00202478
0.999	0.753351	0.00203216
1.0323	0.753771	0.0020394
1.0656	0.754093	0.00204654
1.0989	0.754319	0.00205361
1.1322	0.754453	0.00206065
1.1655	0.754499	0.00206768
1.1988	0.75446	0.00207473
1.2321	0.754337	0.00208183
1.2654	0.754133	0.00208902
1.2987	0.75385	0.00209631
1.332	0.753488	0.00210375
1.3653	0.753049	0.00211134
1.3986	0.752534	0.00211914
1.4319	0.751942	0.00212716
1.4652	0.751274	0.00213543
1.4985	0.750529	0.00214398
1.5318	0.749707	0.00215286
1.5651	0.748808	0.00216207
1.5984	0.74783	0.00217167
1.6317	0.746771	0.00218168
