l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.37973e-22

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.000843157
0.0333	0.717647	0.000852482
0.0666	0.732182	0.0008597
0.0999	0.746741	0.00086481
0.1332	0.761335	0.000867827
0.1665	0.775979	0.000868779
0.1998	0.790691	0.000867704
0.2331	0.80549	0.000864655
0.2664	0.820398	0.000859694
0.2997	0.835438	0.000852891
0.333	0.850637	0.000844325
0.3663	0.866022	0.000834083
0.3996	0.881622	0.000822256
0.4329	0.897468	0.000808944
0.4662	0.913591	0.000794247
0.4995	0.930027	0.000778272
0.5328	0.946808	0.000761129
0.5661	0.963971	0.000742929
0.5994	0.981553	0.000723784
0.6327	0.99959	0.00070381
0.666	1.01813	0.000681743
0.6993	1.03727	0.000656294
0.7326	1.05711	0.000627763
0.7659	1.07776	0.000596492
0.7992	1.09935	0.00056286
0.8325	1.12198	0.00052728
0.8658	1.14578	0.000490197
0.8991	1.17086	0.000452077
0.9324	1.19734	0.000413405
0.9657	1.22534	0.000374673
0.999	1.25498	0.00033637
1.0323	1.28635	0.000298971
1.0656	1.31956	0.000262926
1.0989	1.35472	0.000228644
1.1322	1.3919	0.000196482
1.1655	1.4312	0.000166737
1.1988	1.47266	0.000139629
1.2321	1.51637	0.000115303
1.2654	1.56235	9.38227e-05
1.2987	1.61065	7.51702e-05
1.332	1.6613	5.92545e-05
1.3653	1.71432	4.59197e-05
1.3986	1.76972	3.49574e-05
1.4319	1.82752	2.61217e-05
1.4652	1.88771	1.91444e-05
1.4985	1.95033	1.37505e-05
1.5318	2.01538	9.67131e-06
1.5651	2.08289	6.65566e-06
1.5984	2.15288	4.47801e-06
1.6317	2.2254	2.94312e-06
1.665	2.30048	1.88798e-06
1.6983	2.3782	1.18109e-06
1.7316	2.45861	7.1992e-07
1.7649	2.54178	4.27181e-07
1.7982	2.6278	2.46528e-07
1.8315	2.71675	1.3824e-07
1.8648	2.80873	7.52471e-08
1.8981	2.90382	3.97189e-08
1.9314	3.00214	2.03097e-08
1.9647	3.10379	1.00493e-08
1.998	3.20889	4.80639e-09
2.0313	3.31754	2.21946e-09
2.0646	3.42988	9.88338e-10
2.0979	3.54602	4.23897e-10
2.1312	3.66609	1.74888e-10
2.1645	3.79022	6.93156e-11
2.1978	3.91856	2.63564e-11
2.2311	4.05125	9.60095e-12
2.2644	4.18842	3.34568e-12
2.2977	4.33025	1.11364e-12
2.331	4.47687	3.53528e-13
2.3643	4.62846	1.06861e-13
2.3976	4.78518	3.07054e-14
2.4309	4.94721	8.37267e-15

# DK0 = 0.000610352	(data set 3)
0	0.645752	0.00150226
0.0333	0.653697	0.00153638
0.0666	0.661264	0.00156886
0.0999	0.668455	0.00159973
0.1332	0.675272	0.00162899
0.1665	0.681723	0.0016567
0.1998	0.687812	0.00168289
0.2331	0.69355	0.00170761
0.2664	0.698945	0.00173091
0.2997	0.704009	0.00175286
0.333	0.708752	0.0017735
0.3663	0.713188	0.00179292
0.3996	0.717328	0.00181116
0.4329	0.721185	0.0018283
0.4662	0.724773	0.00184439
0.4995	0.728103	0.0018595
0.5328	0.73119	0.00187369
0.5661	0.734044	0.00188702
0.5994	0.73668	0.00189955
0.6327	0.739107	0.00191135
0.666	0.741339	0.00192245
0.6993	0.743385	0.00193291
0.7326	0.745256	0.0019428
0.7659	0.746962	0.00195214
0.7992	0.748513	0.001961
0.8325	0.749918	0.0019694
0.8658	0.751184	0.00197741
0.8991	0.75232	0.00198505
0.9324	0.753333	0.00199236
0.9657	0.75423	0.00199939
0.999	0.755017	0.00200616
1.0323	0.7557	0.00201271
1.0656	0.756285	0.00201907
1.0989	0.756775	0.00202527
1.1322	0.757176	0.00203134
1.1655	0.757493	0.00203731
1.1988	0.757727	0.00204321
1.2321	0.757883	0.00204905
1.2654	0.757964	0.00205487
1.2987	0.757972	0.0020607
1.332	0.75791	0.00206655
1.3653	0.757778	0.00207245
1.3986	0.75758	0.00207842
1.4319	0.757315	0.00208449
1.4652	0.756986	0.00209068
1.4985	0.756593	0.00209701
1.5318	0.756135	0.00210351
1.5651	0.755615	0.0021102
1.5984	0.75503	0.0021171
1.6317	0.754382	0.00212424
1.665	0.75367	0.00213165
1.6983	0.752892	0.00213935
1.7316	0.752048	0.00214736
