l	K	y

# DK0 = 2.5	(data set 1)
0	5	5.14735e-20

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.00193895
0.0333	0.705919	0.00196245
0.0666	0.708399	0.00198529
0.0999	0.710576	0.00200755
0.1332	0.712459	0.00202933
0.1665	0.714059	0.0020507
0.1998	0.715385	0.00207177
0.2331	0.716448	0.0020926
0.2664	0.717254	0.0021133
0.2997	0.717812	0.00213394
0.333	0.718128	0.00215462
0.3663	0.718211	0.00217542
0.3996	0.718064	0.00219644
0.4329	0.717693	0.00221776
0.4662	0.717102	0.00223948
0.4995	0.716295	0.00226169
0.5328	0.715275	0.00228449
0.5661	0.714043	0.00230798
0.5994	0.7126	0.00233227
0.6327	0.710948	0.00235746
0.666	0.709086	0.00238368
0.6993	0.707013	0.00241103
0.7326	0.704728	0.00243966
0.7659	0.702228	0.0024697
0.7992	0.69951	0.00250129
0.8325	0.69657	0.0025346
0.8658	0.693404	0.00256979
0.8991	0.690007	0.00260704
0.9324	0.686374	0.00264656
0.9657	0.682496	0.00268857
0.999	0.678368	0.0027333
1.0323	0.673982	0.00278102
1.0656	0.669328	0.00283201
1.0989	0.664399	0.00288661
1.1322	0.659183	0.00294515
1.1655	0.65367	0.00300805
1.1988	0.64785	0.00307573
1.2321	0.64171	0.0031487
1.2654	0.635237	0.00322752
1.2987	0.628419	0.0033128
1.332	0.621241	0.00340527
1.3653	0.61369	0.00350572
1.3986	0.605749	0.00361508
1.4319	0.597405	0.00373439
1.4652	0.588641	0.00386485
1.4985	0.57944	0.00400785
1.5318	0.569786	0.00416497
1.5651	0.559663	0.00433808
1.5984	0.549054	0.00452932
1.6317	0.537941	0.00474121
1.665	0.52631	0.00497671
1.6983	0.514144	0.0052393
1.7316	0.501428	0.00553311
1.7649	0.488151	0.00586304
1.7982	0.474299	0.00623497
1.8315	0.459865	0.00665594
1.8648	0.444842	0.0071345
1.8981	0.429228	0.00768099
1.9314	0.413025	0.00830806
1.9647	0.396242	0.00903128
1.998	0.378893	0.00986984
2.0313	0.361003	0.0108477
2.0646	0.342604	0.0119946
2.0979	0.32374	0.0133484
2.1312	0.304468	0.0149568
2.1645	0.28486	0.0168805
2.1978	0.265002	0.0191977
2.2311	0.244999	0.0220094
2.2644	0.22497	0.0254466
2.2977	0.205056	0.0296808
2.331	0.185408	0.0349373
2.3643	0.166195	0.0415141
2.3976	0.147591	0.0498066
2.4309	0.129772	0.0603426
2.4642	0.112911	0.0738283
2.4975	0.0971639	0.0912121
2.5308	0.082664	0.113771
2.5641	0.0695113	0.143225
2.5974	0.0577665	0.181899
2.6307	0.0474471	0.232932
2.664	0.0385272	0.300568
2.6973	0.0309412	0.390541
2.7306	0.0245911	0.510599
2.7639	0.0193556	0.671212
2.7972	0.0151003	0.88652
2.8305	0.0116868	1.17561
2.8638	0.00898132	1.56427
2.8971	0.00685966	2.08728
2.9304	0.0052114	2.7916
2.9637	0.00394131	3.7406
2.997	0.00296942	5.0198
3.0303	0.00223009	6.74461
3.0636	0.00167046	9.07077
3.0969	0.00124857	12.2084
3.1302	0.000931607	16.4412
3.1635	0.000694125	22.1518
3.1968	0.000516592	29.8567
3.2301	0.000384117	40.2528
3.2634	0.000285406	54.2805
3.2967	0.00021194	73.2089
3.33	0.000157314	98.7508
3.3633	0.000116725	133.217
3.3966	8.65839e-05	179.726
3.4299	6.42118e-05	242.487
3.4632	4.76122e-05	327.179
3.4965	3.5299e-05	441.465
3.5298	2.61674e-05	595.688
3.5631	1.93965e-05	803.803
3.5964	1.43767e-05	1084.64
3.6297	1.06555e-05	1463.62
3.663	7.89715e-06	1975.04
3.6963	5.85268e-06	2665.17
3.7296	4.3374e-06	3596.47
3.7629	3.21438e-06	4853.21
3.7962	2.38209e-06	6549.12
3.8295	1.76529e-06	8837.68
3.8628	1.30818e-06	11926
3.8961	9.69435e-07	16093.5
3.9294	7.18402e-07	21717.4
3.9627	5.32371e-07	29306.5
3.996	3.94512e-07	39547.7
4.0293	2.92351e-07	53367.8
4.0626	2.16645e-07	72017.3
4.0959	1.60544e-07	97183.9
4.1292	1.1897e-07	131145
4.1625	8.81615e-08	176974
4.1958	6.53314e-08	238819
4.2291	4.84133e-08	322275
4.2624	3.58762e-08	434895
4.2957	2.65858e-08	586870
