l	K	y

# DK0 = 2.5	(data set 1)
0	5	6.06376e-22

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.0010383
0.0333	0.715489	0.00105773
0.0666	0.727665	0.00107491
0.0999	0.739658	0.00108981
0.1332	0.751479	0.00110241
0.1665	0.763137	0.0011127
0.1998	0.774648	0.00112069
0.2331	0.786028	0.00112638
0.2664	0.797298	0.00112982
0.2997	0.808479	0.00113102
0.333	0.819595	0.00113004
0.3663	0.830671	0.00112693
0.3996	0.841735	0.00112173
0.4329	0.852815	0.00111452
0.4662	0.863942	0.00110535
0.4995	0.875147	0.0010943
0.5328	0.886463	0.00108143
0.5661	0.897922	0.00106683
0.5994	0.90956	0.00105058
0.6327	0.921411	0.00103275
0.666	0.933511	0.00101342
0.6993	0.945898	0.000992702
0.7326	0.958608	0.000970667
0.7659	0.971679	0.000947413
0.7992	0.985152	0.000923035
0.8325	0.999065	0.000897632
0.8658	1.01347	0.000870224
0.8991	1.02844	0.000839599
0.9324	1.04409	0.000805987
0.9657	1.06051	0.000769657
0.999	1.0778	0.000730905
1.0323	1.09608	0.000690061
1.0656	1.11545	0.000647483
1.0989	1.13602	0.00060356
1.1322	1.1579	0.000558708
1.1655	1.1812	0.000513365
1.1988	1.20603	0.000467987
1.2321	1.2325	0.00042304
1.2654	1.26072	0.000378989
1.2987	1.29078	0.00033629
1.332	1.3228	0.000295374
1.3653	1.35685	0.000256636
1.3986	1.39302	0.00022042
1.4319	1.43139	0.00018701
1.4652	1.47202	0.000156618
1.4985	1.51496	0.000129377
1.5318	1.56025	0.000105335
1.5651	1.60793	8.44611e-05
1.5984	1.65802	6.66441e-05
1.6317	1.71054	5.17064e-05
1.665	1.76549	3.94146e-05
1.6983	1.82288	2.94953e-05
1.7316	1.88271	2.16512e-05
1.7649	1.94499	1.55775e-05
1.7982	2.00974	1.09761e-05
1.8315	2.07696	7.56797e-06
1.8648	2.14668	5.10198e-06
1.8981	2.21893	3.36021e-06
1.9314	2.29377	2.16021e-06
1.9647	2.37123	1.35444e-06
1.998	2.45139	8.27508e-07
2.0313	2.53431	4.92208e-07
2.0646	2.62007	2.84766e-07
2.0979	2.70875	1.60095e-07
2.1312	2.80045	8.7377e-08
2.1645	2.89526	4.62494e-08
2.1978	2.99329	2.37167e-08
2.2311	3.09464	1.17699e-08
2.2644	3.19943	5.64654e-09
2.2977	3.30776	2.61568e-09
2.331	3.41977	1.16859e-09
2.3643	3.53556	5.02902e-10
2.3976	3.65528	2.08209e-10
2.4309	3.77905	8.28209e-11
2.4642	3.90701	3.16095e-11
2.4975	4.0393	1.1559e-11
2.5308	4.17608	4.04414e-12
2.5641	4.31748	1.3517e-12
2.5974	4.46367	4.30933e-13
2.6307	4.61482	1.30834e-13
2.664	4.77108	3.77657e-14
2.6973	4.93263	1.03465e-14

# DK0 = 0.000610352	(data set 3)
0	0.672607	0.00139902
0.0333	0.68129	0.00143461
0.0666	0.689557	0.00146854
0.0999	0.697409	0.00150078
0.1332	0.704847	0.00153136
0.1665	0.711878	0.0015603
0.1998	0.718509	0.00158764
0.2331	0.724748	0.0016134
0.2664	0.730607	0.00163766
0.2997	0.736097	0.00166045
0.333	0.741231	0.00168185
0.3663	0.746024	0.00170192
0.3996	0.750489	0.00172071
0.4329	0.754642	0.00173831
0.4662	0.758497	0.00175477
0.4995	0.762069	0.00177016
0.5328	0.765374	0.00178455
0.5661	0.768425	0.00179801
0.5994	0.771237	0.0018106
0.6327	0.773823	0.00182237
0.666	0.776198	0.0018334
0.6993	0.778372	0.00184373
0.7326	0.780359	0.00185342
0.7659	0.78217	0.00186252
0.7992	0.783816	0.00187109
0.8325	0.785307	0.00187917
0.8658	0.786653	0.0018868
0.8991	0.787862	0.00189403
0.9324	0.788942	0.0019009
0.9657	0.789903	0.00190745
0.999	0.79075	0.00191372
1.0323	0.79149	0.00191973
1.0656	0.79213	0.00192553
1.0989	0.792675	0.00193114
1.1322	0.793129	0.0019366
1.1655	0.793498	0.00194193
1.1988	0.793785	0.00194716
1.2321	0.793994	0.00195232
1.2654	0.794128	0.00195744
1.2987	0.794191	0.00196254
1.332	0.794184	0.00196763
1.3653	0.794109	0.00197276
1.3986	0.793969	0.00197794
1.4319	0.793765	0.00198319
1.4652	0.793497	0.00198854
