l	K	y

# DK0 = 2.5	(data set 1)
0	5	5.14237e-23

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.000733892
0.0333	0.718807	0.000747381
0.0666	0.734515	0.000758773
0.0999	0.750254	0.000768012
0.1332	0.766033	0.000775064
0.1665	0.781863	0.000779908
0.1998	0.797759	0.000782546
0.2331	0.813741	0.000782992
0.2664	0.829831	0.00078128
0.2997	0.846052	0.000777456
0.333	0.862433	0.00077158
0.3663	0.879003	0.000763725
0.3996	0.895797	0.000753974
0.4329	0.91285	0.000742422
0.4662	0.930198	0.00072917
0.4995	0.947883	0.000714329
0.5328	0.965945	0.000698017
0.5661	0.984429	0.000680356
0.5994	1.00338	0.000661436
0.6327	1.02286	0.000639803
0.666	1.04296	0.000614866
0.6993	1.06381	0.00058694
0.7326	1.0855	0.000556382
0.7659	1.10816	0.000523586
0.7992	1.1319	0.000488983
0.8325	1.15684	0.000453029
0.8658	1.1831	0.000416204
0.8991	1.2108	0.000378997
0.9324	1.24006	0.000341902
0.9657	1.27099	0.000305403
0.999	1.30369	0.000269964
1.0323	1.33826	0.000236015
1.0656	1.3748	0.000203938
1.0989	1.41339	0.000174059
1.1322	1.45411	0.000146634
1.1655	1.49702	0.000121844
1.1988	1.54217	9.97908e-05
1.2321	1.58961	8.0495e-05
1.2654	1.63937	6.39016e-05
1.2987	1.69147	4.98867e-05
1.332	1.74593	3.82696e-05
1.3653	1.80278	2.88256e-05
1.3986	1.862	2.1302e-05
1.4319	1.92364	1.54325e-05
1.4652	1.98769	1.09517e-05
1.4985	2.05418	7.60702e-06
1.5318	2.12314	5.16748e-06
1.5651	2.1946	3.43023e-06
1.5984	2.26861	2.22323e-06
1.6317	2.34522	1.40572e-06
1.665	2.42449	8.6634e-07
1.6983	2.5065	5.19959e-07
1.7316	2.59131	3.0363e-07
1.7649	2.67902	1.72349e-07
1.7982	2.76971	9.50043e-08
1.8315	2.86348	5.08058e-08
1.8648	2.96044	2.63314e-08
1.8981	3.06068	1.32118e-08
1.9314	3.16431	6.41064e-09
1.9647	3.27145	3.00469e-09
1.998	3.38223	1.35877e-09
2.0313	3.49675	5.92131e-10
2.0646	3.61515	2.48351e-10
2.0979	3.73757	1.00122e-10
2.1312	3.86412	3.87461e-11
2.1645	3.99496	1.43733e-11
2.1978	4.13024	5.10384e-12
2.2311	4.27009	1.73222e-12
2.2644	4.41468	5.61063e-13
2.2977	4.56416	1.73155e-13
2.331	4.7187	5.0835e-14
2.3643	4.87848	1.4173e-14

# DK0 = 0.000610352	(data set 3)
0	0.648193	0.00128975
0.0333	0.658018	0.00132927
0.0666	0.667446	0.00136717
0.0999	0.67647	0.00140343
0.1332	0.685084	0.00143799
0.1665	0.693287	0.00147086
0.1998	0.701081	0.00150202
0.2331	0.708468	0.00153151
0.2664	0.715454	0.00155933
0.2997	0.722049	0.00158554
0.333	0.728261	0.00161016
0.3663	0.734103	0.00163326
0.3996	0.739586	0.00165488
0.4329	0.744725	0.00167509
0.4662	0.749533	0.00169395
0.4995	0.754026	0.00171153
0.5328	0.758219	0.00172788
0.5661	0.762127	0.00174307
0.5994	0.765765	0.00175717
0.6327	0.769149	0.00177024
0.666	0.772293	0.00178234
0.6993	0.775211	0.00179353
0.7326	0.777918	0.00180387
0.7659	0.780428	0.00181342
0.7992	0.782753	0.00182222
0.8325	0.784906	0.00183033
0.8658	0.786898	0.00183779
0.8991	0.788742	0.00184464
0.9324	0.790447	0.00185094
0.9657	0.792024	0.00185672
0.999	0.793482	0.00186202
1.0323	0.79483	0.00186686
1.0656	0.796076	0.0018713
1.0989	0.79723	0.00187534
1.1322	0.798296	0.00187903
1.1655	0.799284	0.00188238
1.1988	0.800198	0.00188542
1.2321	0.801046	0.00188818
1.2654	0.801832	0.00189067
1.2987	0.802562	0.00189292
1.332	0.80324	0.00189493
1.3653	0.803872	0.00189673
1.3986	0.80446	0.00189832
1.4319	0.80501	0.00189974
1.4652	0.805524	0.00190097
1.4985	0.806007	0.00190204
1.5318	0.806461	0.00190296
1.5651	0.806888	0.00190373
1.5984	0.807293	0.00190437
1.6317	0.807677	0.00190487
1.665	0.808043	0.00190525
1.6983	0.808392	0.00190551
1.7316	0.808728	0.00190566
1.7649	0.809052	0.0019057
1.7982	0.809365	0.00190564
