l	K	y

# DK0 = 2.5	(data set 1)
0	5	2.67529e-09

# DK0 = 0.0390625	(data set 2)
0	1.32812	0.00528318
0.0333	1.20096	0.00471134
0.0666	1.11085	0.00435151
0.0999	1.04222	0.00412418
0.1332	0.987104	0.00398711
0.1665	0.941146	0.00389254
0.1998	0.90198	0.00382334
0.2331	0.867992	0.00377618
0.2664	0.838015	0.00374859
0.2997	0.811183	0.00373876
0.333	0.786833	0.00374544
0.3663	0.764454	0.0037678
0.3996	0.743637	0.00380538
0.4329	0.724056	0.00385809
0.4662	0.705441	0.00392612
0.4995	0.68757	0.00400995
0.5328	0.670256	0.00411037
0.5661	0.653338	0.0042285
0.5994	0.63668	0.00436577
0.6327	0.620163	0.004524
0.666	0.60368	0.00470545
0.6993	0.587141	0.00491287
0.7326	0.570464	0.00514961
0.7659	0.553578	0.00541974
0.7992	0.536418	0.00572817
0.8325	0.518929	0.00608088
0.8658	0.501066	0.00648514
0.8991	0.482788	0.00694982
0.9324	0.464065	0.00748579
0.9657	0.444875	0.00810646
0.999	0.425207	0.00882841
1.0323	0.405061	0.00967228
1.0656	0.38445	0.0106639
1.0989	0.363398	0.0118359
1.1322	0.34195	0.0132295
1.1655	0.320164	0.0148973
1.1988	0.298119	0.0169068
1.2321	0.275916	0.0193453
1.2654	0.253674	0.0223261
1.2987	0.231535	0.0259972
1.332	0.209661	0.0305532
1.3653	0.188231	0.0362513
1.3986	0.167436	0.043433
1.4319	0.147473	0.0525535
1.4652	0.128534	0.0642223
1.4985	0.1108	0.0792575
1.5318	0.0944261	0.0987606
1.5651	0.0795339	0.124216
1.5984	0.0662009	0.157629
1.6317	0.0544562	0.201709
1.665	0.04428	0.260115
1.6983	0.0356062	0.337795
1.7316	0.0283308	0.441435
1.7649	0.0223214	0.580068
1.7982	0.0174292	0.765895
1.8315	0.0134994	1.01539
1.8648	0.0103808	1.35079
1.8981	0.00793268	1.80212
1.9314	0.0060292	2.4099
1.9647	0.00456141	3.22881
1.998	0.00343759	4.33265
2.0313	0.00258229	5.82099
2.0646	0.00193463	7.82823
2.0979	0.00144624	10.5357
2.1312	0.00107921	14.1882
2.1645	0.000804175	19.1158
2.1978	0.000598538	25.7642
2.2311	0.000445072	34.7349
2.2644	0.000330711	46.8393
2.2977	0.000245591	63.1724
2.331	0.000182296	85.2121
2.3643	0.000135264	114.953
2.3976	0.000100337	155.085
2.4309	7.44124e-05	209.241
2.4642	5.51762e-05	282.32
2.4975	4.09071e-05	380.936
2.5308	3.03249e-05	514.013
2.5641	2.24783e-05	693.593
2.5974	1.6661e-05	935.927
2.6307	1.23485e-05	1262.94
2.664	9.15196e-06	1704.24
2.6973	6.78265e-06	2299.74
2.7306	5.0266e-06	3103.35
2.7639	3.72513e-06	4187.78
2.7972	2.7606e-06	5651.16
2.8305	2.04579e-06	7625.93
2.8638	1.51605e-06	10290.8
2.8971	1.12348e-06	13886.9
2.9304	8.32555e-07	18739.6
2.9637	6.16964e-07	25288.2
2.997	4.572e-07	34125.3
3.0303	3.38806e-07	46050.4
3.0636	2.5107e-07	62142.8
3.0969	1.86054e-07	83858.8
3.1302	1.37874e-07	113164
3.1635	1.0217e-07	152709
3.1968	7.57125e-08	206074
3.2301	5.61061e-08	278087
3.2634	4.15769e-08	375265
3.2967	3.08102e-08	506403
3.33	2.28316e-08	683367
3.3633	1.69192e-08	922173
3.3966	1.25378e-08	1.24443e+06
3.4299	9.29102e-09	1.6793e+06
3.4632	6.88502e-09	2.26614e+06
3.4965	5.10208e-09	3.05805e+06
3.5298	3.78085e-09	4.1267e+06
3.5631	2.80176e-09	5.56879e+06
3.5964	2.07622e-09	7.51482e+06
3.6297	1.53856e-09	1.01409e+07
3.663	1.14014e-09	1.36847e+07
3.6963	8.44888e-10	1.84668e+07
3.7296	6.26096e-10	2.49202e+07
3.7629	4.63963e-10	3.36286e+07
3.7962	3.43815e-10	4.53803e+07
3.8295	2.54781e-10	6.12386e+07
3.8628	1.88803e-10	8.26386e+07
3.8961	1.39911e-10	1.11517e+08
3.9294	1.03679e-10	1.50487e+08
3.9627	7.68307e-11	2.03075e+08
3.996	5.69347e-11	2.74041e+08
4.0293	4.21909e-11	3.69805e+08
4.0626	3.12652e-11	4.99035e+08
4.0959	2.31687e-11	6.73425e+08
