l	K	y

# DK0 = 2.5	(data set 1)
0	5	5.14735e-20

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.00193895
0.0333	0.705842	0.00197712
0.0666	0.70809	0.00201504
0.0999	0.709878	0.00205287
0.1332	0.711213	0.00209075
0.1665	0.712105	0.00212886
0.1998	0.712561	0.00216738
0.2331	0.712589	0.00220648
0.2664	0.712196	0.00224638
0.2997	0.711387	0.00228727
0.333	0.710166	0.00232937
0.3663	0.708538	0.00237292
0.3996	0.706505	0.00241817
0.4329	0.704069	0.00246538
0.4662	0.701229	0.00251485
0.4995	0.697985	0.00256688
0.5328	0.694334	0.00262181
0.5661	0.690272	0.00268003
0.5994	0.685796	0.00274192
0.6327	0.680898	0.00280796
0.666	0.675571	0.00287863
0.6993	0.669808	0.00295451
0.7326	0.663597	0.0030362
0.7659	0.656928	0.00312443
0.7992	0.649788	0.00321998
0.8325	0.642165	0.00332376
0.8658	0.634045	0.00343679
0.8991	0.625411	0.00356027
0.9324	0.616249	0.00369554
0.9657	0.606542	0.00384418
0.999	0.596271	0.00400799
1.0323	0.58542	0.0041891
1.0656	0.573971	0.00438998
1.0989	0.561907	0.00461354
1.1322	0.54921	0.00486323
1.1655	0.535863	0.00514313
1.1988	0.521853	0.00545811
1.2321	0.507166	0.005814
1.2654	0.491793	0.00621786
1.2987	0.475725	0.00667821
1.332	0.458962	0.00720546
1.3653	0.441506	0.00781236
1.3986	0.423367	0.00851463
1.4319	0.404565	0.00933179
1.4652	0.385126	0.0102882
1.4985	0.365093	0.0114144
1.5318	0.344517	0.0127492
1.5651	0.32347	0.0143416
1.5984	0.302038	0.0162549
1.6317	0.280327	0.0185702
1.665	0.258462	0.0213928
1.6983	0.23659	0.0248603
1.7316	0.214878	0.0291529
1.7649	0.193507	0.0345086
1.7982	0.172675	0.041243
1.8315	0.152584	0.0497763
1.8648	0.133435	0.0606705
1.8981	0.11542	0.0746795
1.9314	0.0987071	0.0928173
1.9647	0.0834312	0.116451
1.998	0.0696867	0.147424
2.0313	0.0575194	0.18823
2.0646	0.0469251	0.242235
2.0979	0.0378516	0.313992
2.1312	0.0302059	0.40965
2.1645	0.0238633	0.537522
2.1978	0.0186789	0.708832
2.2311	0.014499	0.93874
2.2644	0.0111709	1.24771
2.2977	0.00855077	1.66338
2.331	0.00650828	2.22303
2.3643	0.00492983	2.97698
2.3976	0.00371901	3.99315
2.4309	0.00279605	5.3632
2.4642	0.00209622	7.2108
2.4975	0.00156792	9.70284
2.5308	0.00117055	13.0646
2.5641	0.00087256	17.5999
2.5974	0.000649628	23.7189
2.6307	0.000483177	31.9751
2.664	0.000359093	43.1154
2.6973	0.000266708	58.1475
2.7306	0.000197993	78.4316
2.7639	0.000146925	105.803
2.7972	0.000108995	142.738
2.8305	8.0838e-05	192.579
2.8638	5.99434e-05	259.837
2.8971	4.4443e-05	350.596
2.9304	3.2947e-05	473.071
2.9637	2.44225e-05	638.344
2.997	1.81023e-05	861.372
3.0303	1.3417e-05	1162.34
3.0636	9.94389e-06	1568.47
3.0969	7.36962e-06	2116.53
3.1302	5.46163e-06	2856.11
3.1635	4.04755e-06	3854.14
3.1968	2.99954e-06	5200.94
3.2301	2.22287e-06	7018.38
3.2634	1.64728e-06	9470.92
3.2967	1.22073e-06	12780.5
3.33	9.04624e-07	17246.7
3.3633	6.70371e-07	23273.5
3.3966	4.96777e-07	31406.5
3.4299	3.68135e-07	42381.6
3.4632	2.72804e-07	57191.9
3.4965	2.0216e-07	77177.8
3.5298	1.49809e-07	104148
3.5631	1.11015e-07	140543
3.5964	8.22667e-08	189656
3.6297	6.09631e-08	255931
3.663	4.51761e-08	345368
3.6963	3.34774e-08	466058
3.7296	2.48081e-08	628923
3.7629	1.83838e-08	848703
3.7962	1.36232e-08	1.14529e+06
3.8295	1.00953e-08	1.54551e+06
3.8628	7.48104e-09	2.08559e+06
3.8961	5.54375e-09	2.81441e+06
3.9294	4.10815e-09	3.79792e+06
3.9627	3.0443e-09	5.12512e+06
3.996	2.25595e-09	6.91611e+06
4.0293	1.67175e-09	9.33297e+06
4.0626	1.23884e-09	1.25944e+07
4.0959	9.18028e-10	1.69956e+07
4.1292	6.80296e-10	2.29348e+07
4.1625	5.04127e-10	3.09494e+07
4.1958	3.73578e-10	4.17648e+07
