l	K	y

# DK0 = 2.5	(data set 1)
0	5	7.15717e-18

# DK0 = 0.0390625	(data set 2)
0	0.859375	0.00113021
0.0333	0.870214	0.00111976
0.0666	0.881146	0.00110748
0.0999	0.892205	0.00109346
0.1332	0.903423	0.00107777
0.1665	0.914836	0.00106049
0.1998	0.926478	0.00104169
0.2331	0.938384	0.00102146
0.2664	0.950592	0.000999888
0.2997	0.963139	0.00097706
0.333	0.976062	0.000953066
0.3663	0.9894	0.000928001
0.3996	1.00319	0.000901895
0.4329	1.0175	0.000873193
0.4662	1.0324	0.000841358
0.4995	1.04801	0.000806631
0.5328	1.06442	0.000769282
0.5661	1.08173	0.00072961
0.5994	1.10005	0.000687945
0.6327	1.11949	0.000644649
0.666	1.14016	0.000600111
0.6993	1.16216	0.000554749
0.7326	1.18561	0.000509
0.7659	1.21062	0.000463322
0.7992	1.23729	0.000418178
0.8325	1.26573	0.00037403
0.8658	1.29604	0.00033133
0.8991	1.32832	0.000290502
0.9324	1.36266	0.000251933
0.9657	1.39913	0.000215957
0.999	1.43782	0.000182847
1.0323	1.47878	0.0001528
1.0656	1.52206	0.000125936
1.0989	1.5677	0.000102289
1.1322	1.61574	8.18127e-05
1.1655	1.6662	6.4385e-05
1.1988	1.71909	4.98165e-05
1.2321	1.77441	3.78651e-05
1.2654	1.83217	2.82511e-05
1.2987	1.89239	2.06734e-05
1.332	1.95505	1.48258e-05
1.3653	2.02018	1.04113e-05
1.3986	2.08779	7.1535e-06
1.4319	2.1579	4.80512e-06
1.4652	2.23056	3.15283e-06
1.4985	2.30581	2.01903e-06
1.5318	2.38369	1.26083e-06
1.5651	2.46428	7.67116e-07
1.5984	2.54764	4.54325e-07
1.6317	2.63385	2.6168e-07
1.665	2.723	1.46441e-07
1.6983	2.81519	7.95447e-08
1.7316	2.9105	4.18968e-08
1.7649	3.00905	2.13755e-08
1.7982	3.11093	1.05524e-08
1.8315	3.21627	5.03495e-09
1.8648	3.32517	2.31928e-09
1.8981	3.43777	1.03016e-09
1.9314	3.55417	4.4067e-10
1.9647	3.67452	1.81313e-10
1.998	3.79894	7.166e-11
2.0313	3.92757	2.71686e-11
2.0646	4.06056	9.86705e-12
2.0979	4.19806	3.42772e-12
2.1312	4.3402	1.13728e-12
2.1645	4.48717	3.59833e-13
2.1978	4.63911	1.08394e-13
2.2311	4.79619	3.10351e-14
2.2644	4.95859	8.43151e-15

# DK0 = 0.000610352	(data set 3)
0	0.794678	0.00188369
0.0333	0.795705	0.00188825
0.0666	0.796642	0.00189249
0.0999	0.797496	0.00189644
0.1332	0.798272	0.00190013
0.1665	0.798977	0.00190357
0.1998	0.799615	0.0019068
0.2331	0.800191	0.00190983
0.2664	0.80071	0.00191268
0.2997	0.801175	0.00191537
0.333	0.80159	0.00191792
0.3663	0.801958	0.00192034
0.3996	0.802283	0.00192264
0.4329	0.802567	0.00192484
0.4662	0.802812	0.00192696
0.4995	0.803022	0.00192901
0.5328	0.803197	0.00193099
0.5661	0.80334	0.00193292
0.5994	0.803453	0.00193481
0.6327	0.803537	0.00193666
0.666	0.803593	0.0019385
0.6993	0.803622	0.00194032
0.7326	0.803626	0.00194214
0.7659	0.803605	0.00194396
0.7992	0.80356	0.0019458
0.8325	0.803491	0.00194766
0.8658	0.803399	0.00194955
0.8991	0.803284	0.00195147
0.9324	0.803147	0.00195344
0.9657	0.802988	0.00195546
0.999	0.802806	0.00195754
1.0323	0.802601	0.00195969
1.0656	0.802374	0.00196192
1.0989	0.802123	0.00196423
1.1322	0.801849	0.00196663
1.1655	0.801551	0.00196914
1.1988	0.801229	0.00197175
1.2321	0.800881	0.00197449
1.2654	0.800508	0.00197735
1.2987	0.800107	0.00198036
1.332	0.799679	0.00198351
1.3653	0.799222	0.00198682
1.3986	0.798735	0.0019903
1.4319	0.798216	0.00199396
1.4652	0.797665	0.00199782
1.4985	0.79708	0.00200188
1.5318	0.79646	0.00200617
1.5651	0.795802	0.00201069
1.5984	0.795105	0.00201547
1.6317	0.794367	0.00202051
1.665	0.793586	0.00202583
1.6983	0.792759	0.00203146
1.7316	0.791885	0.00203741
1.7649	0.790962	0.00204371
1.7982	0.789985	0.00205037
1.8315	0.788954	0.00205742
1.8648	0.787864	0.00206488
1.8981	0.786713	0.00207279
