l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.91475e-26

# DK0 = 0.0390625	(data set 2)
0	0.546875	0.00153853
0.0333	0.554978	0.00162366
0.0666	0.562476	0.0017102
0.0999	0.56933	0.00179818
0.1332	0.575502	0.0018877
0.1665	0.58096	0.0019789
0.1998	0.585675	0.002072
0.2331	0.58962	0.00216725
0.2664	0.592775	0.00226498
0.2997	0.595121	0.00236559
0.333	0.596643	0.00246955
0.3663	0.597328	0.00257742
0.3996	0.597167	0.00268983
0.4329	0.596153	0.00280753
0.4662	0.594278	0.00293136
0.4995	0.59154	0.00306232
0.5328	0.587933	0.00320151
0.5661	0.583457	0.00335022
0.5994	0.578108	0.00350994
0.6327	0.571886	0.00368237
0.666	0.564788	0.0038695
0.6993	0.556813	0.00407363
0.7326	0.547959	0.00429745
0.7659	0.538227	0.00454412
0.7992	0.527615	0.00481737
0.8325	0.516123	0.00512161
0.8658	0.503753	0.00546211
0.8991	0.490507	0.00584518
0.9324	0.476392	0.00627845
0.9657	0.461416	0.00677113
0.999	0.445592	0.0073345
1.0323	0.428937	0.00798238
1.0656	0.411478	0.00873183
1.0989	0.393247	0.00960408
1.1322	0.374288	0.0106257
1.1655	0.354655	0.01183
1.1988	0.334418	0.0132593
1.2321	0.313661	0.0149677
1.2654	0.292487	0.0170243
1.2987	0.271017	0.0195186
1.332	0.249391	0.0225668
1.3653	0.227771	0.026321
1.3986	0.206335	0.030981
1.4319	0.185278	0.036811
1.4652	0.164804	0.0441619
1.4985	0.145123	0.0535016
1.5318	0.126438	0.065457
1.5651	0.108935	0.0808695
1.5984	0.0927768	0.100872
1.6317	0.0780862	0.126993
1.665	0.0649425	0.161295
1.6983	0.053375	0.206565
1.7316	0.0433625	0.26657
1.7649	0.034838	0.346403
1.7982	0.0276962	0.452942
1.8315	0.0218041	0.595483
1.8648	0.0170127	0.786579
1.8981	0.013168	1.04318
1.9314	0.01012	1.38818
1.9647	0.00772935	1.85246
1.998	0.00587204	2.47771
2.0313	0.00444081	3.32019
2.0646	0.00334563	4.45584
2.0979	0.00251254	5.98712
2.1312	0.00188195	8.0523
2.1645	0.0014066	10.838
2.1978	0.00104949	14.5959
2.2311	0.000781931	19.666
2.2644	0.000581926	26.5066
2.2977	0.000432687	35.7365
2.331	0.000321489	48.1908
2.3643	0.000238731	64.9961
2.3976	0.000177197	87.673
2.4309	0.000131476	118.273
2.4642	9.75255e-05	159.566
2.4975	7.23258e-05	215.288
2.5308	5.36283e-05	290.48
2.5641	3.9759e-05	391.948
2.5974	2.94736e-05	528.872
2.6307	2.18471e-05	713.645
2.664	1.61931e-05	962.986
2.6973	1.20017e-05	1299.46
2.7306	8.89485e-06	1753.51
2.7639	6.59209e-06	2366.24
2.7972	4.88537e-06	3193.08
2.8305	3.62046e-06	4308.86
2.8638	2.68303e-06	5814.56
2.8971	1.9883e-06	7846.43
2.9304	1.47345e-06	10588.3
2.9637	1.09191e-06	14288.4
2.997	8.09159e-07	19281.5
3.0303	5.99626e-07	26019.5
3.0636	4.44351e-07	35112
3.0969	3.29285e-07	47382
3.1302	2.44014e-07	63939.7
3.1635	1.80825e-07	86283.6
3.1968	1.33999e-07	116436
3.2301	9.92991e-08	157125
3.2634	7.35848e-08	212032
3.2967	5.45294e-08	286128
3.33	4.04085e-08	386116
3.3633	2.99444e-08	521046
3.3966	2.219e-08	703127
3.4299	1.64437e-08	948838
3.4632	1.21854e-08	1.28041e+06
3.4965	9.02991e-09	1.72786e+06
3.5298	6.69153e-09	2.33167e+06
3.5631	4.9587e-09	3.14647e+06
3.5964	3.6746e-09	4.24602e+06
3.6297	2.72302e-09	5.72981e+06
3.663	2.01787e-09	7.73212e+06
3.6963	1.49532e-09	1.04341e+07
3.7296	1.1081e-09	1.40804e+07
3.7629	8.21144e-10	1.90008e+07
3.7962	6.08501e-10	2.56407e+07
3.8295	4.50924e-10	3.4601e+07
3.8628	3.34153e-10	4.66925e+07
3.8961	2.47621e-10	6.30093e+07
3.9294	1.83497e-10	8.50282e+07
3.9627	1.35979e-10	1.14742e+08
3.996	1.00766e-10	1.54838e+08
4.0293	7.46715e-11	2.08947e+08
4.0626	5.53346e-11	2.81965e+08
4.0959	4.10052e-11	3.80499e+08
4.1292	3.03865e-11	5.13465e+08
