l	K	y

# DK0 = 2.5	(data set 1)
0	5	3.70191e-22

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.00096869
0.0333	0.716245	0.000986742
0.0666	0.72922	0.00100255
0.0999	0.742057	0.00101606
0.1332	0.754762	0.00102726
0.1665	0.767349	0.00103612
0.1998	0.779831	0.00104266
0.2331	0.792226	0.00104689
0.2664	0.804553	0.00104884
0.2997	0.816837	0.00104853
0.333	0.8291	0.00104603
0.3663	0.841371	0.00104137
0.3996	0.853678	0.00103463
0.4329	0.866051	0.00102588
0.4662	0.878523	0.00101518
0.4995	0.891127	0.00100262
0.5328	0.903898	0.000988275
0.5661	0.916872	0.000972243
0.5994	0.930087	0.000954612
0.6327	0.943579	0.000935478
0.666	0.95739	0.000914942
0.6993	0.971557	0.000893106
0.7326	0.986124	0.000870076
0.7659	1.00113	0.000845952
0.7992	1.01663	0.000819423
0.8325	1.03272	0.000789619
0.8658	1.0495	0.000756802
0.8991	1.06707	0.000721268
0.9324	1.08555	0.000683345
0.9657	1.10503	0.000643391
0.999	1.12564	0.000601797
1.0323	1.14749	0.00055898
1.0656	1.17069	0.000515382
1.0989	1.19534	0.000471464
1.1322	1.22158	0.000427698
1.1655	1.24949	0.000384559
1.1988	1.2792	0.000342513
1.2321	1.3108	0.000302007
1.2654	1.34438	0.000263455
1.2987	1.38004	0.000227225
1.332	1.41784	0.000193626
1.3653	1.45787	0.000162899
1.3986	1.50018	0.000135206
1.4319	1.54481	0.000110629
1.4652	1.5918	8.91671e-05
1.4985	1.64119	7.07396e-05
1.5318	1.69298	5.5195e-05
1.5651	1.74719	4.23226e-05
1.5984	1.80383	3.18664e-05
1.6317	1.8629	2.35416e-05
1.665	1.92441	1.70504e-05
1.6983	1.98837	1.2097e-05
1.7316	2.0548	8.40069e-06
1.7649	2.12372	5.7055e-06
1.7982	2.19515	3.78666e-06
1.8315	2.26915	2.45381e-06
1.8648	2.34576	1.55123e-06
1.8981	2.42504	9.55849e-07
1.9314	2.50705	5.73577e-07
1.9647	2.59188	3.34879e-07
1.998	2.6796	1.90051e-07
2.0313	2.77031	1.04742e-07
2.0646	2.8641	5.60019e-08
2.0979	2.96108	2.90184e-08
2.1312	3.06134	1.45569e-08
2.1645	3.16499	7.06175e-09
2.1978	3.27216	3.30911e-09
2.2311	3.38296	1.49609e-09
2.2644	3.49751	6.51811e-10
2.2977	3.61593	2.73313e-10
2.331	3.73837	1.10157e-10
2.3643	3.86495	4.26179e-11
2.3976	3.99582	1.58052e-11
2.4309	4.13113	5.61068e-12
2.4642	4.27101	1.90367e-12
2.4975	4.41563	6.16407e-13
2.5308	4.56514	1.90175e-13
2.5641	4.71972	5.58133e-14
2.5974	4.87954	1.55556e-14

# DK0 = 0.000610352	(data set 3)
0	0.667725	0.0013738
0.0333	0.676682	0.00141015
0.0666	0.685228	0.00144483
0.0999	0.69336	0.00147782
0.1332	0.70108	0.00150912
0.1665	0.708392	0.00153876
0.1998	0.715301	0.00156675
0.2331	0.721816	0.00159314
0.2664	0.727946	0.00161797
0.2997	0.733703	0.00164129
0.333	0.739101	0.00166316
0.3663	0.744151	0.00168364
0.3996	0.748868	0.0017028
0.4329	0.753268	0.00172069
0.4662	0.757365	0.00173739
0.4995	0.761175	0.00175296
0.5328	0.764711	0.00176747
0.5661	0.76799	0.00178098
0.5994	0.771026	0.00179355
0.6327	0.773832	0.00180525
0.666	0.776424	0.00181613
0.6993	0.778813	0.00182625
0.7326	0.781013	0.00183567
0.7659	0.783036	0.00184443
0.7992	0.784894	0.00185259
0.8325	0.786596	0.0018602
0.8658	0.788154	0.00186729
0.8991	0.789578	0.00187391
0.9324	0.790875	0.00188009
0.9657	0.792056	0.00188589
0.999	0.793127	0.00189132
1.0323	0.794096	0.00189643
1.0656	0.794969	0.00190124
1.0989	0.795754	0.00190578
1.1322	0.796456	0.00191008
1.1655	0.79708	0.00191417
1.1988	0.797631	0.00191807
1.2321	0.798114	0.00192181
1.2654	0.798533	0.0019254
1.2987	0.798891	0.00192886
1.332	0.799192	0.00193222
1.3653	0.799439	0.00193549
1.3986	0.799634	0.00193869
1.4319	0.799781	0.00194183
1.4652	0.799881	0.00194494
1.4985	0.799936	0.00194803
1.5318	0.799947	0.00195112
1.5651	0.799917	0.00195421
