l	K	y

# DK0 = 2.5	(data set 1)
0	5	2.66237e-24

# DK0 = 0.0390625	(data set 2)
0	0.546875	0.00263945
0.0333	0.547752	0.00278799
0.0666	0.547642	0.0029446
0.0999	0.546522	0.00311049
0.1332	0.544377	0.00328707
0.1665	0.541193	0.00347599
0.1998	0.53696	0.00367923
0.2331	0.531671	0.00389906
0.2664	0.525322	0.00413818
0.2997	0.517911	0.00439979
0.333	0.50944	0.00468766
0.3663	0.499911	0.00500627
0.3996	0.489331	0.00536097
0.4329	0.47771	0.00575821
0.4662	0.46506	0.00620572
0.4995	0.451398	0.00671292
0.5328	0.436745	0.0072913
0.5661	0.421128	0.00795494
0.5994	0.404584	0.00872127
0.6327	0.387153	0.00961192
0.666	0.36889	0.010654
0.6993	0.34986	0.0118815
0.7326	0.330141	0.0133378
0.7659	0.309828	0.0150779
0.7992	0.289033	0.0171727
0.8325	0.267887	0.0197135
0.8658	0.24654	0.0228193
0.8991	0.225161	0.0266456
0.9324	0.203938	0.0313972
0.9657	0.183073	0.0373444
0.999	0.162776	0.0448469
1.0323	0.143262	0.0543845
1.0656	0.124739	0.0665995
1.0989	0.107395	0.0823551
1.1322	0.091394	0.102813
1.1655	0.0768584	0.129541
1.1988	0.0638661	0.164655
1.2321	0.0524443	0.211014
1.2654	0.0425693	0.272484
1.2987	0.0341719	0.354286
1.332	0.0271449	0.46348
1.3653	0.0213541	0.6096
1.3986	0.0166502	0.805525
1.4319	0.0128796	1.06864
1.4652	0.00989294	1.42243
1.4985	0.00755241	1.89857
1.5318	0.00573529	2.53982
1.5651	0.00433591	3.40391
1.5984	0.00326566	4.56871
1.6317	0.0024519	6.13933
1.665	0.00183617	8.2576
1.6983	0.00137217	11.1149
1.7316	0.00102366	14.9695
1.7649	0.000762608	20.17
1.7982	0.000567498	27.1867
1.8315	0.00042193	36.6542
1.8648	0.00031348	49.4291
1.8981	0.000232774	66.6671
1.9314	0.000172769	89.9278
1.9647	0.000128188	121.316
1.998	9.50843e-05	163.672
2.0313	7.05142e-05	220.828
2.0646	5.22844e-05	297.956
2.0979	3.87623e-05	402.037
2.1312	2.87345e-05	542.487
2.1645	2.12992e-05	732.017
2.1978	1.57868e-05	987.778
2.2311	1.17006e-05	1332.92
2.2644	8.67165e-06	1798.66
2.2977	6.42666e-06	2427.16
2.331	4.76276e-06	3275.29
2.3643	3.5296e-06	4419.81
2.3976	2.61569e-06	5964.27
2.4309	1.93839e-06	8048.46
2.4642	1.43646e-06	10861
2.4975	1.0645e-06	14656.3
2.5308	7.88848e-07	19778
2.5641	5.84575e-07	26689.4
2.5974	4.33197e-07	36016.1
2.6307	3.21019e-07	48602
2.664	2.37889e-07	65586.1
2.6973	1.76286e-07	88505.3
2.7306	1.30636e-07	119434
2.7639	9.68065e-08	161170
2.7972	7.17376e-08	217492
2.8305	5.31606e-08	293495
2.8638	3.93942e-08	396058
2.8971	2.91927e-08	534462
2.9304	2.1633e-08	721232
2.9637	1.60309e-08	973269
2.997	1.18796e-08	1.31338e+06
3.0303	8.80324e-09	1.77235e+06
3.0636	6.52356e-09	2.3917e+06
3.0969	4.83422e-09	3.22749e+06
3.1302	3.58236e-09	4.35535e+06
3.1635	2.65467e-09	5.87735e+06
3.1968	1.96722e-09	7.93121e+06
3.2301	1.45779e-09	1.07028e+07
3.2634	1.08028e-09	1.44429e+07
3.2967	8.00532e-10	1.94901e+07
3.33	5.93226e-10	2.6301e+07
3.3633	4.39605e-10	3.54919e+07
3.3966	3.25765e-10	4.78947e+07
3.4299	2.41405e-10	6.46317e+07
3.4632	1.78891e-10	8.72175e+07
3.4965	1.32565e-10	1.17696e+08
3.5298	9.82363e-11	1.58825e+08
3.5631	7.27971e-11	2.14328e+08
3.5964	5.39456e-11	2.89225e+08
3.6297	3.99759e-11	3.90296e+08
3.663	2.96237e-11	5.26686e+08
3.6963	2.19524e-11	7.10739e+08
3.7296	1.62676e-11	9.5911e+08
3.7629	1.2055e-11	1.29427e+09
3.7962	8.93321e-12	1.74656e+09
3.8295	6.61987e-12	2.35691e+09
3.8628	4.90559e-12	3.18054e+09
3.8961	3.63524e-12	4.29199e+09
3.9294	2.69386e-12	5.79184e+09
3.9627	1.99626e-12	7.81582e+09
3.996	1.47931e-12	1.05471e+10
