l	K	y

# DK0 = 2.5	(data set 1)
0	5	5.17232e-05

# DK0 = 0.0390625	(data set 2)
0	2.42188	0.00839105
0.0333	1.841	0.00571067
0.0666	1.58681	0.00440721
0.0999	1.44262	0.00362207
0.1332	1.35027	0.00309198
0.1665	1.28703	0.00270673
0.1998	1.24206	0.00241149
0.2331	1.2095	0.00217573
0.2664	1.18586	0.00198109
0.2997	1.16898	0.00181583
0.333	1.15741	0.0016721
0.3663	1.15018	0.00154448
0.3996	1.1466	0.00142911
0.4329	1.14621	0.00132321
0.4662	1.14864	0.00122473
0.4995	1.15366	0.00113219
0.5328	1.16111	0.0010445
0.5661	1.17086	0.000960876
0.5994	1.18284	0.000880796
0.6327	1.19702	0.000803925
0.666	1.21339	0.000730088
0.6993	1.23196	0.000659238
0.7326	1.25274	0.000591427
0.7659	1.27578	0.000526784
0.7992	1.30113	0.000465492
0.8325	1.32882	0.000407762
0.8658	1.35891	0.000353817
0.8991	1.39145	0.000303865
0.9324	1.42648	0.000258085
0.9657	1.46404	0.000216602
0.999	1.50418	0.000179481
1.0323	1.54689	0.00014671
1.0656	1.59222	0.000118201
1.0989	1.64015	9.3783e-05
1.1322	1.69068	7.32153e-05
1.1655	1.74381	5.61929e-05
1.1988	1.79952	4.23636e-05
1.2321	1.8578	3.13451e-05
1.2654	1.91863	2.27429e-05
1.2987	1.982	1.6168e-05
1.332	2.04792	1.12523e-05
1.3653	2.11638	7.66014e-06
1.3986	2.18741	5.09655e-06
1.4319	2.26103	3.31125e-06
1.4652	2.33729	2.099e-06
1.4985	2.41622	1.29706e-06
1.5318	2.49791	7.80625e-07
1.5651	2.5824	4.57159e-07
1.5984	2.66979	2.60271e-07
1.6317	2.76016	1.43913e-07
1.665	2.8536	7.72071e-08
1.6983	2.95022	4.01468e-08
1.7316	3.05011	2.02126e-08
1.7649	3.15338	9.84229e-09
1.7982	3.26016	4.62999e-09
1.8315	3.37055	2.10168e-09
1.8648	3.48468	9.1946e-10
1.8981	3.60267	3.87198e-10
1.9314	3.72466	1.56751e-10
1.9647	3.85078	6.09228e-11
1.998	3.98117	2.27011e-11
2.0313	4.11597	8.09818e-12
2.0646	4.25534	2.76162e-12
2.0979	4.39943	8.98902e-13
2.1312	4.5484	2.78836e-13
2.1645	4.70241	8.22931e-14
2.1978	4.86164	2.30688e-14

# DK0 = 0.000610352	(data set 3)
0	2.37671	0.00917351
0.0333	1.76806	0.00637218
0.0666	1.50275	0.00504694
0.0999	1.34996	0.00427015
0.1332	1.24931	0.00376305
0.1665	1.17746	0.00341011
0.1998	1.12332	0.00315423
0.2331	1.08088	0.00296386
0.2664	1.04658	0.00282011
0.2997	1.01813	0.00271102
0.333	0.994012	0.00262825
0.3663	0.973238	0.0025589
0.3996	0.955197	0.00249798
0.4329	0.939431	0.00244429
0.4662	0.925576	0.00239684
0.4995	0.913339	0.00235481
0.5328	0.902483	0.0023175
0.5661	0.892814	0.00228433
0.5994	0.88417	0.0022548
0.6327	0.876416	0.00222849
0.666	0.869439	0.00220504
0.6993	0.863141	0.00218414
0.7326	0.85744	0.00216552
0.7659	0.852265	0.00214894
0.7992	0.847554	0.00213421
0.8325	0.843253	0.00212115
0.8658	0.839317	0.00210959
0.8991	0.835703	0.00209942
0.9324	0.832376	0.0020905
0.9657	0.829303	0.00208274
0.999	0.826456	0.00207604
1.0323	0.823809	0.00207032
1.0656	0.821339	0.00206551
1.0989	0.819026	0.00206155
1.1322	0.816851	0.00205839
1.1655	0.814796	0.00205598
1.1988	0.812847	0.00205428
1.2321	0.81099	0.00205325
1.2654	0.809211	0.00205286
1.2987	0.807499	0.0020531
1.332	0.805842	0.00205394
1.3653	0.804231	0.00205536
1.3986	0.802656	0.00205735
1.4319	0.801107	0.00205991
1.4652	0.799576	0.00206302
1.4985	0.798056	0.0020667
1.5318	0.796539	0.00207093
1.5651	0.795016	0.00207573
1.5984	0.793482	0.0020811
1.6317	0.791929	0.00208706
1.665	0.790351	0.00209361
1.6983	0.788741	0.00210078
1.7316	0.787092	0.00210859
1.7649	0.785399	0.00211706
1.7982	0.783654	0.00212621
1.8315	0.781852	0.00213609
1.8648	0.779985	0.00214672
1.8981	0.778048	0.00215814
1.9314	0.776034	0.0021704
1.9647	0.773937	0.00218354
