l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.38374e-13

# DK0 = 0.0390625	(data set 2)
0	1.01562	0.00244358
0.0333	0.997163	0.00236893
0.0666	0.981318	0.00230467
0.0999	0.967663	0.00224661
0.1332	0.955871	0.00219385
0.1665	0.945682	0.00214563
0.1998	0.936882	0.0021013
0.2331	0.929296	0.00206032
0.2664	0.92278	0.00202221
0.2997	0.917214	0.00198657
0.333	0.912496	0.00195305
0.3663	0.908544	0.00192134
0.3996	0.905285	0.00189116
0.4329	0.90266	0.00186229
0.4662	0.900617	0.0018345
0.4995	0.899112	0.00180762
0.5328	0.89811	0.00178146
0.5661	0.897581	0.0017559
0.5994	0.897497	0.00173077
0.6327	0.897838	0.00170598
0.666	0.898586	0.0016814
0.6993	0.899727	0.00165693
0.7326	0.90125	0.00163249
0.7659	0.903147	0.00160799
0.7992	0.905411	0.00158336
0.8325	0.908041	0.00155854
0.8658	0.911033	0.00153345
0.8991	0.914388	0.00150805
0.9324	0.91811	0.00148228
0.9657	0.922202	0.00145612
0.999	0.926671	0.00142951
1.0323	0.931523	0.00140243
1.0656	0.936768	0.00137486
1.0989	0.942416	0.00134676
1.1322	0.948479	0.00131814
1.1655	0.954972	0.00128898
1.1988	0.961908	0.00125927
1.2321	0.969305	0.00122903
1.2654	0.977179	0.00119825
1.2987	0.985551	0.00116695
1.332	0.994441	0.00113515
1.3653	1.00387	0.00110271
1.3986	1.01389	0.00106813
1.4319	1.02455	0.00103113
1.4652	1.03594	0.000991814
1.4985	1.04814	0.000950306
1.5318	1.06121	0.000906764
1.5651	1.07525	0.000861372
1.5984	1.09034	0.000814347
1.6317	1.10657	0.000765939
1.665	1.12404	0.000716432
1.6983	1.14283	0.000666146
1.7316	1.16305	0.000615434
1.7649	1.18479	0.000564677
1.7982	1.20815	0.000514282
1.8315	1.23324	0.000464671
1.8648	1.26015	0.000416274
1.8981	1.28898	0.000369519
1.9314	1.31982	0.000324816
1.9647	1.35276	0.000282544
1.998	1.38787	0.000243041
2.0313	1.42523	0.000206587
2.0646	1.46489	0.000173392
2.0979	1.50692	0.00014359
2.1312	1.55135	0.000117234
2.1645	1.59821	9.42897e-05
2.1978	1.64751	7.46472e-05
2.2311	1.69929	5.81232e-05
2.2644	1.75352	4.44754e-05
2.2977	1.81023	3.34174e-05
2.331	1.86941	2.46351e-05
2.3643	1.93106	1.78038e-05
2.3976	1.99519	1.26036e-05
2.4309	2.0618	8.73267e-06
2.4642	2.13093	5.91714e-06
2.4975	2.20259	3.91768e-06
2.5308	2.27682	2.53242e-06
2.5641	2.35368	1.59683e-06
2.5974	2.43322	9.81345e-07
2.6307	2.51551	5.87268e-07
2.664	2.60062	3.41904e-07
2.6973	2.68864	1.93472e-07
2.7306	2.77966	1.06305e-07
2.7639	2.87376	5.66607e-08
2.7972	2.97106	2.92651e-08
2.8305	3.07166	1.46317e-08
2.8638	3.17567	7.0736e-09
2.8971	3.2832	3.30286e-09
2.9304	3.39437	1.48776e-09
2.9637	3.5093	6.45717e-10
2.997	3.62813	2.69692e-10
3.0303	3.75098	1.08255e-10
3.0636	3.87799	4.17061e-11
3.0969	4.0093	1.53998e-11
3.1302	4.14506	5.44219e-12
3.1635	4.28542	1.83793e-12
3.1968	4.43052	5.9226e-13
3.2301	4.58054	1.81817e-13
3.2634	4.73564	5.30867e-14
3.2967	4.896	1.47172e-14

# DK0 = 0.000610352	(data set 3)
0	1.0022	0.00264582
0.0333	0.980503	0.00257329
0.0666	0.961712	0.00250965
0.0999	0.945328	0.00245356
0.1332	0.930962	0.00240397
0.1665	0.918301	0.00236002
0.1998	0.907094	0.00232096
0.2331	0.897133	0.00228618
0.2664	0.888248	0.00225517
0.2997	0.880297	0.00222747
0.333	0.873159	0.00220271
0.3663	0.866733	0.00218056
0.3996	0.860934	0.00216074
0.4329	0.855685	0.002143
0.4662	0.850924	0.00212714
0.4995	0.846595	0.00211295
0.5328	0.842649	0.00210028
0.5661	0.839044	0.002089
0.5994	0.835742	0.00207896
0.6327	0.832711	0.00207007
0.666	0.829921	0.00206221
0.6993	0.827345	0.00205532
0.7326	0.824962	0.0020493
0.7659	0.822749	0.0020441
0.7992	0.820687	0.00203965
0.8325	0.818761	0.0020359
0.8658	0.816954	0.0020328
