l	K	y

# DK0 = 2.5	(data set 1)
0	5	9.93248e-22

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.00111291
0.0333	0.71468	0.00113383
0.0666	0.726004	0.00115252
0.0999	0.737104	0.00116898
0.1332	0.747987	0.00118317
0.1665	0.758667	0.0011951
0.1998	0.769158	0.00120478
0.2331	0.779475	0.00121222
0.2664	0.789638	0.00121746
0.2997	0.799669	0.00122052
0.333	0.809589	0.00122145
0.3663	0.819422	0.00122029
0.3996	0.829196	0.0012171
0.4329	0.838935	0.00121192
0.4662	0.848669	0.00120481
0.4995	0.858426	0.00119584
0.5328	0.868235	0.00118505
0.5661	0.878128	0.00117253
0.5994	0.888135	0.00115832
0.6327	0.898288	0.00114251
0.666	0.908619	0.00112515
0.6993	0.919162	0.00110631
0.7326	0.929949	0.00108608
0.7659	0.941016	0.00106452
0.7992	0.952395	0.0010417
0.8325	0.964124	0.00101772
0.8658	0.976237	0.000992652
0.8991	0.988772	0.000966575
0.9324	1.00176	0.000939557
0.9657	1.01527	0.000910203
0.999	1.02936	0.000877777
1.0323	1.04415	0.0008425
1.0656	1.05973	0.000804619
1.0989	1.07619	0.000764407
1.1322	1.09365	0.000722171
1.1655	1.11219	0.000678245
1.1988	1.13194	0.000632998
1.2321	1.153	0.000586822
1.2654	1.17547	0.00054014
1.2987	1.19946	0.000493391
1.332	1.22509	0.000447029
1.3653	1.25245	0.000401514
1.3986	1.28165	0.000357297
1.4319	1.31279	0.000314814
1.4652	1.34595	0.000274467
1.4985	1.38123	0.000236615
1.5318	1.4187	0.00020156
1.5651	1.45842	0.000169534
1.5984	1.50045	0.000140695
1.6317	1.54484	0.000115115
1.665	1.59162	9.27847e-05
1.6983	1.64082	7.36162e-05
1.7316	1.69244	5.74481e-05
1.7649	1.74651	4.40589e-05
1.7982	1.80303	3.31819e-05
1.8315	1.86199	2.45203e-05
1.8648	1.92341	1.77648e-05
1.8981	1.98729	1.26082e-05
1.9314	2.05364	8.75894e-06
1.9647	2.12249	5.95115e-06
1.998	2.19387	3.95133e-06
2.0313	2.2678	2.56162e-06
2.0646	2.34436	1.62012e-06
2.0979	2.42358	9.98767e-07
2.1312	2.50554	5.99623e-07
2.1645	2.59031	3.50262e-07
2.1978	2.67798	1.98885e-07
2.2311	2.76864	1.0967e-07
2.2644	2.86237	5.86697e-08
2.2977	2.95929	3.04183e-08
2.331	3.05948	1.52683e-08
2.3643	3.16308	7.41145e-09
2.3976	3.27018	3.4752e-09
2.4309	3.38091	1.57222e-09
2.4642	3.49539	6.85447e-10
2.4975	3.61375	2.87621e-10
2.5308	3.73611	1.16008e-10
2.5641	3.86262	4.49156e-11
2.5974	3.99341	1.66703e-11
2.6307	4.12863	5.92256e-12
2.664	4.26843	2.01117e-12
2.6973	4.41296	6.51777e-13
2.7306	4.56238	2.01267e-13
2.7639	4.71687	5.91232e-14
2.7972	4.87658	1.64938e-14

# DK0 = 0.000610352	(data set 3)
0	0.67749	0.00142607
0.0333	0.685871	0.00146092
0.0666	0.693834	0.00149411
0.0999	0.701379	0.00152564
0.1332	0.708511	0.00155553
0.1665	0.715237	0.00158382
0.1998	0.721564	0.00161055
0.2331	0.727503	0.00163576
0.2664	0.733065	0.00165951
0.2997	0.738262	0.00168186
0.333	0.743109	0.00170288
0.3663	0.747619	0.00172263
0.3996	0.751806	0.00174118
0.4329	0.755686	0.00175859
0.4662	0.759272	0.00177494
0.4995	0.76258	0.0017903
0.5328	0.765624	0.00180473
0.5661	0.768418	0.0018183
0.5994	0.770976	0.00183107
0.6327	0.773311	0.00184311
0.666	0.775435	0.00185447
0.6993	0.77736	0.00186522
0.7326	0.779098	0.00187541
0.7659	0.78066	0.00188509
0.7992	0.782055	0.00189432
0.8325	0.783292	0.00190315
0.8658	0.784382	0.00191161
0.8991	0.785331	0.00191976
0.9324	0.786147	0.00192764
0.9657	0.786838	0.0019353
0.999	0.787408	0.00194276
1.0323	0.787864	0.00195008
1.0656	0.788212	0.00195728
1.0989	0.788454	0.00196441
1.1322	0.788597	0.00197149
1.1655	0.788642	0.00197857
1.1988	0.788593	0.00198567
1.2321	0.788453	0.00199283
1.2654	0.788223	0.00200009
1.2987	0.787906	0.00200746
1.332	0.787502	0.002015
1.3653	0.787013	0.00202272
