# Filename: 3Dvlt_macro_Tv_Op12_Cc0.35_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.35, K0c=0.630252697353913, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac/a
1	10000000	1	1e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
2	10000000	1	1.25893e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
3	10000000	1	1.58489e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
4	10000000	1	1.99526e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
5	10000000	1	2.51189e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
6	10000000	1	3.16228e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
7	10000000	1	3.98107e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
8	10000000	1	5.01187e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
9	10000000	1	6.30957e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
10	10000000	1	7.94328e-08	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
11	10000000	1	1e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
12	10000000	1	1.25893e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
13	10000000	1	1.58489e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
14	10000000	1	1.99526e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
15	10000000	1	2.51189e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
16	10000000	1	3.16228e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00469e-262	2.68812e+43	1
17	10000000	1	3.98107e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
18	10000000	0.999999	5.01187e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
19	10000000	0.999999	6.30957e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
20	10000000	0.999999	7.94328e-07	100	0.630253	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
21	10000000	0.999999	1e-06	100	0.630253	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
22	10000000	0.999999	1.25893e-06	100	0.630253	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
23	10000000	0.999998	1.58489e-06	100	0.630254	0.113367	0	1	3.72008e-44	3.00468e-262	2.68812e+43	1
24	10000000	0.999998	1.99526e-06	100	0.630254	0.113367	0	1	3.72008e-44	3.00467e-262	2.68812e+43	1
25	10000000	0.999997	2.51189e-06	100	0.630254	0.113367	0	1	3.72008e-44	3.00467e-262	2.68812e+43	1
26	10000000	0.999997	3.16228e-06	100	0.630255	0.113367	0	1	3.72008e-44	3.00467e-262	2.68812e+43	1
27	10000000	0.999996	3.98107e-06	100	0.630255	0.113367	0	1	3.72008e-44	3.00466e-262	2.68812e+43	1
28	10000000	0.999995	5.01187e-06	100	0.630256	0.113366	0	1	3.72008e-44	3.00465e-262	2.68812e+43	1
29	10000000	0.999994	6.30957e-06	100	0.630257	0.113366	0	1	3.72008e-44	3.00465e-262	2.68812e+43	1
30	10000000	0.999992	7.94328e-06	100	0.630258	0.113366	0	1	3.72008e-44	3.00464e-262	2.68812e+43	1
31	10000000	0.99999	1e-05	100	0.630259	0.113365	0	1	3.72008e-44	3.00462e-262	2.68812e+43	1
32	10000000	0.999987	1.25893e-05	100	0.630261	0.113364	0	1	3.72008e-44	3.00461e-262	2.68812e+43	1
33	10000000	0.999984	1.58489e-05	100	0.630263	0.113364	0	1	3.72008e-44	3.00458e-262	2.68812e+43	1
34	10000000	0.99998	1.99526e-05	100	0.630265	0.113363	0	1	3.72008e-44	3.00456e-262	2.68812e+43	1
35	10000000	0.999975	2.51189e-05	100	0.630269	0.113361	0	1	3.72008e-44	3.00452e-262	2.68812e+43	1
36	10000000	0.999968	3.16228e-05	100	0.630273	0.11336	0	1	3.72008e-44	3.00448e-262	2.68812e+43	1
37	10000000	0.99996	3.98107e-05	100	0.630278	0.113358	0	1	3.72008e-44	3.00443e-262	2.68812e+43	1
38	10000000	0.99995	5.01187e-05	100	0.630284	0.113355	0	1	3.72008e-44	3.00436e-262	2.68812e+43	1
39	10000000	0.999937	6.30957e-05	100	0.630292	0.113352	0	1	3.72008e-44	3.00427e-262	2.68812e+43	1
40	10000000	0.999921	7.94328e-05	100	0.630303	0.113348	0	1	3.72008e-44	3.00417e-262	2.68812e+43	1
41	10000000	0.9999	0.0001	100	0.630316	0.113343	0	1	3.72008e-44	3.00403e-262	2.68812e+43	1
42	10000000	0.999874	0.000125893	100	0.630332	0.113336	0	1	3.72008e-44	3.00386e-262	2.68812e+43	1
43	10000000	0.999842	0.000158489	100	0.630353	0.113328	0	1	3.72008e-44	3.00365e-262	2.68812e+43	1
44	10000000	0.9998	0.000199526	100	0.630378	0.113318	0	1	3.72008e-44	3.00338e-262	2.68812e+43	1
45	10000000	0.999749	0.000251189	100	0.630411	0.113305	0	1	3.72008e-44	3.00304e-262	2.68812e+43	1
46	10000000	0.999684	0.000316228	100	0.630452	0.113289	0	1	3.72008e-44	3.00262e-262	2.68812e+43	1
47	10000000	0.999602	0.000398107	100	0.630504	0.113269	0	1	3.72008e-44	3.00208e-262	2.68812e+43	1
48	10000000	0.999499	0.000501187	100	0.630569	0.113244	0	1	3.72008e-44	3.00141e-262	2.68812e+43	1
49	10000000	0.999369	0.000630957	100	0.630651	0.113212	0	1	3.72008e-44	3.00056e-262	2.68812e+43	1
50	10000000	0.999206	0.000794328	100	0.630754	0.113171	0	1	3.72008e-44	2.99949e-262	2.68812e+43	1
51	10000000	0.999	0.001	100	0.630884	0.113121	0	1	3.72008e-44	2.99815e-262	2.68812e+43	1
52	10000000	0.998741	0.00125893	100	0.631047	0.113057	0	1	3.72008e-44	2.99645e-262	2.68812e+43	1
53	10000000	0.998415	0.00158489	100	0.631253	0.112976	0	1	3.72008e-44	2.99432e-262	2.68812e+43	1
54	10000000	0.998005	0.00199526	100	0.631513	0.112875	0	1	3.72008e-44	2.99164e-262	2.68812e+43	1
55	10000000	0.997488	0.00251189	100	0.63184	0.112748	0	1	3.72008e-44	2.98826e-262	2.68812e+43	1
56	10000000	0.996838	0.00316228	100	0.632252	0.112587	0	1	3.72008e-44	2.98401e-262	2.68812e+43	1
57	10000000	0.996019	0.00398107	100	0.632772	0.112385	0	1	3.72008e-44	2.97865e-262	2.68812e+43	1
58	10000000	0.994988	0.00501187	100	0.633427	0.112131	0	1	3.72008e-44	2.97192e-262	2.68812e+43	1
59	10000000	0.99369	0.00630957	100	0.634255	0.111811	0	1	3.72008e-44	2.96344e-262	2.68812e+43	1
60	10000000	0.992057	0.00794328	100	0.635299	0.111408	0	1	3.72008e-44	2.95276e-262	2.68812e+43	1
