l	K	y

# DK0 = 2.5	(data set 1)
0	5	3.71987e-07

# DK0 = 0.0390625	(data set 2)
0	0.703125	0.124697
0.0333	0.650122	0.115757
0.0666	0.609962	0.108532
0.0999	0.578525	0.102587
0.1332	0.553297	0.0976216
0.1665	0.532652	0.0934239
0.1998	0.515489	0.0898377
0.2331	0.501038	0.0867462
0.2664	0.488741	0.0840605
0.2997	0.478184	0.0817113
0.333	0.469053	0.079644
0.3663	0.461106	0.0778148
0.3996	0.454152	0.0761884
0.4329	0.448041	0.0747357
0.4662	0.442648	0.0734328
0.4995	0.437875	0.0722597
0.5328	0.433639	0.0711995
0.5661	0.429871	0.0702379
0.5994	0.426514	0.0693628
0.6327	0.42352	0.0685637
0.666	0.420847	0.0678316
0.6993	0.418459	0.0671585
0.7326	0.416327	0.0665377
0.7659	0.414424	0.065963
0.7992	0.412728	0.0654291
0.8325	0.411218	0.0649314
0.8658	0.409878	0.0644656
0.8991	0.408692	0.064028
0.9324	0.407647	0.0636152
0.9657	0.406731	0.0632241
0.999	0.405934	0.062852
1.0323	0.405247	0.0624965
1.0656	0.404662	0.0621552
1.0989	0.404172	0.061826
1.1322	0.40377	0.0615071
1.1655	0.403452	0.0611967
1.1988	0.403212	0.0608931
1.2321	0.403046	0.0605948
1.2654	0.402951	0.0603004
1.2987	0.402924	0.0600086
1.332	0.402961	0.059718
1.3653	0.403061	0.0594277
1.3986	0.403222	0.0591363
1.4319	0.403442	0.0588429
1.4652	0.403721	0.0585464
1.4985	0.404056	0.0582458
1.5318	0.404448	0.0579403
1.5651	0.404896	0.0576288
1.5984	0.405401	0.0573106
1.6317	0.405962	0.0569847
1.665	0.406581	0.0566504
1.6983	0.407256	0.0563067
1.7316	0.407991	0.055953
1.7649	0.408785	0.0555884
1.7982	0.40964	0.0552121
1.8315	0.410558	0.0548235
1.8648	0.41154	0.0544217
1.8981	0.412589	0.054006
1.9314	0.413707	0.0535758
1.9647	0.414896	0.0531303
1.998	0.416158	0.0526688
2.0313	0.417498	0.0521906
2.0646	0.418917	0.0516951
2.0979	0.42042	0.0511817
2.1312	0.42201	0.0506496
2.1645	0.423691	0.0500984
2.1978	0.425467	0.0495275
2.2311	0.427343	0.0489362
2.2644	0.429324	0.0483241
2.2977	0.431414	0.0476908
2.331	0.433619	0.0470357
2.3643	0.435944	0.0463585
2.3976	0.438397	0.0456588
2.4309	0.440982	0.0449365
2.4642	0.443708	0.0441911
2.4975	0.446581	0.0434227
2.5308	0.449609	0.0426311
2.5641	0.4528	0.0418163
2.5974	0.456162	0.0409785
2.6307	0.459706	0.0401178
2.664	0.463439	0.0392345
2.6973	0.467373	0.038329
2.7306	0.471517	0.037402
2.7639	0.475884	0.0364539
2.7972	0.480485	0.0354856
2.8305	0.485332	0.0344981
2.8638	0.490439	0.0334923
2.8971	0.495819	0.0324696
2.9304	0.501487	0.0314312
2.9637	0.507459	0.0303787
2.997	0.51375	0.0293138
3.0303	0.520378	0.0282382
3.0636	0.527359	0.0271539
3.0969	0.534714	0.0260632
3.1302	0.54246	0.0249681
3.1635	0.550619	0.0238712
3.1968	0.559212	0.022775
3.2301	0.56826	0.0216819
3.2634	0.577788	0.0205949
3.2967	0.587819	0.0195165
3.33	0.598378	0.0184497
3.3633	0.609491	0.0173973
3.3966	0.621185	0.0163622
3.4299	0.633487	0.0153471
3.4632	0.646427	0.0143548
3.4965	0.660033	0.013388
3.5298	0.674337	0.0124492
3.5631	0.689368	0.0115408
3.5964	0.705158	0.0106649
3.6297	0.721741	0.00982366
3.663	0.739148	0.00901871
3.6963	0.757413	0.00825156
3.7296	0.776569	0.00752342
3.7629	0.796651	0.00683517
3.7962	0.817694	0.00618743
3.8295	0.83973	0.00558047
3.8628	0.862797	0.00501426
3.8961	0.886927	0.00448847
3.9294	0.912156	0.00400247
3.9627	0.938519	0.00355535
3.996	0.966051	0.00314595
4.0293	0.994786	0.00277289
4.0626	1.02476	0.00242969
4.0959	1.05603	0.00210785
4.1292	1.08864	0.00180954
4.1625	1.12264	0.00153654
4.1958	1.15809	0.00128993
4.2291	1.19502	0.00107009
4.2624	1.23348	0.000876788
4.2957	1.27351	0.0007092
4.329	1.31514	0.000565998
4.3623	1.35842	0.000445453
4.3956	1.40336	0.000345536
4.4289	1.45002	0.000264027
