l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.91475e-26

# DK0 = 0.0390625	(data set 2)
0	0.234375	0.062298
0.0333	0.237323	0.0658264
0.0666	0.239966	0.069474
0.0999	0.242283	0.0732486
0.1332	0.244257	0.0771601
0.1665	0.24587	0.0812208
0.1998	0.247108	0.0854454
0.2331	0.247958	0.0898515
0.2664	0.248409	0.0944598
0.2997	0.248451	0.0992945
0.333	0.248077	0.104384
0.3663	0.247284	0.10976
0.3996	0.246066	0.11546
0.4329	0.244423	0.121527
0.4662	0.242355	0.12801
0.4995	0.239863	0.134965
0.5328	0.236951	0.142457
0.5661	0.233623	0.150561
0.5994	0.229886	0.15936
0.6327	0.225748	0.168954
0.666	0.221217	0.179456
0.6993	0.216305	0.190997
0.7326	0.211023	0.20373
0.7659	0.205385	0.217833
0.7992	0.199407	0.233514
0.8325	0.193106	0.251015
0.8658	0.186502	0.270622
0.8991	0.179617	0.292674
0.9324	0.172475	0.317568
0.9657	0.165103	0.345778
0.999	0.157529	0.377866
1.0323	0.149787	0.414503
1.0656	0.141911	0.456494
1.0989	0.133939	0.504801
1.1322	0.125911	0.560585
1.1655	0.11787	0.625241
1.1988	0.109859	0.70046
1.2321	0.101925	0.788284
1.2654	0.0941147	0.891194
1.2987	0.086474	1.0122
1.332	0.0790485	1.15498
1.3653	0.0718815	1.32398
1.3986	0.065013	1.52467
1.4319	0.058479	1.76368
1.4652	0.0523103	2.04914
1.4985	0.0465314	2.39097
1.5318	0.0411604	2.80129
1.5651	0.036208	3.29495
1.5984	0.0316781	3.89005
1.6317	0.0275674	4.60878
1.665	0.0238663	5.47822
1.6983	0.0205594	6.5315
1.7316	0.0176267	7.8091
1.7649	0.0150444	9.36048
1.7982	0.0127863	11.2461
1.8315	0.0108242	13.5398
1.8648	0.0091298	16.3318
1.8981	0.00767479	19.7323
1.9314	0.00643189	23.8758
1.9647	0.00537527	28.9269
1.998	0.00448096	35.0861
2.0313	0.00372703	42.5986
2.0646	0.00309372	51.7639
2.0979	0.00256345	62.9475
2.1312	0.00212071	76.5959
2.1645	0.00175201	93.2543
2.1978	0.00144565	113.589
2.2311	0.00119159	138.411
2.2644	0.000981268	168.716
2.2977	0.000807422	205.715
2.331	0.000663913	250.888
2.3643	0.000545583	306.043
2.3976	0.000448112	373.389
2.4309	0.000367891	455.62
2.4642	0.000301916	556.031
2.4975	0.000247692	678.64
2.5308	0.00020315	828.357
2.5641	0.000166578	1011.18
2.5974	0.000136562	1234.42
2.6307	0.000111935	1507.04
2.664	9.17365e-05	1839.93
2.6973	7.51731e-05	2246.44
2.7306	6.15939e-05	2742.84
2.7639	5.0463e-05	3349.02
2.7972	4.13406e-05	4089.25
2.8305	3.38651e-05	4993.19
2.8638	2.77398e-05	6097.03
2.8971	2.27214e-05	7444.99
2.9304	1.86102e-05	9091.05
2.9637	1.52424e-05	11101.1
2.997	1.24837e-05	13555.8
3.0303	1.0224e-05	16553.3
3.0636	8.37324e-06	20213.7
3.0969	6.85738e-06	24683.6
3.1302	5.61586e-06	30142.1
3.1635	4.59907e-06	36807.8
3.1968	3.76634e-06	44947.6
3.2301	3.08436e-06	54887.7
3.2634	2.52585e-06	67026
3.2967	2.06847e-06	81848.8
3.33	1.6939e-06	99949.8
3.3633	1.38715e-06	122054
3.3966	1.13595e-06	149047
3.4299	9.30235e-07	182009
3.4632	7.61773e-07	222261
3.4965	6.23818e-07	271416
3.5298	5.10845e-07	331441
3.5631	4.18331e-07	404742
3.5964	3.42571e-07	494253
3.6297	2.80531e-07	603561
3.663	2.29726e-07	737043
3.6963	1.88122e-07	900045
3.7296	1.54053e-07	1.0991e+06
3.7629	1.26153e-07	1.34217e+06
3.7962	1.03306e-07	1.639e+06
3.8295	8.45971e-08	2.00148e+06
3.8628	6.92762e-08	2.44413e+06
3.8961	5.67299e-08	2.98466e+06
3.9294	4.64559e-08	3.64475e+06
3.9627	3.80425e-08	4.45081e+06
3.996	3.11528e-08	5.43515e+06
4.0293	2.55109e-08	6.63718e+06
4.0626	2.08907e-08	8.10505e+06
4.0959	1.71073e-08	9.89754e+06
4.1292	1.40091e-08	1.20865e+07
4.1625	1.1472e-08	1.47595e+07
4.1958	9.39433e-09	1.80237e+07
4.2291	7.69297e-09	2.20098e+07
