l	K	y

# DK0 = 2.5	(data set 1)
0	5	5.17232e-05

# DK0 = 0.0390625	(data set 2)
0	0.859375	0.183354
0.0333	0.734399	0.166443
0.0666	0.652076	0.154027
0.0999	0.593389	0.144674
0.1332	0.549196	0.137512
0.1665	0.514542	0.131983
0.1998	0.4865	0.127715
0.2331	0.463225	0.124449
0.2664	0.443492	0.122005
0.2997	0.426455	0.120248
0.333	0.41151	0.119085
0.3663	0.39821	0.118442
0.3996	0.386221	0.11827
0.4329	0.375283	0.118529
0.4662	0.365192	0.119195
0.4995	0.355787	0.12025
0.5328	0.346937	0.121685
0.5661	0.338533	0.1235
0.5994	0.330486	0.125697
0.6327	0.32272	0.128287
0.666	0.315172	0.131287
0.6993	0.307787	0.134717
0.7326	0.300518	0.138605
0.7659	0.293324	0.142986
0.7992	0.286169	0.147902
0.8325	0.279024	0.1534
0.8658	0.271861	0.159539
0.8991	0.264657	0.166387
0.9324	0.257393	0.174024
0.9657	0.25005	0.182543
0.999	0.242616	0.192052
1.0323	0.235079	0.202679
1.0656	0.227431	0.214572
1.0989	0.219666	0.227905
1.1322	0.211781	0.242884
1.1655	0.203777	0.259748
1.1988	0.195657	0.278783
1.2321	0.187426	0.300323
1.2654	0.179095	0.324766
1.2987	0.170677	0.352587
1.332	0.162188	0.384348
1.3653	0.153649	0.420722
1.3986	0.145082	0.462517
1.4319	0.136516	0.5107
1.4652	0.127979	0.566437
1.4985	0.119506	0.631133
1.5318	0.111133	0.706488
1.5651	0.102896	0.79456
1.5984	0.0948362	0.897844
1.6317	0.086992	1.01938
1.665	0.0794027	1.16285
1.6983	0.0721061	1.33276
1.7316	0.0651369	1.5346
1.7649	0.0585266	1.77507
1.7982	0.0523016	2.06235
1.8315	0.0464829	2.40643
1.8648	0.0410852	2.81955
1.8981	0.0361165	3.31663
1.9314	0.0315782	3.91596
1.9647	0.0274651	4.63986
1.998	0.0237659	5.51564
2.0313	0.0204639	6.57668
2.0646	0.017538	7.86378
2.0979	0.0149636	9.42678
2.1312	0.0127137	11.3266
2.1645	0.0107599	13.6377
2.1978	0.00907341	16.4509
2.2311	0.00762582	19.8773
2.2644	0.00638971	24.0525
2.2977	0.00533919	29.1422
2.331	0.00445028	35.3486
2.3643	0.00370107	42.9189
2.3976	0.00307186	52.1546
2.4309	0.00254511	63.4243
2.4642	0.00210538	77.1778
2.4975	0.00173923	93.9646
2.5308	0.00143502	114.455
2.5641	0.00118277	139.47
2.5974	0.000973971	170.008
2.6307	0.00080139	207.292
2.664	0.000658933	252.814
2.6973	0.000541478	308.395
2.7306	0.00044473	376.26
2.7639	0.000365108	459.127
2.7972	0.000299627	560.312
2.8305	0.000245811	683.868
2.8638	0.000201605	834.741
2.8971	0.000165309	1018.97
2.9304	0.000135521	1243.94
2.9637	0.000111082	1518.66
2.997	9.10362e-05	1854.12
3.0303	7.45989e-05	2263.77
3.0636	6.11231e-05	2764.01
3.0969	5.00772e-05	3374.87
3.1302	4.10244e-05	4120.82
3.1635	3.3606e-05	5031.74
3.1968	2.75275e-05	6144.1
3.2301	2.25475e-05	7502.47
3.2634	1.84677e-05	9161.24
3.2967	1.51257e-05	11186.9
3.33	1.23881e-05	13660.5
3.3633	1.01457e-05	16681.1
3.3966	8.30911e-06	20369.8
3.4299	6.80485e-06	24874.2
3.4632	5.57284e-06	30374.9
3.4965	4.56383e-06	37092
3.5298	3.73748e-06	45294.7
3.5631	3.06073e-06	55311.5
3.5964	2.5065e-06	67543.6
3.6297	2.05262e-06	82480.9
3.663	1.68092e-06	100722
3.6963	1.37652e-06	122997
3.7296	1.12724e-06	150198
3.7629	9.23107e-07	183415
3.7962	7.55936e-07	223978
3.8295	6.19038e-07	273512
3.8628	5.06931e-07	334001
3.8961	4.15126e-07	407867
3.9294	3.39946e-07	498070
3.9627	2.78381e-07	608222
3.996	2.27966e-07	742734
4.0293	1.8668e-07	906996
4.0626	1.52872e-07	1.10759e+06
4.0959	1.25186e-07	1.35254e+06
4.1292	1.02515e-07	1.65166e+06
4.1625	8.39488e-08	2.01694e+06
4.1958	6.87453e-08	2.463e+06
4.2291	5.62952e-08	3.00771e+06
4.2624	4.60999e-08	3.6729e+06
4.2957	3.7751e-08	4.48519e+06
4.329	3.09141e-08	5.47712e+06
