l	K	y

# DK0 = 2.5	(data set 1)
0	5	3.70191e-22

# DK0 = 0.0390625	(data set 2)
0	0.390625	0.021167
0.0333	0.399235	0.0211174
0.0666	0.40795	0.021011
0.0999	0.416781	0.0208486
0.1332	0.425741	0.0206317
0.1665	0.434844	0.0203618
0.1998	0.444106	0.0200409
0.2331	0.453544	0.0196715
0.2664	0.463177	0.019256
0.2997	0.473024	0.0187973
0.333	0.483107	0.0182987
0.3663	0.493448	0.0177633
0.3996	0.50407	0.0171948
0.4329	0.514998	0.0165967
0.4662	0.526258	0.0159729
0.4995	0.537876	0.0153273
0.5328	0.549881	0.0146637
0.5661	0.5623	0.0139862
0.5994	0.575164	0.0132988
0.6327	0.588503	0.0126054
0.666	0.602348	0.0119099
0.6993	0.616732	0.0112161
0.7326	0.631688	0.0105276
0.7659	0.647248	0.00984802
0.7992	0.663446	0.00918056
0.8325	0.680319	0.00852836
0.8658	0.697899	0.00789423
0.8991	0.716224	0.00728077
0.9324	0.735328	0.00669024
0.9657	0.755249	0.00612462
0.999	0.776021	0.00558555
1.0323	0.797683	0.00507437
1.0656	0.820269	0.00459205
1.0989	0.843818	0.00413927
1.1322	0.868365	0.00371637
1.1655	0.893947	0.00332339
1.1988	0.920601	0.00296007
1.2321	0.948364	0.00262589
1.2654	0.977272	0.0023201
1.2987	1.00736	0.00204136
1.332	1.03868	0.00178109
1.3653	1.07126	0.00153778
1.3986	1.10518	0.00131327
1.4319	1.14047	0.00110886
1.4652	1.17718	0.000925259
1.4985	1.21535	0.000762614
1.5318	1.25503	0.00062057
1.5651	1.29626	0.000498314
1.5984	1.33907	0.000394656
1.6317	1.38351	0.000308111
1.665	1.4296	0.000236993
1.6983	1.4774	0.0001795
1.7316	1.52693	0.000133797
1.7649	1.57825	9.80919e-05
1.7982	1.63138	7.06912e-05
1.8315	1.68639	5.00472e-05
1.8648	1.74332	3.47861e-05
1.8981	1.80223	2.37228e-05
1.9314	1.86316	1.58626e-05
1.9647	1.92618	1.03929e-05
1.998	1.99136	6.66733e-06
2.0313	2.05876	4.1851e-06
2.0646	2.12845	2.56848e-06
2.0979	2.2005	1.54004e-06
2.1312	2.27501	9.01426e-07
2.1645	2.35203	5.14652e-07
2.1978	2.43167	2.86364e-07
2.2311	2.51401	1.55154e-07
2.2644	2.59913	8.17823e-08
2.2977	2.68714	4.18986e-08
2.331	2.77813	2.08433e-08
2.3643	2.8722	1.00584e-08
2.3976	2.96945	4.70368e-09
2.4309	3.07	2.12927e-09
2.4642	3.17395	9.32033e-10
2.4975	3.28142	3.94043e-10
2.5308	3.39254	1.60716e-10
2.5641	3.50741	6.31607e-11
2.5974	3.62617	2.38871e-11
2.6307	3.74896	8.68244e-12
2.664	3.8759	3.029e-12
2.6973	4.00714	1.01282e-12
2.7306	4.14282	3.24131e-13
2.7639	4.2831	9.9132e-14
2.7972	4.42813	2.89299e-14
2.8305	4.57807	8.04326e-15
2.8638	4.73309	2.12694e-15
2.8971	4.89335	5.34047e-16

# DK0 = 0.000610352	(data set 3)
0	0.316162	0.0441397
0.0333	0.320531	0.0451809
0.0666	0.324728	0.0461762
0.0999	0.328751	0.0471249
0.1332	0.3326	0.0480267
0.1665	0.336274	0.0488817
0.1998	0.339777	0.0496901
0.2331	0.343109	0.0504524
0.2664	0.346276	0.0511695
0.2997	0.349279	0.0518423
0.333	0.352125	0.0524719
0.3663	0.354819	0.0530595
0.3996	0.357366	0.0536066
0.4329	0.359772	0.0541145
0.4662	0.362043	0.0545846
0.4995	0.364187	0.0550185
0.5328	0.366209	0.0554178
0.5661	0.368115	0.0557837
0.5994	0.369914	0.056118
0.6327	0.371611	0.056422
0.666	0.373213	0.056697
0.6993	0.374725	0.0569445
0.7326	0.376155	0.0571658
0.7659	0.377508	0.057362
0.7992	0.378791	0.0575344
0.8325	0.380008	0.057684
0.8658	0.381166	0.0578119
0.8991	0.382269	0.057919
0.9324	0.383323	0.0580062
0.9657	0.384333	0.0580743
0.999	0.385302	0.0581242
1.0323	0.386237	0.0581563
1.0656	0.38714	0.0581715
1.0989	0.388016	0.0581702
1.1322	0.388869	0.0581528
1.1655	0.389703	0.0581199
1.1988	0.390522	0.0580718
1.2321	0.391329	0.0580089
1.2654	0.392127	0.0579312
1.2987	0.392919	0.0578392
