l	K	y

# DK0 = 2.5	(data set 1)
0	5	2.26001e-22

# DK0 = 0.0390625	(data set 2)
0	0.390625	0.0203664
0.0333	0.399408	0.0203182
0.0666	0.408305	0.0202141
0.0999	0.417326	0.0200552
0.1332	0.426486	0.0198427
0.1665	0.435798	0.0195781
0.1998	0.445278	0.0192636
0.2331	0.454943	0.0189015
0.2664	0.464812	0.0184943
0.2997	0.474905	0.0180449
0.333	0.485243	0.0175564
0.3663	0.495848	0.0170323
0.3996	0.506744	0.0164759
0.4329	0.517957	0.0158911
0.4662	0.529511	0.0152815
0.4995	0.541434	0.014651
0.5328	0.553754	0.0140037
0.5661	0.566501	0.0133434
0.5994	0.579703	0.0126742
0.6327	0.593392	0.0119999
0.666	0.6076	0.0113244
0.6993	0.622358	0.0106515
0.7326	0.6377	0.00998471
0.7659	0.65366	0.00932747
0.7992	0.670273	0.008683
0.8325	0.687572	0.00805429
0.8658	0.705593	0.00744407
0.8991	0.724372	0.00685479
0.9324	0.743945	0.00628861
0.9657	0.764348	0.00574735
0.999	0.785617	0.00523254
1.0323	0.80779	0.00474536
1.0656	0.830903	0.00428666
1.0989	0.854992	0.00385699
1.1322	0.880094	0.00345656
1.1655	0.906247	0.0030853
1.1988	0.933486	0.00274284
1.2321	0.961848	0.00242859
1.2654	0.991371	0.00214171
1.2987	1.02209	0.00187822
1.332	1.05406	0.00163067
1.3653	1.08732	0.00140065
1.3986	1.12193	0.00118973
1.4319	1.15793	0.000998922
1.4652	1.19537	0.000828652
1.4985	1.2343	0.000678833
1.5318	1.27474	0.000548896
1.5651	1.31675	0.000437858
1.5984	1.36036	0.000344403
1.6317	1.40561	0.000266968
1.665	1.45254	0.000203832
1.6983	1.50118	0.000153203
1.7316	1.55158	0.000113291
1.7649	1.60378	8.23756e-05
1.7982	1.65782	5.88602e-05
1.8315	1.71376	4.13044e-05
1.8648	1.77164	2.84478e-05
1.8981	1.83153	1.92175e-05
1.9314	1.89347	1.27248e-05
1.9647	1.95753	8.25307e-06
1.998	2.02377	5.23938e-06
2.0313	2.09227	3.25334e-06
2.0646	2.1631	1.9744e-06
2.0979	2.23634	1.1702e-06
2.1312	2.31205	6.76795e-07
2.1645	2.39034	3.81649e-07
2.1978	2.47127	2.09657e-07
2.2311	2.55495	1.121e-07
2.2644	2.64146	5.82854e-08
2.2977	2.7309	2.94413e-08
2.331	2.82337	1.44335e-08
2.3643	2.91897	6.86069e-09
2.3976	3.01781	3.15855e-09
2.4309	3.12	1.4069e-09
2.4642	3.22564	6.05627e-10
2.4975	3.33487	2.51661e-10
2.5308	3.44779	1.00826e-10
2.5641	3.56453	3.88994e-11
2.5974	3.68523	1.44334e-11
2.6307	3.81001	5.14371e-12
2.664	3.93902	1.75822e-12
2.6973	4.0724	5.75633e-13
2.7306	4.21029	1.80244e-13
2.7639	4.35286	5.38966e-14
2.7972	4.50025	1.53663e-14
2.8305	4.65263	4.1705e-15
2.8638	4.81017	1.0757e-15
2.8971	4.97305	2.63225e-16

# DK0 = 0.000610352	(data set 3)
0	0.313721	0.0438377
0.0333	0.318143	0.0449105
0.0666	0.322392	0.0459383
0.0999	0.326467	0.0469204
0.1332	0.330366	0.0478562
0.1665	0.334089	0.0487456
0.1998	0.337636	0.0495888
0.2331	0.341011	0.0503863
0.2664	0.344216	0.0511388
0.2997	0.347254	0.0518472
0.333	0.350131	0.0525126
0.3663	0.35285	0.0531362
0.3996	0.355417	0.0537193
0.4329	0.357838	0.0542634
0.4662	0.36012	0.05477
0.4995	0.362268	0.0552406
0.5328	0.364288	0.0556768
0.5661	0.366188	0.05608
0.5994	0.367973	0.0564519
0.6327	0.369651	0.0567939
0.666	0.371227	0.0571076
0.6993	0.372708	0.0573943
0.7326	0.3741	0.0576555
0.7659	0.375408	0.0578924
0.7992	0.376639	0.0581063
0.8325	0.377799	0.0582985
0.8658	0.378892	0.05847
0.8991	0.379923	0.0586219
0.9324	0.380898	0.0587552
0.9657	0.381822	0.0588708
0.999	0.382698	0.0589696
1.0323	0.383531	0.0590524
1.0656	0.384326	0.0591199
1.0989	0.385085	0.0591727
1.1322	0.385814	0.0592115
1.1655	0.386514	0.0592368
1.1988	0.387191	0.0592492
1.2321	0.387846	0.059249
1.2654	0.388483	0.0592366
1.2987	0.389105	0.0592123
