l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.63168e-12

# DK0 = 0.0390625	(data set 2)
0	0.390625	0.119981
0.0333	0.378984	0.120088
0.0666	0.368306	0.120629
0.0999	0.358404	0.121581
0.1332	0.34913	0.122933
0.1665	0.340362	0.12468
0.1998	0.331999	0.126825
0.2331	0.323958	0.129376
0.2664	0.316168	0.132349
0.2997	0.30857	0.135763
0.333	0.301111	0.139647
0.3663	0.293749	0.144034
0.3996	0.286443	0.148965
0.4329	0.279162	0.154491
0.4662	0.271877	0.160669
0.4995	0.264562	0.167569
0.5328	0.257197	0.17527
0.5661	0.249763	0.183868
0.5994	0.242246	0.193472
0.6327	0.234633	0.204212
0.666	0.226916	0.216238
0.6993	0.219087	0.229729
0.7326	0.211145	0.244892
0.7659	0.203089	0.261973
0.7992	0.194922	0.28126
0.8325	0.18665	0.303096
0.8658	0.178283	0.327887
0.8991	0.169834	0.356116
0.9324	0.161319	0.388356
0.9657	0.152758	0.425295
0.999	0.144176	0.467758
1.0323	0.135599	0.516731
1.0656	0.127057	0.573407
1.0989	0.118585	0.63922
1.1322	0.110218	0.715907
1.1655	0.101993	0.805573
1.1988	0.0939502	0.910769
1.2321	0.0861288	1.0346
1.2654	0.0785676	1.18084
1.2987	0.0713038	1.35409
1.332	0.0643719	1.55997
1.3653	0.0578025	1.80533
1.3986	0.0516215	2.09854
1.4319	0.045849	2.44983
1.4652	0.0404991	2.87171
1.4985	0.0355789	3.37946
1.5318	0.0310891	3.99178
1.5651	0.0270235	4.73152
1.5984	0.0233703	5.62662
1.6317	0.0201121	6.71123
1.665	0.0172274	8.02708
1.6983	0.0146913	9.6252
1.7316	0.0124766	11.5679
1.7649	0.0105547	13.9313
1.7982	0.00889683	16.8084
1.8315	0.0074747	20.3129
1.8648	0.00626101	24.5834
1.8981	0.00523008	29.7895
1.9314	0.00435817	36.1381
1.9647	0.0036236	43.8819
1.998	0.00300692	53.3296
2.0313	0.00249083	64.8582
2.0646	0.00206014	78.9279
2.0979	0.00170161	96.1007
2.1312	0.0014038	117.063
2.1645	0.00115691	142.653
2.1978	0.00095258	173.895
2.2311	0.000783723	212.037
2.2644	0.000644361	258.607
2.2977	0.000529469	315.469
2.331	0.000434844	384.898
2.3643	0.000356975	469.674
2.3976	0.000292942	573.191
2.4309	0.000240318	699.594
2.4642	0.000197094	853.944
2.4975	0.000161607	1042.42
2.5308	0.000132483	1272.58
2.5641	0.000108589	1553.63
2.5974	8.89923e-05	1896.82
2.6307	7.29231e-05	2315.91
2.664	5.97494e-05	2827.68
2.6973	4.89513e-05	3452.62
2.7306	4.01017e-05	4215.76
2.7639	3.28499e-05	5147.68
2.7972	2.69081e-05	6285.68
2.8305	2.204e-05	7675.36
2.8638	1.8052e-05	9372.37
2.8971	1.47851e-05	11444.7
2.9304	1.21091e-05	13975.3
2.9637	9.91725e-06	17065.6
2.997	8.12197e-06	20839.3
3.0303	6.65158e-06	25447.6
3.0636	5.44731e-06	31075
3.0969	4.46103e-06	37947
3.1302	3.65329e-06	46338.8
3.1635	2.99178e-06	56586.5
3.1968	2.45003e-06	69100.5
3.2301	2.00637e-06	84382.1
3.2634	1.64305e-06	103043
3.2967	1.34551e-06	125832
3.33	1.10185e-06	153660
3.3633	9.02309e-07	187643
3.3966	7.38904e-07	229141
3.4299	6.0509e-07	279817
3.4632	4.95509e-07	341700
3.4965	4.05772e-07	417269
3.5298	3.32287e-07	509551
3.5631	2.72109e-07	622242
3.5964	2.22829e-07	759855
3.6297	1.82474e-07	927903
3.663	1.49428e-07	1.13312e+06
3.6963	1.22366e-07	1.38371e+06
3.7296	1.00205e-07	1.68973e+06
3.7629	8.20573e-08	2.06343e+06
3.7962	6.71963e-08	2.51978e+06
3.8295	5.50268e-08	3.07705e+06
3.8628	4.50612e-08	3.75756e+06
3.8961	3.69004e-08	4.58858e+06
3.9294	3.02175e-08	5.60338e+06
3.9627	2.4745e-08	6.84261e+06
3.996	2.02635e-08	8.35591e+06
4.0293	1.65937e-08	1.02039e+07
4.0626	1.35885e-08	1.24606e+07
4.0959	1.11275e-08	1.52163e+07
4.1292	9.11229e-09	1.85815e+07
4.1625	7.462e-09	2.2691e+07
4.1958	6.1106e-09	2.77093e+07
4.2291	5.00393e-09	3.38375e+07
