l	K	y

# DK0 = 2.5	(data set 1)
0	5	3.13941e-23

# DK0 = 0.0390625	(data set 2)
0	0.234375	0.0881383
0.0333	0.235313	0.0931689
0.0666	0.235838	0.0984566
0.0999	0.235938	0.104031
0.1332	0.235604	0.109926
0.1665	0.234827	0.116182
0.1998	0.233602	0.122845
0.2331	0.231926	0.12997
0.2664	0.229799	0.137617
0.2997	0.227222	0.145859
0.333	0.224199	0.154778
0.3663	0.220735	0.16447
0.3996	0.216839	0.175045
0.4329	0.212519	0.186631
0.4662	0.207789	0.199379
0.4995	0.202661	0.213462
0.5328	0.197152	0.229082
0.5661	0.191281	0.246479
0.5994	0.185068	0.265931
0.6327	0.178537	0.287768
0.666	0.171712	0.312381
0.6993	0.164623	0.340232
0.7326	0.157299	0.371869
0.7659	0.149776	0.407949
0.7992	0.14209	0.449256
0.8325	0.134279	0.49673
0.8658	0.126387	0.5515
0.8991	0.118456	0.61493
0.9324	0.110534	0.688664
0.9657	0.102667	0.774694
0.999	0.0949045	0.875434
1.0323	0.0872938	0.993819
1.0656	0.0798823	1.13342
1.0989	0.0727148	1.29857
1.1322	0.0658335	1.49459
1.1655	0.0592759	1.72793
1.1988	0.0530746	2.00651
1.2321	0.047256	2.33996
1.2654	0.0418397	2.7401
1.2987	0.0368384	3.22134
1.332	0.0322572	3.80133
1.3653	0.0280944	4.50161
1.3986	0.0243415	5.34855
1.4319	0.0209843	6.37437
1.4652	0.0180035	7.61845
1.4985	0.0153761	9.12892
1.5318	0.013076	10.9646
1.5651	0.0110757	13.1973
1.5984	0.0093467	15.9148
1.6317	0.00786079	19.2243
1.665	0.00659056	23.2568
1.6983	0.00550998	28.1721
1.7316	0.00459482	34.1656
1.7649	0.0038229	41.4758
1.7982	0.00317416	50.394
1.8315	0.00263073	61.2758
1.8648	0.00217683	74.5557
1.8981	0.0017987	90.764
1.9314	0.00148441	110.549
1.9647	0.00122371	134.7
1.998	0.00100785	164.185
2.0313	0.000829378	200.183
2.0646	0.000682029	244.134
2.0979	0.000560514	297.797
2.1312	0.000460407	363.32
2.1645	0.000378006	443.326
2.1978	0.000310233	541.018
2.2311	0.000254525	660.308
2.2644	0.000208762	805.972
2.2977	0.000171185	983.843
2.331	0.000140343	1201.04
2.3643	0.000115037	1466.27
2.3976	9.42801e-05	1790.15
2.4309	7.72587e-05	2185.66
2.4642	6.33036e-05	2668.62
2.4975	5.18644e-05	3258.38
2.5308	4.2489e-05	3978.58
2.5641	3.48061e-05	4858.03
2.5974	2.85109e-05	5931.99
2.6307	2.33531e-05	7243.44
2.664	1.91277e-05	8844.93
2.6973	1.56663e-05	10800.6
2.7306	1.28309e-05	13188.8
2.7639	1.05084e-05	16105.1
2.7972	8.60618e-06	19666.4
2.8305	7.04816e-06	24015.3
2.8638	5.77212e-06	29326
2.8971	4.72704e-06	35811.1
2.9304	3.87114e-06	43730.6
2.9637	3.17019e-06	53401.4
2.997	2.59614e-06	65211.1
3.0303	2.12603e-06	79632.5
3.0636	1.74104e-06	97243.4
3.0969	1.42575e-06	118749
3.1302	1.16756e-06	145011
3.1635	9.56124e-07	177081
3.1968	7.82974e-07	216243
3.2301	6.4118e-07	264066
3.2634	5.25063e-07	322466
3.2967	4.29974e-07	393782
3.33	3.52106e-07	480869
3.3633	2.88339e-07	587217
3.3966	2.3612e-07	717084
3.4299	1.93358e-07	875673
3.4632	1.5834e-07	1.06933e+06
3.4965	1.29664e-07	1.30583e+06
3.5298	1.06182e-07	1.59462e+06
3.5631	8.69516e-08	1.94728e+06
3.5964	7.12043e-08	2.37794e+06
3.6297	5.83089e-08	2.90384e+06
3.663	4.77489e-08	3.54605e+06
3.6963	3.91013e-08	4.33029e+06
3.7296	3.20199e-08	5.28797e+06
3.7629	2.62209e-08	6.45745e+06
3.7962	2.14722e-08	7.88557e+06
3.8295	1.75834e-08	9.62953e+06
3.8628	1.4399e-08	1.17592e+07
3.8961	1.17913e-08	1.43598e+07
3.9294	9.6558e-09	1.75356e+07
3.9627	7.90708e-09	2.14138e+07
3.996	6.47507e-09	2.61496e+07
4.0293	5.3024e-09	3.19328e+07
4.0626	4.3421e-09	3.8995e+07
4.0959	3.55573e-09	4.76191e+07
4.1292	2.91176e-09	5.81505e+07
4.1625	2.38443e-09	7.1011e+07
