l	K	y

# DK0 = 2.5	(data set 1)
0	5	1.38374e-13

# DK0 = 0.0390625	(data set 2)
0	0.390625	0.0989453
0.0333	0.383125	0.0989668
0.0666	0.376113	0.0992185
0.0999	0.369503	0.0996907
0.1332	0.363223	0.100377
0.1665	0.357212	0.101273
0.1998	0.351417	0.102379
0.2331	0.345791	0.103697
0.2664	0.340294	0.105231
0.2997	0.334892	0.106988
0.333	0.329551	0.108978
0.3663	0.324244	0.111211
0.3996	0.318945	0.113704
0.4329	0.313631	0.116472
0.4662	0.308282	0.119537
0.4995	0.302877	0.122922
0.5328	0.2974	0.126656
0.5661	0.291835	0.130771
0.5994	0.286166	0.135303
0.6327	0.280382	0.140297
0.666	0.274469	0.145799
0.6993	0.268416	0.151869
0.7326	0.262216	0.15857
0.7659	0.255858	0.165979
0.7992	0.249337	0.174182
0.8325	0.242647	0.18328
0.8658	0.235785	0.193392
0.8991	0.228747	0.204652
0.9324	0.221535	0.217221
0.9657	0.21415	0.231285
0.999	0.206595	0.247062
1.0323	0.198877	0.264808
1.0656	0.191006	0.284826
1.0989	0.182992	0.307474
1.1322	0.17485	0.333176
1.1655	0.166597	0.362436
1.1988	0.158256	0.395857
1.2321	0.149848	0.434155
1.2654	0.141403	0.478193
1.2987	0.132951	0.529006
1.332	0.124524	0.58784
1.3653	0.116159	0.656199
1.3986	0.107895	0.735903
1.4319	0.0997708	0.829157
1.4652	0.091828	0.938639
1.4985	0.0841073	1.0676
1.5318	0.0766485	1.22001
1.5651	0.0694894	1.4007
1.5984	0.0626647	1.61555
1.6317	0.0562048	1.87177
1.665	0.0501351	2.17815
1.6983	0.044475	2.54543
1.7316	0.0392374	2.98673
1.7649	0.0344284	3.51813
1.7982	0.0300473	4.15924
1.8315	0.0260869	4.93408
1.8648	0.0225342	5.87198
1.8981	0.0193711	7.00879
1.9314	0.0165751	8.38837
1.9647	0.0141208	10.0643
1.998	0.0119807	12.1019
2.0313	0.0101263	14.5812
2.0646	0.00852883	17.5999
2.0979	0.00716019	21.2773
2.1312	0.0059935	25.7589
2.1645	0.00500355	31.2228
2.1978	0.00416709	37.8863
2.2311	0.00346302	46.0146
2.2644	0.0028724	55.9319
2.2977	0.00237847	68.0339
2.331	0.00196653	82.8038
2.3643	0.0016238	100.832
2.3976	0.00133926	122.838
2.4309	0.00110346	149.704
2.4642	0.000908392	182.503
2.4975	0.000747238	222.547
2.5308	0.000614272	271.439
2.5641	0.00050468	331.137
2.5974	0.000414439	404.029
2.6307	0.000340192	493.034
2.664	0.000279146	601.716
2.6973	0.000228984	734.425
2.7306	0.000187787	896.477
2.7639	0.000153968	1094.36
2.7972	0.000126215	1336
2.8305	0.000103448	1631.07
2.8638	8.47765e-05	1991.39
2.8971	6.94667e-05	2431.4
2.9304	5.69161e-05	2968.7
2.9637	4.66291e-05	3624.83
2.997	3.81987e-05	4426.06
3.0303	3.12906e-05	5404.48
3.0636	2.56306e-05	6599.28
3.0969	2.09934e-05	8058.31
3.1302	1.71946e-05	9840.02
3.1635	1.40828e-05	12015.7
3.1968	1.15339e-05	14672.7
3.2301	9.44607e-06	17917.2
3.2634	7.73606e-06	21879.2
3.2967	6.33551e-06	26717.5
3.33	5.18845e-06	32625.7
3.3633	4.24903e-06	39840.7
3.3966	3.47967e-06	48651.3
3.4299	2.84959e-06	59410.4
3.4632	2.33359e-06	72549
3.4965	1.91101e-06	88593.2
3.5298	1.56495e-06	108186
3.5631	1.28156e-06	132112
3.5964	1.04947e-06	161329
3.6297	8.5942e-07	197007
3.663	7.03782e-07	240576
3.6963	5.76329e-07	293781
3.7296	4.71956e-07	358753
3.7629	3.86485e-07	438094
3.7962	3.16492e-07	534981
3.8295	2.59174e-07	653296
3.8628	2.12237e-07	797777
3.8961	1.73801e-07	974212
3.9294	1.42325e-07	1.18967e+06
3.9627	1.16549e-07	1.45277e+06
3.996	9.54416e-08	1.77406e+06
4.0293	7.81567e-08	2.16641e+06
4.0626	6.40022e-08	2.64553e+06
4.0959	5.24111e-08	3.23061e+06
4.1292	4.29192e-08	3.94509e+06
4.1625	3.51463e-08	4.81758e+06
4.1958	2.87811e-08	5.88302e+06
4.2291	2.35687e-08	7.18411e+06
4.2624	1.93003e-08	8.77293e+06
4.2957	1.58049e-08	1.07131e+07
