l	K	y

# DK0 = 2.5	(data set 1)
0	5	8.42324e-23

# DK0 = 0.0390625	(data set 2)
0	0.234375	0.0923117
0.0333	0.234991	0.0975871
0.0666	0.235184	0.103146
0.0999	0.234943	0.109024
0.1332	0.234259	0.115258
0.1665	0.233128	0.121895
0.1998	0.231545	0.128987
0.2331	0.229508	0.136596
0.2664	0.22702	0.144791
0.2997	0.224083	0.153656
0.333	0.220702	0.163282
0.3663	0.216886	0.17378
0.3996	0.212643	0.185277
0.4329	0.207986	0.197918
0.4662	0.202927	0.211875
0.4995	0.197483	0.227349
0.5328	0.191673	0.244574
0.5661	0.185516	0.263824
0.5994	0.179036	0.285426
0.6327	0.172259	0.309761
0.666	0.165211	0.337286
0.6993	0.157925	0.368539
0.7326	0.150433	0.404167
0.7659	0.142773	0.444938
0.7992	0.134983	0.491778
0.8325	0.127106	0.545795
0.8658	0.119185	0.608328
0.8991	0.111267	0.680993
0.9324	0.103398	0.765743
0.9657	0.0956281	0.86495
0.999	0.0880047	0.981492
1.0323	0.0805752	1.11887
1.0656	0.073385	1.28135
1.0989	0.0664765	1.47413
1.1322	0.0598879	1.70356
1.1655	0.0536524	1.97738
1.1988	0.0477969	2.30506
1.2321	0.042342	2.69819
1.2654	0.0373009	3.17089
1.2987	0.0326797	3.74047
1.332	0.0284771	4.42808
1.3653	0.0246855	5.25957
1.3986	0.0212911	6.26654
1.4319	0.0182751	7.48761
1.4652	0.0156147	8.97
1.4985	0.0132843	10.7714
1.5318	0.0112563	12.9622
1.5651	0.00950243	15.6286
1.5984	0.0079943	18.8757
1.6317	0.00670443	22.8319
1.665	0.00560665	27.6542
1.6983	0.00467654	33.534
1.7316	0.00389171	40.7053
1.7649	0.0032319	49.4539
1.7982	0.00267902	60.1287
1.8315	0.00221712	73.1557
1.8648	0.00183223	89.0553
1.8981	0.00151225	108.463
1.9314	0.00124679	132.154
1.9647	0.00102694	161.077
1.998	0.000845151	196.388
2.0313	0.000695045	239.5
2.0646	0.000571243	292.138
2.0979	0.000469241	356.411
2.1312	0.000385276	434.89
2.1645	0.00031621	530.717
2.1978	0.000259437	647.729
2.2311	0.000212796	790.613
2.2644	0.000174497	965.088
2.2977	0.00014306	1178.14
2.331	0.000117266	1438.31
2.3643	9.61086e-05	1756
2.3976	7.8758e-05	2143.95
2.4309	6.45326e-05	2617.69
2.4642	5.28718e-05	3196.2
2.4975	4.33146e-05	3902.63
2.5308	3.54826e-05	4765.3
2.5641	2.90652e-05	5818.74
2.5974	2.38073e-05	7105.16
2.6307	1.94997e-05	8676.06
2.664	1.5971e-05	10594.4
2.6973	1.30805e-05	12937
2.7306	1.07129e-05	15797.6
2.7639	8.77365e-06	19290.9
2.7972	7.18532e-06	23556.7
2.8305	5.88445e-06	28766
2.8638	4.81904e-06	35127.3
2.8971	3.94649e-06	42895.5
2.9304	3.2319e-06	52381.7
2.9637	2.64668e-06	63965.8
2.997	2.16741e-06	78111.8
3.0303	1.77493e-06	95386.4
3.0636	1.45351e-06	116481
3.0969	1.19029e-06	142242
3.1302	9.74737e-07	173699
3.1635	7.98217e-07	212113
3.1968	6.53662e-07	259024
3.2301	5.35285e-07	316308
3.2634	4.38345e-07	386262
3.2967	3.5896e-07	471686
3.33	2.93952e-07	576003
3.3633	2.40717e-07	703390
3.3966	1.97122e-07	858951
3.4299	1.61423e-07	1.04891e+06
3.4632	1.32189e-07	1.28089e+06
3.4965	1.08249e-07	1.56417e+06
3.5298	8.86444e-08	1.9101e+06
3.5631	7.25905e-08	2.33253e+06
3.5964	5.9444e-08	2.84839e+06
3.6297	4.86785e-08	3.47833e+06
3.663	3.98625e-08	4.2476e+06
3.6963	3.26432e-08	5.18699e+06
3.7296	2.67314e-08	6.33413e+06
3.7629	2.18902e-08	7.73498e+06
3.7962	1.79258e-08	9.44564e+06
3.8295	1.46793e-08	1.15346e+07
3.8628	1.20208e-08	1.40856e+07
3.8961	9.84378e-09	1.72007e+07
3.9294	8.06102e-09	2.10048e+07
3.9627	6.60113e-09	2.56502e+07
3.996	5.40563e-09	3.1323e+07
4.0293	4.42664e-09	3.82504e+07
4.0626	3.62495e-09	4.67097e+07
4.0959	2.96845e-09	5.704e+07
4.1292	2.43085e-09	6.96549e+07
4.1625	1.99061e-09	8.50596e+07
