l	K	y

# DK0 = 2.5	(data set 1)
0	5	5.14237e-23

# DK0 = 0.0390625	(data set 2)
0	0.234375	0.0902009
0.0333	0.235154	0.0953524
0.0666	0.235514	0.100774
0.0999	0.235445	0.106498
0.1332	0.234937	0.11256
0.1665	0.233984	0.119003
0.1998	0.232581	0.125877
0.2331	0.230726	0.133239
0.2664	0.228418	0.141156
0.2997	0.225662	0.149703
0.333	0.22246	0.158968
0.3663	0.218819	0.169055
0.3996	0.214749	0.180081
0.4329	0.210259	0.192183
0.4662	0.205363	0.205522
0.4995	0.200076	0.220284
0.5328	0.194415	0.236687
0.5661	0.1884	0.254987
0.5994	0.182051	0.275486
0.6327	0.175394	0.29854
0.666	0.168455	0.324569
0.6993	0.161264	0.354074
0.7326	0.153853	0.38765
0.7659	0.146258	0.426007
0.7992	0.138516	0.469998
0.8325	0.130668	0.520644
0.8658	0.122757	0.579175
0.8991	0.114828	0.647075
0.9324	0.106929	0.726138
0.9657	0.0991062	0.818539
0.999	0.0914091	0.926914
1.0323	0.0838852	1.05447
1.0656	0.076581	1.20511
1.0989	0.0695401	1.3836
1.1322	0.0628028	1.59573
1.1655	0.0564045	1.84858
1.1988	0.0503752	2.15083
1.2321	0.0447382	2.51303
1.2654	0.0395101	2.94812
1.2987	0.0347001	3.4719
1.332	0.0303102	4.10371
1.3653	0.0263356	4.86716
1.3986	0.022765	5.79113
1.4319	0.0195819	6.91093
1.4652	0.0167651	8.26971
1.4985	0.01429	9.92019
1.5318	0.0121299	11.9268
1.5651	0.0102567	14.3682
1.5984	0.00864182	17.3406
1.6317	0.00725742	20.9613
1.665	0.00607665	25.3739
1.6983	0.00507426	30.7534
1.7316	0.00422693	37.3138
1.7649	0.00351344	45.3162
1.7982	0.00291472	55.0798
1.8315	0.00241388	66.994
1.8648	0.00199607	81.5346
1.8981	0.00164837	99.2826
1.9314	0.00135966	120.947
1.9647	0.00112037	147.395
1.998	0.000922372	179.684
2.0313	0.000758785	219.106
2.0646	0.000623797	267.238
2.0979	0.000512529	326.006
2.1312	0.000420901	397.765
2.1645	0.000345507	485.385
2.1978	0.000283516	592.375
2.2311	0.000232574	723.02
2.2644	0.000190736	882.55
2.2977	0.000156388	1077.35
2.331	0.000128201	1315.23
2.3643	0.000105077	1605.71
2.3976	8.61121e-05	1960.43
2.4309	7.05617e-05	2393.58
2.4642	5.78137e-05	2922.53
2.4975	4.73648e-05	3568.44
2.5308	3.88016e-05	4357.2
2.5641	3.17846e-05	5320.39
2.5974	2.60353e-05	6496.6
2.6307	2.1325e-05	7932.92
2.664	1.74663e-05	9686.89
2.6973	1.43053e-05	11828.8
2.7306	1.17161e-05	14444.3
2.7639	9.59535e-06	17638.3
2.7972	7.85832e-06	21538.7
2.8305	6.43565e-06	26301.6
2.8638	5.27046e-06	32118
2.8971	4.31619e-06	39220.6
2.9304	3.53467e-06	47894.1
2.9637	2.89464e-06	58485.7
2.997	2.37048e-06	71419.8
3.0303	1.94122e-06	87214.3
3.0636	1.58969e-06	106502
3.0969	1.30182e-06	130055
3.1302	1.06607e-06	158817
3.1635	8.73008e-07	193941
3.1968	7.14909e-07	236832
3.2301	5.85441e-07	289209
3.2634	4.79418e-07	353169
3.2967	3.92595e-07	431275
3.33	3.21496e-07	526654
3.3633	2.63272e-07	643127
3.3966	2.15593e-07	785360
3.4299	1.76548e-07	959048
3.4632	1.44575e-07	1.17115e+06
3.4965	1.18392e-07	1.43016e+06
3.5298	9.69506e-08	1.74645e+06
3.5631	7.93925e-08	2.13269e+06
3.5964	6.50141e-08	2.60435e+06
3.6297	5.32398e-08	3.18033e+06
3.663	4.35978e-08	3.88368e+06
3.6963	3.5702e-08	4.74259e+06
3.7296	2.92362e-08	5.79145e+06
3.7629	2.39414e-08	7.07228e+06
3.7962	1.96055e-08	8.63638e+06
3.8295	1.60548e-08	1.05464e+07
3.8628	1.31472e-08	1.28788e+07
3.8961	1.07662e-08	1.57271e+07
3.9294	8.81637e-09	1.92052e+07
3.9627	7.21968e-09	2.34526e+07
3.996	5.91215e-09	2.86394e+07
4.0293	4.84143e-09	3.49732e+07
4.0626	3.96462e-09	4.27079e+07
4.0959	3.24661e-09	5.21531e+07
4.1292	2.65863e-09	6.36872e+07
4.1625	2.17714e-09	7.77721e+07
