l	K	y

# DK0 = 2.5	(data set 1)
0	5	6.06376e-22

# DK0 = 0.0390625	(data set 2)
0	0.390625	0.0219989
0.0333	0.399056	0.021948
0.0666	0.407582	0.0218393
0.0999	0.416216	0.0216736
0.1332	0.424969	0.0214524
0.1665	0.433856	0.0211773
0.1998	0.442894	0.0208504
0.2331	0.452098	0.0204738
0.2664	0.461488	0.0200504
0.2997	0.471083	0.0195828
0.333	0.480904	0.0190743
0.3663	0.490973	0.0185281
0.3996	0.501313	0.0179477
0.4329	0.511949	0.0173368
0.4662	0.522907	0.0166991
0.4995	0.534212	0.0160385
0.5328	0.545892	0.015359
0.5661	0.557976	0.0146645
0.5994	0.570493	0.013959
0.6327	0.583472	0.0132465
0.666	0.596946	0.012531
0.6993	0.610945	0.0118162
0.7326	0.625502	0.0111058
0.7659	0.64065	0.0104035
0.7992	0.656424	0.0097127
0.8325	0.672857	0.00903648
0.8658	0.689984	0.00837784
0.8991	0.70784	0.00773946
0.9324	0.726461	0.00712375
0.9657	0.745883	0.00653282
0.999	0.766142	0.00596846
1.0323	0.787274	0.00543214
1.0656	0.809316	0.00492499
1.0989	0.832305	0.00444782
1.1322	0.856276	0.00400111
1.1655	0.881267	0.00358502
1.1988	0.907315	0.0031994
1.2321	0.934455	0.00284386
1.2654	0.962724	0.00251771
1.2987	0.99216	0.00222004
1.332	1.0228	0.00194652
1.3653	1.05469	0.00168959
1.3986	1.08788	0.00145098
1.4319	1.12243	0.00123227
1.4652	1.15838	0.00103447
1.4985	1.19577	0.000858026
1.5318	1.23465	0.00070281
1.5651	1.27506	0.000568221
1.5984	1.31704	0.000453229
1.6317	1.36062	0.000356461
1.665	1.40585	0.000276292
1.6983	1.45276	0.000210935
1.7316	1.50139	0.00015853
1.7649	1.55179	0.000117222
1.7982	1.60398	8.52282e-05
1.8315	1.65802	6.08945e-05
1.8648	1.71396	4.27291e-05
1.8981	1.77185	2.94271e-05
1.9314	1.83173	1.98777e-05
1.9647	1.89367	1.31611e-05
1.998	1.95774	8.53542e-06
2.0313	2.02399	5.41824e-06
2.0646	2.0925	3.36415e-06
2.0979	2.16334	2.0415e-06
2.1312	2.23658	1.20987e-06
2.1645	2.3123	6.99683e-07
2.1978	2.3906	3.94523e-07
2.2311	2.47154	2.1671e-07
2.2644	2.55523	1.15861e-07
2.2977	2.64175	6.02354e-08
2.331	2.7312	3.04234e-08
2.3643	2.82368	1.49135e-08
2.3976	2.91929	7.08811e-09
2.4309	3.01814	3.26291e-09
2.4642	3.12034	1.45322e-09
2.4975	3.22599	6.25498e-10
2.5308	3.33523	2.59888e-10
2.5641	3.44816	1.0411e-10
2.5974	3.56492	4.01612e-11
2.6307	3.68563	1.48997e-11
2.664	3.81042	5.30917e-12
2.6973	3.93945	1.81453e-12
2.7306	4.07284	5.93983e-13
2.7639	4.21075	1.85962e-13
2.7972	4.35333	5.5598e-14
2.8305	4.50073	1.5849e-14
2.8638	4.65313	4.30079e-15
2.8971	4.81069	1.10911e-15
2.9304	4.97358	2.71355e-16

# DK0 = 0.000610352	(data set 3)
0	0.316162	0.0455388
0.0333	0.320334	0.0466146
0.0666	0.324326	0.0476465
0.0999	0.328135	0.0486341
0.1332	0.331761	0.0495774
0.1665	0.335206	0.0504767
0.1998	0.33847	0.0513325
0.2331	0.341557	0.0521457
0.2664	0.34447	0.0529172
0.2997	0.347212	0.0536483
0.333	0.349788	0.0543403
0.3663	0.352203	0.0549948
0.3996	0.354463	0.0556133
0.4329	0.356573	0.0561975
0.4662	0.35854	0.0567491
0.4995	0.360368	0.0572698
0.5328	0.362064	0.0577615
0.5661	0.363635	0.0582258
0.5994	0.365086	0.0586645
0.6327	0.366423	0.0590793
0.666	0.367651	0.0594719
0.6993	0.368777	0.059844
0.7326	0.369805	0.0601972
0.7659	0.370741	0.0605329
0.7992	0.371589	0.0608528
0.8325	0.372355	0.0611583
0.8658	0.373043	0.0614507
0.8991	0.373656	0.0617314
0.9324	0.374199	0.0620018
0.9657	0.374675	0.062263
0.999	0.375087	0.0625163
1.0323	0.375439	0.0627628
1.0656	0.375734	0.0630037
1.0989	0.375974	0.0632401
1.1322	0.376161	0.0634729
1.1655	0.376298	0.0637032
1.1988	0.376387	0.0639321
1.2321	0.376429	0.0641604
