# Filename: 3Dvlt_macro_Tv_Op42_Kth4.147_Cc0.60_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, Cc=0.6, K0c=0.438731007206919, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1400536	0.99999998999999995	            1e-08	14.005359999638957	4.1467755318933177	4.6343432163329347e-06	-0.07189156716175607	9.4517493003858171	7.8173872998399819e-06	1.483490620276632e-42	1209067.5487677695	                1
2	1385070	0.99999998741074592	1.2589254117941661e-08	13.850699999644812	4.1467847680789562	4.6343432169665577e-06	-0.071891566199568407	 9.45177032795924	9.1249518119447557e-06	3.7522581727000507e-42	1035815.9169220678	                1
3	1369604	0.99999998415106806	1.5848931924611143e-08	13.696039999650667	4.1467944594819874	4.6343432180924516e-06	-0.071891564988242881	9.4517923867732652	1.0651225462020007e-05	9.4907518818450166e-42	887390.13369647809	                1
4	1354138	0.99999998004737689	1.9952623149688786e-08	13.541379999656522	4.1468025760568219	4.6343432193966494e-06	-0.071891563463273495	9.4518108481023617	1.2432784632750349e-05	2.4005376799911017e-41	760232.81407163385	                1
5	1338671	0.99999997488113568	2.5118864315095821e-08	13.386709999662378	4.1467677580373801	4.6343432161299534e-06	-0.071891561543454358	9.4517314385293503	1.4512328129611076e-05	6.0721500091463536e-41	651289.81057449756	                1
6	1323205	0.99999996837722338	3.1622776601683792e-08	13.232049999668233	4.1467765199726125	4.6343432163810512e-06	-0.071891559126540786	9.4517513481427535	1.6939710688487808e-05	1.5358556491277835e-40	557964.15428547689	                1
7	1307739	0.99999996018928294	3.981071705534969e-08	13.077389999674088	4.1467851273096592	4.6343432170033985e-06	-0.071891556083839805	9.4517708894630701	1.9773104939764342e-05	3.8847073468106e-40	478011.4664973662	                1
8	1292273	0.99999994988127661	5.011872336272725e-08	12.922729999679943	4.1467928585651537	4.6343432178778719e-06	-0.07189155225329448	9.4517884138912365	2.3080417530018327e-05	9.8257614117286649e-40	409515.48652004526	                1
9	1276807	0.99999993690426559	6.3095734448019296e-08	12.768069999685798	4.1468008325528372	4.6343432190936361e-06	-0.071891547430929958	9.451806466351794	2.6940923276387872e-05	2.4852731160454442e-39	350834.54154059169	                1
10	1261340	0.99999992056717657	7.943282347242822e-08	12.613399999691653	4.1467677148878543	4.6343432161374022e-06	-0.071891541359937652	9.4517308268176343	3.1447152524445153e-05	6.2864879402322986e-39	300559.19433310919	                1
11	1245874	0.99999990000000005	9.9999999999999995e-08	12.458739999697508	4.1467758568154611	4.6343432163614255e-06	-0.071891533717011347	9.4517491903236479	3.6707106802150931e-05	1.5900690861687739e-38	257490.98781519337	                1
12	1230408	0.99999987410745883	1.2589254117941662e-07	12.304079999703363	4.146784114807307	4.634343216929151e-06	-0.071891524095150539	9.451767768040078	4.2846859322768151e-05	4.0218317811386486e-38	220594.17930353549	                1
13	1214942	0.99999984151068078	1.5848931924611141e-07	12.149419999709218	4.1467923899837347	4.6343432178426548e-06	-0.071891511981950637	9.4517863215573392	5.0013567100584635e-05	1.0172596283823901e-37	188984.44701111616	                1
14	1199476	0.99999980047376846	1.9952623149688787e-07	11.994759999715074	4.146800629924587	4.6343432190973461e-06	-0.071891496732358923	9.4518047149863875	5.8379001198334913e-05	2.5729995880630525e-37	161904.18679612444	                1
15	1184009	0.99999974881135689	2.5118864315095823e-07	11.840089999720929	4.1467675253791096	4.6343432161927931e-06	-0.071891477534284348	9.4517287714803775	6.8143666682471505e-05	6.5083916839286696e-37	138702.96729881765	                1
16	1168543	0.99999968377223403	3.1622776601683792e-07	11.685429999726784	4.1467758283499085	4.6343432164422731e-06	-0.071891453365390698	9.4517470817112912	7.9541600301054989e-05	1.6461961775380968e-36	118827.72091506346	                1
17	1153077	0.99999960189282944	3.9810717055349692e-07	11.530769999732639	4.1467841845071831	4.634343217055436e-06	-0.071891422938632987	9.4517653539972262	9.2845989378741663e-05	4.1637965057411672e-36	101800.46997443416	                1
18	1137611	0.9999994988127664	5.011872336272725e-07	11.376109999738494	4.1467925911330674	4.6343432180464213e-06	-0.071891384633728878	9.4517835409290001	0.00010837571325208422	1.0531673915416181e-35	 87213.1149803273	                1
19	1122145	0.99999936904265552	6.3095734448019296e-07	11.221449999744349	4.1468011031808052	4.6343432194399853e-06	-0.071891336410877152	9.4518017158756127	0.00012650298937576249	2.6638226752282014e-35	74716.034478838526	                1
20	1106678	0.99999920567176526	7.943282347242822e-07	11.066779999750205	4.1467682765060783	4.6343432165821478e-06	-0.071891275702179486	9.4517253499140335	0.00014766229260675611	6.7381283026717343e-35	64009.06543612462	                1
21	1091212	0.99999899999999997	9.9999999999999995e-07	10.91211999975606	4.1467769958787972	4.6343432170639376e-06	-0.071891199274895984	9.4517432800140693	0.00017236076597446136	1.7043044725728396e-34	54836.976539165124	                1
22	1075746	0.99999874107458819	1.2589254117941661e-06	10.757459999761915	4.1467858980061738	4.6343432180428341e-06	-0.071891103059298855	9.4517611233169117	0.00020119038415241907	4.3107723763461591e-34	46979.189204969094	                1
23	1060280	0.99999841510680754	1.5848931924611141e-06	10.60279999976777	4.146794988041159	4.6343432195907352e-06	-0.071890981932084028	9.4517787612359445	0.0002348421322384235	1.0903426460471547e-33	40247.372441841166	                1
24	1044814	0.99999800473768508	1.9952623149688829e-06	10.448139999773625	4.1468043324577231	4.6343432218147879e-06	-0.07189082944357407	9.4517961812066655	0.00027412257317723778	2.757851684505409e-33	34480.181882341647	                1
25	1029347	0.99999748811356848	2.5118864315095823e-06	10.293469999779481	4.1467725605922023	4.6343432192941102e-06	-0.07189063747442799	9.4517188807098194	0.00031997317856247967	6.9759742884150856e-33	29539.097380514431	                1
26	1013881	0.99999683772233983	3.1622776601683792e-06	10.138809999785336	4.1467826225318136	4.6343432213016664e-06	-0.071890395803476073	9.4517356674952779	0.00037349288368442485	1.7644639060225464e-32	25306.334017012567	                1
27	998415	0.99999601892829448	3.9810717055349691e-06	9.9841499997911907	4.1467931860998375	4.6343432245590069e-06	-0.071890091563852052	9.4517520059006639	0.00043596443980587293	4.4629362835614459e-32	21680.098519295192	                1
28	982949	0.99999498812766374	5.011872336272725e-06	9.8294899997970457	4.1468043818774198	4.6343432294916034e-06	-0.071889708558247847	9.4517677814084919	0.00050888514817326992	1.1288301342036502e-31	18573.479330920196	                1
29	967482	0.99999369042655517	6.3095734448019432e-06	9.6748199998029012	4.1467749425337814	4.634343230648553e-06	-0.071889226397347059	9.4516884150770508	0.00059400275177506749	2.8553711001518119e-31	15911.859645148827	                1
30	952016	0.99999205671765279	7.9432823472428217e-06	9.5201599998087563	4.1467879404298174	4.634343238359841e-06	-0.071888619415360733	9.4517025995535224	0.00069335730135901426	7.2222159119557182e-31	13631.792123668019	                1
31	936550	0.99999000000000005	1.0000000000000001e-05	9.3654999998146113	4.1468022034260779	4.6343432503010734e-06	-0.0718878553053411	9.4517156692513051	0.00080933007331863418	1.8267468884777177e-30	11678.443666988454	                1
32	921083	0.99998741074588204	1.2589254117941661e-05	9.2108299998204668	4.1467766225638947	4.6343432618972179e-06	-0.071886893402081833	9.4516328903635021	0.00094470062404871616	4.6207486196147976e-30	10004.89747731563	                1
33	905617	0.99998415106807537	1.5848931924611141e-05	9.0561699998263219	4.1467944833213526	4.6343432849765728e-06	-0.071885682521565339	 9.45164279009383	0.001102713373617964	1.1687463081286014e-29	8571.2597817539136	                1
34	890150	0.99998004737685031	1.995262314968883e-05	8.9014999998321773	4.1467734297513088	4.6343433145298183e-06	-0.071884158243149684	9.4515560163908603	0.0012871553970068561	2.956338913154609e-29	7342.9797508284219	                1
35	874684	0.99997488113568489	2.5118864315095822e-05	8.7468399998380324	4.1467969889777709	4.634343362889118e-06	-0.071882239490912006	9.4515608836171339	0.0015024471015911462	7.477598314929074e-29	6290.7778074899188	                1
36	859217	0.99996837722339826	3.1622776601683795e-05	8.5921699998438879	4.146783112598202	4.6343434290543301e-06	-0.071879824234753323	9.4514677825051177	0.0017537482059994391	1.8914553908113849e-28	5389.2957667311457	                1
