# Filename: 3Dvlt_macro_Tv_Op42_Kth4.147_Cc1.00_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, Cc=1, K0c=0.315036006898573, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1409227	0.99999998999999995	            1e-08	14.092269999635667	4.1467888868209402	4.6343432173875584e-06	-0.054249669683985438	13.162904412663275	9.980599512635354e-06	8.8067892637655528e-43	1318849.072743491	                1
2	1393761	0.99999998741074592	1.2589254117941661e-08	13.937609999641522	4.1467962531756042	4.6343432183507459e-06	-0.054249668884077187	13.162927761160974	1.1649985480810244e-05	2.2275400019987484e-42	1129866.4520091321	                1
3	1378295	0.99999998415106806	1.5848931924611143e-08	13.782949999647377	4.1468040544719944	4.6343432196677999e-06	-0.054249667877049289	13.162952481443341	1.3598599530539625e-05	5.6342150496307789e-42	967963.82979600865	                1
4	1362828	0.99999998004737689	1.9952623149688786e-08	13.628279999653232	4.1467695690038546	4.6343432161474217e-06	-0.054249666609278567	 13.1628429622649	1.5873141887065399e-05	1.4251723373657544e-41	829252.52328217076	                1
5	1347362	0.99999997488113568	2.5118864315095821e-08	13.473619999659087	4.1467780907693941	4.6343432164623994e-06	-0.054249665013251645	13.162869944393696	1.8528137847287078e-05	3.6047511706018123e-41	710425.95067485562	                1
6	1331896	0.99999996837722338	3.1622776601683792e-08	13.318959999664942	4.146786366479855	4.6343432171168501e-06	-0.054249663003973554	13.162896127876655	2.1627216193252233e-05	9.1176559228795648e-41	608626.46446302813	                1
7	1316430	0.99999996018928294	3.981071705534969e-08	13.164299999670797	4.1467945503948522	4.6343432180986291e-06	-0.054249660474441318	13.16292199781169	2.5244656153860159e-05	2.306168875451497e-40	521414.19227842992	                1
8	1300964	0.99999994988127661	5.011872336272725e-08	13.009639999676653	4.1468026048295465	4.6343432193928776e-06	-0.054249657289946705	13.162947428838399	2.9467160145787698e-05	5.8330945228081592e-40	446698.87982809334	                1
9	1285497	0.99999993690426559	6.3095734448019296e-08	12.854969999682508	4.146769447812205	4.6343432161344842e-06	-0.054249653280912462	13.162842009687491	3.4395936040615459e-05	1.4754788169047134e-39	382685.96598576434	                1
10	1270031	0.99999992056717657	7.943282347242822e-08	12.700309999688363	4.146777225883918	4.634343216399032e-06	-0.054249648233835657	13.162866484111953	4.0149110205682936e-05	3.731993565219315e-39	327849.51937113679	                1
11	1254565	0.99999990000000005	9.9999999999999995e-08	12.545649999694218	4.1467851809238683	4.6343432169786287e-06	-0.054249641879949323	13.162891464595083	4.6864580465899208e-05	9.4394957163825285e-39	280870.78415591491	                1
12	1239099	0.99999987410745883	1.2589254117941662e-07	12.390989999700073	4.1467935570536136	4.634343217928566e-06	-0.054249633880882844	13.16291771161988	5.4703307304027122e-05	2.3875732320960818e-38	240623.80064999941	                1
13	1223633	0.99999984151068078	1.5848931924611141e-07	12.236329999705928	4.1468016529671372	4.6343432191736646e-06	-0.0542496238106654	13.162942980922297	6.3853161128580828e-05	6.0389941478456274e-38	206143.95197155763	                1
14	1208166	0.99999980047376846	1.9952623149688787e-07	12.081659999711784	4.1467684521865973	4.6343432160501375e-06	-0.05424961113302678	13.162837053519969	7.4533451832254296e-05	1.5275610408808018e-37	176603.0786168924	                1
15	1192700	0.99999974881135689	2.5118864315095823e-07	11.926999999717639	4.1467765586649543	4.6343432162577173e-06	-0.05424959517285205	13.162862105400036	8.7000158953974671e-05	3.8637274284534544e-37	151296.98915106041	                1
16	1177234	0.99999968377223403	3.1622776601683792e-07	11.772339999723494	4.1467848732892643	4.6343432167950487e-06	-0.054249575080214697	13.162887641906323	0.00010155209171980893	9.7726959793619415e-37	129617.10014032874	                1
17	1161768	0.99999960189282944	3.9810717055349692e-07	11.617679999729349	4.1467931508146005	4.634343217646039e-06	-0.054249549785139788	13.162912838980914	0.00011853802557014654	2.4718510422907688e-36	111043.80029673748	                1
18	1146302	0.9999994988127664	5.011872336272725e-07	11.463019999735204	4.1468014384961434	4.634343218801364e-06	-0.054249517940622292	13.162937789226339	0.00013836507948353241	6.2521617254629129e-36	 95131.9353001415	                1
19	1130835	0.99999936904265552	6.3095734448019296e-07	11.308349999741059	4.1467683694398705	4.6343432155580215e-06	-0.054249477850886858	13.162831112003563	0.00016150847064066716	1.5814816903347311e-35	81499.323594543501	                1
20	1115369	0.99999920567176526	7.943282347242822e-07	11.153689999746915	4.146776787874332	4.6343432155470304e-06	-0.054249427381114761	13.162855683691765	0.00018852289489001135	4.0001113020869793e-35	69820.992783774534	                1
21	1099903	0.99999899999999997	9.9999999999999995e-07	10.99902999975277	4.1467853103808707	4.6343432157737049e-06	-0.054249363843779173	13.162880028918808	0.00022005583450291936	1.0117657717882195e-34	59816.091941630315	                1
22	1084437	0.99999874107458819	1.2589254117941661e-06	10.844369999758625	4.1467939428987002	4.634343216192622e-06	-0.05424928385553629	13.162904022363055	0.00025686306712349494	2.5591037341150871e-34	51244.82927720619	                1
23	1068971	0.99999841510680754	1.5848931924611141e-06	10.68970999976448	4.1468026857178604	4.6343432167292893e-06	-0.054249183157133826	13.162927483440278	0.00029982678138228033	6.4728538014814434e-34	43901.773626611066	                1
24	1053504	0.99999800473768508	1.9952623149688829e-06	10.535039999770335	4.1467701646038693	4.634343212212188e-06	-0.0542490563866335	13.162818852146923	0.00034997672758039936	1.6373056580977694e-33	37610.554687877244	                1
25	1038038	0.99999748811356848	2.5118864315095823e-06	10.38037999977619	4.1467792864883668	4.6343432107364567e-06	-0.054248896794017294	13.162841006884664	0.00040851488130029019	4.1413093214323609e-33	32221.20321538287	                1
26	1022572	0.99999683772233983	3.1622776601683792e-06	10.225719999782045	4.1467886697632235	4.6343432088381584e-06	-0.054248695881910038	13.162862230542158	0.00047684426788162929	1.0474796083062605e-32	27604.111273095299	                1
27	1007106	0.99999601892829448	3.9810717055349691e-06	 10.0710599997879	4.146798386642903	4.6343432061546454e-06	-0.054248442953363736	13.162882296423478	0.0005566025773342272	2.6494363122145069e-32	23648.61901909496	                1
