# Filename: 3Dvlt_macro_Tv_Op42_Kth4.147_Cc0.55_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, Cc=0.55, K0c=0.464697047039484, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1399374	0.99999998999999995	            1e-08	13.993739999639397	4.1468065248766548	4.6343432201502784e-06	-0.074845772854123846	8.9236772857225635	7.4668906814818017e-06	1.5906103950985701e-42	1195099.4954102722	                1
2	1383907	0.99999998741074592	1.2589254117941661e-08	13.839069999645252	4.1467750333750608	4.6343432163106238e-06	-0.074845771868080863	8.9236094948068825	8.7158314155665022e-06	4.0234423331308707e-42	1023839.1576584752	                1
3	1368441	0.99999998415106806	1.5848931924611143e-08	13.684409999651107	4.1467837961375267	4.6343432168809455e-06	-0.074845770626725386	8.923628322654471	1.017367177606554e-05	1.0176669923168281e-41	877129.56728642399	                1
4	1352975	0.99999998004737689	1.9952623149688786e-08	13.529749999656962	4.1467916510503189	4.6343432177188847e-06	-0.074845769063945175	8.923645189332591	1.1875352989799905e-05	2.5740299513752166e-41	751442.52107683662	                1
5	1337509	0.99999997488113568	2.5118864315095821e-08	13.375089999662817	4.1468004321987015	4.6343432190216502e-06	-0.074845767096524088	8.9236640397317739	1.3861665983083114e-05	6.5106073413634974e-41	643765.6231669616	                1
6	1322042	0.99999996837722338	3.1622776601683792e-08	13.220419999668673	4.1467673298503165	4.6343432161290225e-06	-0.074845764619696206	8.9235927474393542	1.6180214977677022e-05	1.6468554007761154e-40	551512.61956350761	                1
7	1306576	0.99999996018928294	3.981071705534969e-08	13.065759999674528	4.1467753542039709	4.6343432163267971e-06	-0.074845761501550478	8.923609942297599	1.8886570709969231e-05	4.1654639077420904e-40	472484.39535861817	                1
8	1291110	0.99999994988127661	5.011872336272725e-08	12.911099999680383	4.1467833424922595	4.6343432168472912e-06	-0.074845757576032845	8.923627040626398	2.2045600124282174e-05	1.0535891347675825e-39	404780.40925714915	                1
9	1275644	0.99999993690426559	6.3095734448019296e-08	12.756439999686238	4.1467918147966216	4.6343432177481014e-06	-0.074845752634111945	8.9236451567109043	2.5733022036206019e-05	2.6648894086639851e-39	346777.97050635773	                1
10	1260178	0.99999992056717657	7.943282347242822e-08	12.601779999692093	4.1468001755957502	4.634343218989795e-06	-0.074845746412599043	8.923663002858218	3.0037213745559837e-05	6.7404221689306251e-39	297086.90953991469	                1
11	1244711	0.99999990000000005	9.9999999999999995e-08	12.447109999697949	4.1467668116417986	4.634343216145117e-06	-0.074845738580180163	8.923591022115497	3.50613366987035e-05	1.7049869651952814e-38	254513.71403205721	                1
12	1229245	0.99999987410745883	1.2589254117941662e-07	12.292449999703804	4.146775110951114	4.6343432163435683e-06	-0.074845728719761279	8.9236086506715449	4.0925812657190753e-05	4.3124986342733575e-38	218043.52977468973	                1
13	1213779	0.99999984151068078	1.5848931924611141e-07	12.137789999709659	4.1467833511127239	4.6343432168848986e-06	-0.074845716306245841	8.9236260921182851	4.7771199396038635e-05	1.0907792758319104e-37	186799.28921479551	                1
14	1198313	0.99999980047376846	1.9952623149688787e-07	11.983129999715514	4.1467916712168167	4.6343432177842612e-06	-0.074845700678564164	8.9236436302784696	5.5761568757985408e-05	2.7589560706650135e-37	160032.1481091858	                1
15	1182847	0.99999974881135689	2.5118864315095823e-07	11.828469999721369	4.1467999835223051	4.6343432190373271e-06	-0.07484568100451916	8.9236610568366839	6.5088433004905299e-05	6.9783491207558224e-37	137100.56679601065	                1
16	1167380	0.99999968377223403	3.1622776601683792e-07	11.673799999727224	4.1467669343593867	4.6343432162622057e-06	-0.074845656236403865	8.923589356667911	7.5975340318051941e-05	1.7651704880581186e-36	117453.75959240872	                1
