# Filename: 3Dvlt_macro_Tv_Op42_Kth4.147_Cc0.70_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, Cc=0.7, K0c=0.396566972896193, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1402822	0.99999998999999995	            1e-08	14.028219999638091	4.1467696664870601	4.6343432161506854e-06	-0.066594395665331568	10.456669133929221	8.4530770905703235e-06	1.2933526985957518e-42	1237025.1710580008	                1
2	1387356	0.99999998741074592	1.2589254117941661e-08	13.873559999643946	4.1467768162603384	4.6343432163942048e-06	-0.066594394748398178	10.45668713602379	9.8669644149179597e-06	3.2713339516606522e-42	1059767.3910948967	                1
3	1371890	0.99999998415106806	1.5848931924611143e-08	13.718899999649802	4.1467858669401947	4.6343432170707766e-06	-0.066594393594040499	10.456709924513941	1.1517348095314726e-05	8.2743290642273479e-42	907909.51510510873	                1
4	1356424	0.99999998004737689	1.9952623149688786e-08	13.564239999655657	 4.14679363696232	4.6343432179781268e-06	-0.066594392140794531	10.456729474817852	1.3443776676575733e-05	2.0928624982408666e-41	777811.89961579221	                1
5	1340958	0.99999997488113568	2.5118864315095821e-08	13.409579999661512	4.1468020685105804	4.6343432193046761e-06	-0.066594390311270651	10.456750682142939	1.5692428367481154e-05	5.2935693068767366e-41	666356.43874035974	                1
6	1325491	0.99999996837722338	3.1622776601683792e-08	13.254909999667367	4.1467681600669772	4.6343432161322023e-06	-0.066594388008028804	10.45666510917472	1.8317193291272688e-05	1.3390061394887623e-40	570866.12249469722	                1
7	1310025	0.99999996018928294	3.981071705534969e-08	13.100249999673222	4.1467759174815866	4.6343432163511035e-06	-0.06659438510842583	10.456684584979158	2.1380985636550017e-05	3.3868072106891622e-40	489064.6653400223	                1
8	1294559	0.99999994988127661	5.011872336272725e-08	12.945589999679077	4.1467841334596276	4.6343432169096616e-06	-0.066594381458033369	10.456705194947196	2.4957240397194757e-05	8.566400664597591e-40	418984.83279916435	                1
9	1279093	0.99999993690426559	6.3095734448019296e-08	12.790929999684932	4.146792284919476	4.634343217799673e-06	-0.066594376862475435	10.456725614313971	2.9131670890927464e-05	2.1667374546759083e-39	358946.99117895536	                1
10	1263627	0.99999992056717657	7.943282347242822e-08	12.636269999690787	4.1468004695546137	4.6343432190280732e-06	-0.066594371077007095	10.456746082200931	3.4004330580046513e-05	5.4804244882454049e-39	307512.18753110437	                1
11	1248160	0.99999990000000005	9.9999999999999995e-08	12.481599999696643	4.1467673809248025	4.6343432161289861e-06	-0.066594363793546635	10.456662429459408	3.9692009150363063e-05	1.3862710794519925e-38	263445.02718033263	                1
12	1232694	0.99999987410745883	1.2589254117941662e-07	12.326939999702498	4.1467753621439707	4.6343432163271571e-06	-0.066594354624207555	10.456682284486066	4.6331023252988572e-05	3.5063565053028329e-38	225695.04298205971	                1
