# Filename: 3Dvlt_macro_Tv_Op42_Kth4.147_Cc0.40_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, Cc=0.4, K0c=0.575343429648938, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1395894	0.99999998999999995	            1e-08	13.958939999640714	4.1467852738430233	4.6343432170144574e-06	-0.08531447230173704	7.2074955907734051	6.2444439294965386e-06	1.9599477959467499e-42	1154225.3677269407	                1
2	1380428	0.99999998741074592	1.2589254117941661e-08	13.804279999646569	4.1467922595243119	4.634343217797087e-06	-0.085314471239959014	7.207507713870255	7.2889082809288421e-06	4.9573822949225875e-42	988832.26898717217	                1
3	1364962	0.99999998415106806	1.5848931924611143e-08	13.649619999652424	4.1468008429410235	4.6343432190910374e-06	-0.08531446990326215	7.2075226091465847	8.5080761332513592e-06	1.2538925409925125e-41	847138.94143213669	                1
4	1349496	0.99999998004737689	1.9952623149688786e-08	13.494959999658279	4.1468077489480795	4.6343432204018937e-06	-0.085314468220463749	7.2075345828467672	9.9311621654050213e-06	3.1715256375783433e-41	725749.3597228782	                1
5	1334029	0.99999997488113568	2.5118864315095821e-08	13.340289999664135	4.1467759092393361	4.6343432163532592e-06	-0.085314466101957184	7.2074792052588581	1.1592285382960366e-05	8.0223608179527836e-41	621747.90967907116	                1
6	1318563	0.99999996837722338	3.1622776601683792e-08	13.18562999966999	4.1467832660554436	4.6343432168401261e-06	-0.085314463434902177	7.2074919452072619	1.3531246834556912e-05	2.0291310596183973e-40	532655.41847927379	                1
7	1303097	0.99999996018928294	3.981071705534969e-08	13.030969999675845	4.1467916003448897	4.6343432177207041e-06	-0.08531446007728348	7.2075063719566996	1.5794528662711811e-05	5.1323705713208976e-40	456329.31034988048	                1
8	1287631	0.99999994988127661	5.011872336272725e-08	 12.8763099996817	4.146800040036779	4.634343218965807e-06	-0.085314455850284229	7.2075209666246476	1.8436375046468485e-05	1.2981530965469782e-39	390940.24440586864	                1
9	1272165	0.99999993690426559	6.3095734448019296e-08	12.721649999687555	4.146807666412081	4.6343432204010255e-06	-0.085314450528829286	7.2075341284361167	2.152010132996674e-05	3.2834758104965257e-39	334921.01258833881	                1
10	1256698	0.99999992056717657	7.943282347242822e-08	12.566979999693411	4.1467746433806827	4.6343432163205477e-06	-0.085314443829500819	7.2074766136130819	2.5119626279142371e-05	8.3055383114465005e-39	286926.10843488859	                1
11	1241232	0.99999990000000005	9.9999999999999995e-08	12.412319999699266	4.1467826800363818	4.6343432168255724e-06	-0.085314435395557109	7.2074904338238275	2.9321216937870533e-05	2.100756390432881e-38	245811.43576325502	                1
12	1225766	0.99999987410745883	1.2589254117941662e-07	12.257659999705121	4.1467910816164233	4.6343432177051416e-06	-0.085314424777856196	7.2075048499235255	3.4225582189806569e-05	5.313535675609512e-38	210588.23221625559	                1
13	1210300	0.99999984151068078	1.5848931924611141e-07	12.102999999710976	4.146799177211606	4.6343432188958099e-06	-0.085314411410986141	7.2075186858716931	3.9950264834519395e-05	1.3439759843859152e-37	180412.28802177979	                1
14	1194834	0.99999980047376846	1.9952623149688787e-07	11.948339999716831	4.146807424125603	4.6343432204582689e-06	-0.08531439458310755	7.207532723992407	4.6632477900885576e-05	3.3993776592904915e-37	154560.36325823321	                1
15	1179367	0.99999974881135689	2.5118864315095823e-07	11.793669999722686	4.146774285139128	4.6343432164637157e-06	-0.085314373398099913	7.2074747530301888	5.4432380463464292e-05	8.5987115527331701e-37	132411.52952823619	                1
16	1163901	0.99999968377223403	3.1622776601683792e-07	11.639009999728541	4.1467826634672251	4.634343217056078e-06	-0.0853143467278068	7.2074888465654023	6.3536920446337689e-05	2.1749099898002474e-36	113437.8058604955	                1
17	1148435	0.99999960189282944	3.9810717055349692e-07	11.484349999734397	4.1467910666698122	4.6343432180429976e-06	-0.085314313151976962	7.2075028619564367	7.4164315094205844e-05	5.5010956410464665e-36	97182.895207772628	                1
18	1132969	0.9999994988127664	5.011872336272725e-07	11.329689999740252	4.1467995530000987	4.6343432194573978e-06	-0.085314270882647827	7.207516869024448	8.6569282684478314e-05	1.3914163527066816e-35	83257.209087591764	                1
19	1117502	0.99999936904265552	6.3095734448019296e-07	11.175019999746107	4.1467666757745771	4.6343432169846427e-06	-0.085314217668903736	7.2074587900863856	0.00010104914585214896	3.5195818381375698e-35	71326.271284193223	                1
20	1102036	0.99999920567176526	7.943282347242822e-07	11.020359999751962	4.1467753949531723	4.6343432175908057e-06	-0.08531415067708352	7.2074727673220522	0.00011795095828882604	8.9022333785281838e-35	61105.673678997526	                1
21	1086570	0.99999899999999997	9.9999999999999995e-07	10.865699999757817	4.1467842742313783	4.6343432187806701e-06	-0.085314066339862882	7.2074867179371074	0.00013767982294646082	2.2516811024828715e-34	52349.622215448828	                1
