# Filename: 3Dvlt_macro_cp_P00.050_DK05e-07_T_Op7.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 9 (2011 Dec 14 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# Parameter values: P=0.05, Cc=1.10500984397513, K0c=0.295613694950781, Tc=2.173
# Option values: Op=7
# T/Tc	1-T/Tc	l	Kr	K	y	e	amax	Kr/K0	K/K0	G	cp
                0	                1	                0	              inf	              inf	                0	                0	 2.42825431832246	             -nan	             -nan	                0	              nan
            0.001	            0.999	                0	 295.613694950781	 295.613694950781	                0	                0	 2.42825800569721	                1	                1	                0	1.40333639221083e-07
            0.002	            0.998	                0	  147.80684747539	  147.80684747539	                0	                0	  2.4282616393678	                1	                1	                0	2.78242448996297e-07
            0.003	            0.997	                0	 98.5378983169269	 98.5378983169269	                0	                0	 2.42826521979824	                1	                1	                0	4.13739232234796e-07
            0.004	            0.996	                0	 73.9034237376952	 73.9034237376952	                0	                0	 2.42826874745084	                1	                1	                0	5.46836794209614e-07
            0.005	            0.995	                0	 59.1227389901561	 59.1227389901561	9.32992833434436e-281	                0	 2.42827222278634	                1	                1	1.84439663860158e-283	6.77547942520773e-07
0.00600000000000001	            0.994	                0	 49.2689491584635	 49.2689491584635	4.38091933348584e-234	                0	  2.4282756462638	                1	                1	8.66039293450979e-237	8.05885487058733e-07
0.00700000000000001	            0.993	                0	 42.2305278501115	 42.2305278501115	9.51665894738494e-201	                0	 2.42827901834066	                1	                1	1.88127908615658e-203	9.31862239968187e-07
0.00800000000000001	            0.992	                0	 36.9517118688476	 36.9517118688476	9.57577520729961e-176	                0	 2.42828233947274	                1	                1	1.89294981572589e-178	1.05549101561218e-06
0.00900000000000001	            0.991	                0	 32.8459661056423	 32.8459661056423	2.6773809625029e-156	                0	 2.42828561011421	                1	                1	5.29263347613715e-159	1.17678463053657e-06
             0.01	             0.99	                0	 29.5613694950781	 29.5613694950781	9.65915541563773e-141	                0	 2.42828883071761	                1	                1	1.90940188207439e-143	1.29575590343484e-06
            0.011	            0.989	                0	 26.8739722682528	 26.8739722682528	5.17107752775952e-128	                0	 2.42829200173383	                1	                1	1.02219991058547e-130	1.41241765511321e-06
            0.012	            0.988	                0	 24.6344745792317	 24.6344745792317	2.09306457938733e-117	                0	 2.42829512361217	                1	                1	4.13746247403311e-120	1.52678270845609e-06
            0.013	            0.987	                0	 22.7395149962139	 22.7395149962139	1.97745696802177e-108	                0	 2.42829819680024	                1	                1	3.90890560812309e-111	1.6388638883919e-06
            0.014	            0.986	                0	 21.1152639250558	 21.1152639250558	9.75533646133486e-101	                0	 2.42830122174404	                1	                1	1.92835571181515e-103	1.74867402185915e-06
            0.015	            0.985	                0	 19.7075796633854	 19.7075796633854	4.53550972623713e-94	                0	 2.42830419888795	                1	                1	8.96536145563021e-97	1.85622593777292e-06
            0.016	            0.984	                0	 18.4758559344238	 18.4758559344238	3.09447494856553e-88	                0	  2.4283071286747	                1	                1	6.11681757286382e-91	1.96153246699163e-06
