# Filename: 3Dvlt_macro_cp_P18.060_DK05e-07_T_Op7.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 9 (2011 Dec 14 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# Parameter values: P=18.06, Cc=0.670143488818985, K0c=0.408018542395396, Tc=1.95572
# Option values: Op=7
# T/Tc	1-T/Tc	l	Kr	K	y	e	amax	Kr/K0	K/K0	G	cp
                0	                1	                0	              inf	              inf	                0	                0	 2.62775696277757	             -nan	             -nan	                0	              nan
            0.001	            0.999	                0	 408.018542395396	 408.018542395396	                0	                0	 2.62778712089034	                1	                1	                0	0.000270073183380699
            0.002	            0.998	                0	 204.009271197698	 204.009271197698	                0	                0	 2.62781695909436	                1	                1	                0	0.000536839925933699
            0.003	            0.997	                0	 136.006180798465	 136.006180798465	                0	                0	 2.62784647934794	                1	                1	                0	0.00080031387296367
            0.004	            0.996	                0	 102.004635598849	 102.004635598849	9.93577955368138e-294	                0	 2.62787568360395	                1	                1	1.22273767921491e-296	0.00106050868791029
            0.005	            0.995	                0	 81.6037084790791	 81.6037084790791	3.96060524033501e-235	                0	  2.6279045738099	                1	                1	4.87376134308225e-238	0.00131743805214096
0.00600000000000001	            0.994	                0	 68.0030903992326	 68.0030903992326	4.62169517541068e-196	                0	 2.62793315190788	                1	                1	5.68690092410741e-199	0.00157111566474493
0.00700000000000001	            0.993	                0	 58.2883631993422	 58.2883631993422	3.71389553872564e-168	                0	  2.6279614198346	                1	                1	4.56957719932515e-171	0.00182155524232879
0.00800000000000001	            0.992	                0	 51.0023177994245	 51.0023177994245	3.15210716088165e-147	                0	 2.62798937952134	                1	                1	3.87810519111062e-150	0.00206877051881332
0.00900000000000001	            0.991	                0	 45.3353935994884	 45.3353935994884	5.97770114566439e-131	                0	 2.62801703289397	                1	                1	7.3540298887834e-134	0.00231277524523182
             0.01	             0.99	                0	 40.8018542395396	 40.8018542395396	6.29333396566161e-118	                0	 2.62804438187296	                1	                1	7.74185179954289e-121	0.00255358318952968
            0.011	            0.989	                0	 37.0925947632178	 37.0925947632178	2.84137124343516e-107	                0	 2.62807142837332	                1	                1	3.49514532709319e-110	0.00279120813636548
            0.012	            0.988	                0	 34.0015451996163	 34.0015451996163	2.14981282334316e-98	                0	 2.62809817430466	                1	                1	2.64430403532764e-101	0.00302566388691332
            0.013	            0.987	                0	 31.3860417227227	 31.3860417227227	7.00314158672734e-91	                0	 2.62812462157115	                1	                1	8.6134556737953e-94	0.00325696425866665
            0.014	            0.986	                0	 29.1441815996711	 29.1441815996711	1.92714699458179e-84	                0	 2.62815077207151	                1	                1	2.37013689281505e-87	0.00348512308524337
            0.015	            0.985	                0	  27.201236159693	  27.201236159693	7.34379456203715e-79	                0	 2.62817662769903	                1	                1	9.03136661829067e-82	0.00371015421619238
            0.016	            0.984	                0	 25.5011588997122	 25.5011588997122	5.61436297444479e-74	                0	 2.62820219034153	                1	                1	6.90411625009765e-77	0.00393207151680141
            0.017	            0.983	                0	 24.0010907291409	 24.0010907291409	1.14331305895978e-69	                0	 2.62822746188141	                1	                1	1.40587826543022e-72	0.00415088886790627
            0.018	            0.982	                0	 22.6676967997442	 22.6676967997442	7.73155944532821e-66	                0	 2.62825244419558	                1	                1	9.50659261461391e-69	0.00436662016570146
            0.019	            0.981	                0	 21.4746601260735	 21.4746601260735	2.06633346800184e-62	                0	  2.6282771391555	                1	                1	2.54058488817246e-65	0.00457927932155212
             0.02	             0.98	                0	 20.4009271197698	 20.4009271197698	2.50865182232641e-59	                0	 2.62830154862716	                1	                1	3.08424940558108e-62	0.00478888026180729
            0.021	            0.979	                0	 19.4294543997807	 19.4294543997807	1.5486141673135e-56	                0	 2.62832567447109	                1	                1	1.90383106698646e-59	0.0049954369276146
            0.022	            0.978	                0	 18.5462973816089	 18.5462973816089	5.33045142875831e-54	                0	 2.62834951854231	                1	                1	6.55277917123258e-57	0.00519896327473625
            0.023	            0.977	                0	 17.7399366258868	 17.7399366258868	1.10405737462506e-51	                0	 2.62837308269039	                1	                1	1.3571561638352e-54	0.00539947327336637
            0.024	            0.976	                0	 17.0007725998082	 17.0007725998082	1.46622400176206e-49	                0	  2.6283963687594	                1	                1	1.80225159826971e-52	0.00559698090794967
            0.025	            0.975	                0	 16.3207416958158	 16.3207416958158	1.31689852596461e-47	                0	 2.62841937858793	                1	                1	1.61861885361162e-50	0.00579150017700147
            0.026	            0.974	                0	 15.6930208613614	 15.6930208613614	8.36847751190582e-46	                0	 2.62844211400906	                1	                1	1.02852818486818e-48	0.00598304509292908
            0.027	            0.973	                0	 15.1117978664961	 15.1117978664961	3.91001178378414e-44	                0	 2.62846457685038	                1	                1	4.8053557080789e-47	0.0061716296818544
            0.028	            0.972	                0	 14.5720907998356	 14.5720907998356	1.38821720007418e-42	                0	 2.62848676893398	                1	                1	1.7060151970443e-45	0.00635726798343807
            0.029	            0.971	                0	 14.0696049101861	 14.0696049101861	3.85319473534435e-41	                0	 2.62850869207643	                1	                1	4.73505141564786e-44	0.00653997405070463
             0.03	             0.97	                0	 13.6006180798465	 13.6006180798465	8.56959425062655e-40	                0	  2.6285303480888	                1	                1	1.05303433517298e-42	0.00671976194986934
            0.031	            0.969	                0	 13.1618884643676	 13.1618884643676	1.56022541515682e-38	                0	 2.62855173877663	                1	                1	1.91711610272017e-41	0.00689664576016602
            0.032	            0.968	                0	 12.7505794498561	 12.7505794498561	2.3694647020888e-37	                0	 2.62857286593996	                1	                1	2.91132283287035e-40	0.00707063957367641
            0.033	            0.967	                0	 12.3641982544059	 12.3641982544059	3.05147156201337e-36	                0	 2.62859373137328	                1	                1	3.74911503064633e-39	0.00724175749516078
            0.034	            0.966	                0	 12.0005453645705	 12.0005453645705	3.38129126068693e-35	                0	 2.62861433686558	                1	                1	4.15414445318732e-38	0.00741001364188973
            0.035	            0.965	                0	 11.6576726398684	 11.6576726398684	3.26562217794249e-34	                0	 2.62863468420029	                1	                1	4.01185084972623e-37	0.00757542214347756
            0.036	            0.964	                0	 11.3338483998721	 11.3338483998721	2.78056818749841e-33	                0	 2.62865477515532	                1	                1	3.41580032461274e-36	0.00773799714171661
            0.037	            0.963	                0	 11.0275281728485	 11.0275281728485	2.1087341540423e-32	                0	 2.62867461150303	                1	                1	2.59036578087495e-35	0.0078977527904132
            0.038	            0.962	                0	 10.7373300630367	 10.7373300630367	1.43747468429946e-31	                0	 2.62869419501026	                1	                1	1.76571275569947e-34	0.00805470325522465
            0.039	            0.961	                0	 10.4620139075742	 10.4620139075742	8.8803681175377e-31	                0	 2.62871352743826	                1	                1	1.09076615686519e-33	0.00820886271349769
             0.04	             0.96	                0	 10.2004635598849	 10.2004635598849	5.00864434984798e-30	                0	 2.62873261054276	                1	                1	6.15179654676283e-33	0.00836024535410814
            0.041	            0.959	                0	 9.95167176574136	 9.95167176574136	2.59633761653582e-29	                0	 2.62875144607392	                1	                1	3.18877784462255e-32	0.00850886537730189
            0.042	            0.958	                0	 9.71472719989037	 9.71472719989037	1.2444332715391e-28	                0	 2.62877003577635	                1	                1	1.52832699885556e-31	0.00865473699453706
            0.043	            0.957	                0	 9.48880331152083	 9.48880331152083	5.54530914399323e-28	                0	  2.6287883813891	                1	                1	6.8100805493408e-31	0.00879787442832759
            0.044	            0.956	                0	 9.27314869080445	 9.27314869080445	2.30877704180337e-27	                0	 2.62880648464563	                1	                1	2.83524463143273e-30	0.00893829191208802
            0.045	            0.955	                0	 9.06707871989768	 9.06707871989768	9.0220834490068e-27	                0	 2.62882434727385	                1	                1	1.1078926350326e-29	0.00907600368997943
            0.046	            0.954	                0	 8.86996831294338	 8.86996831294338	3.32273588271029e-26	                0	 2.62884197099609	                1	                1	4.08008478552436e-29	0.00921102401675695
            0.047	            0.953	                0	 8.68124558288076	 8.68124558288076	1.15768832905093e-25	                0	  2.6288593575291	                1	                1	1.42150302327003e-28	0.00934336715761814
            0.048	            0.952	                0	 8.50038629990408	 8.50038629990408	3.82913045189383e-25	                0	 2.62887650858406	                1	                1	4.70153089735549e-28	0.00947304738805293
            0.049	            0.951	                0	 8.32690902847746	 8.32690902847746	1.20615810801244e-24	                0	 2.62889342586656	                1	                1	1.48090297077099e-27	0.00960007899369471
             0.05	             0.95	                0	 8.16037084790791	 8.16037084790791	3.62890965162348e-24	                0	 2.62891011107658	                1	                1	4.45535158462622e-27	0.00972447627017256
            0.051	            0.949	                0	 8.00036357638031	 8.00036357638031	1.04565492669934e-23	                0	 2.62892656590854	                1	                1	1.2837424530984e-26	0.00984625352296497
            0.052	            0.948	                0	 7.84651043068069	 7.84651043068069	2.89283209189642e-23	                0	 2.62894279205126	                1	                1	3.55137602932797e-26	0.00996542506725456
            0.053	            0.947	                0	 7.69846306406407	 7.69846306406407	7.70160567876859e-23	                0	 2.62895879118793	                1	                1	9.45450625041054e-26	0.0100820052277841
            0.054	            0.946	                0	 7.55589893324807	 7.55589893324807	1.97737497298417e-22	                0	 2.62897456499619	                1	                1	2.42734201272332e-25	0.0101960083387141
            0.055	            0.945	                0	 7.41851895264356	 7.41851895264356	4.90575207433631e-22	                0	 2.62899011514804	                1	                1	6.02188036112349e-25	0.0103074487434806
            0.056	            0.944	                0	 7.28604539991778	 7.28604539991778	1.17822629408538e-21	                0	 2.62900544330987	                1	                1	1.44623891960627e-24	0.010416340794656
0.0570000000000001	            0.943	                0	 7.15822004202448	 7.15822004202448	2.74410128165374e-21	                0	 2.62902055114249	                1	                1	3.36818933594881e-24	0.010522698853809
0.0580000000000001	            0.942	                0	 7.03480245509303	 7.03480245509303	6.20741068026303e-21	                0	 2.62903544030105	                1	                1	7.61889663458678e-24	0.0106265372913673
0.0590000000000001	            0.941	                0	  6.9155685151762	  6.9155685151762	1.36585161918968e-20	                0	 2.62905011243513	                1	                1	1.67637270916988e-23	0.0107278704864811
0.0600000000000001	             0.94	                0	 6.80030903992326	 6.80030903992326	2.92738693216776e-20	                0	 2.62906456918867	                1	                1	3.5927985048761e-23	0.0108267128268871
0.0609999999999999	            0.939	                0	 6.68882856385896	 6.68882856385896	6.11930030900074e-20	                0	 2.62907881219996	                1	                1	7.51000769132266e-23	0.010923078708775
0.0620000000000001	            0.938	                0	  6.5809442321838	  6.5809442321838	1.24908983470238e-19	                0	 2.62909284310172	                1	                1	1.53291608848805e-22	0.0110169825366542
0.0629999999999999	            0.937	                0	 6.47648479992693	 6.47648479992693	2.49257217539231e-19	                0	 2.62910666352098	                1	                1	3.05885403338072e-22	0.011108438723222
0.0640000000000001	            0.936	                0	 6.37528972492806	 6.37528972492806	4.8677147637149e-19	                0	 2.62912027507919	                1	                1	5.97341435854332e-22	0.0111974616892329
0.0649999999999999	            0.935	                0	 6.27720834454456	 6.27720834454456	9.31233479757919e-19	                0	 2.62913367939214	                1	                1	1.14272786073599e-21	0.0112840658633694
0.0660000000000001	            0.934	                0	 6.18209912720296	 6.18209912720296	1.74684617583042e-18	                0	 2.62914687806997	                1	                1	2.14351149460242e-21	0.0113682656821136
0.0669999999999999	            0.933	                0	 6.08982899097606	 6.08982899097606	3.21584892858225e-18	                0	  2.6291598727172	                1	                1	3.94597121527684e-21	0.0114500755896203
0.0680000000000001	            0.932	                0	 6.00027268228523	 6.00027268228523	5.81488715340799e-18	                0	  2.6291726649327	                1	                1	7.13488351038796e-21	0.011529510037591
            0.069	            0.931	                0	 5.91331220862893	 5.91331220862893	1.03354775426507e-17	                0	 2.62918525630969	                1	                1	1.26812967166735e-20	0.0116065834851491
0.0700000000000001	             0.93	                0	 5.82883631993422	 5.82883631993422	1.80710325602675e-17	                0	 2.62919764843576	                1	                1	2.21719455463697e-20	0.0116813103987168
            0.071	            0.929	                0	 5.74674003373798	 5.74674003373798	3.11028445433136e-17	                0	 2.62920984289282	                1	                1	3.81600433016236e-20	0.011753705251892
0.0720000000000001	            0.928	                0	 5.66692419993605	 5.66692419993605	5.27310931756437e-17	                0	 2.62922184125713	                1	                1	6.46939446501267e-20	0.0118237825253278
            0.073	            0.927	                0	  5.5892951013068	  5.5892951013068	8.81154698856642e-17	                0	 2.62923364509932	                1	                1	1.08102894060912e-19	0.011891556706612
            0.074	            0.926	                0	 5.51376408642427	 5.51376408642427	1.45214811711549e-16	                0	 2.62924525598433	                1	                1	1.78149483723946e-19	0.0119570422901484
            0.075	            0.925	                0	 5.44024723193862	 5.44024723193862	2.36147908691862e-16	                0	 2.62925667547146	                1	                1	2.89698627995378e-19	0.0120202537770388
            0.076	            0.924	                0	 5.36866503151837	 5.36866503151837	3.79140433652139e-16	                0	 2.62926790511432	                1	                1	4.65105320669261e-19	0.0120812056749667
            0.077	            0.923	                0	 5.29894210903112	 5.29894210903112	6.01278155031278e-16	                0	 2.62927894646087	                1	                1	7.37591135166527e-19	0.0121399124980815
            0.078	            0.922	                0	 5.23100695378713	 5.23100695378713	9.42357051097768e-16	                0	  2.6292898010534	                1	                1	1.15596581118505e-18	0.0121963887668842
            0.079	            0.921	                0	 5.16479167589109	 5.16479167589109	1.46020989966591e-15	                0	 2.62930047042854	                1	                1	1.79115933032168e-18	0.0122506490081143
             0.08	             0.92	                0	 5.10023177994245	 5.10023177994245	2.23800007816074e-15	                0	 2.62931095611721	                1	                1	2.74516616072111e-18	0.0123027077546376
            0.081	            0.919	                0	 5.03726595549872	 5.03726595549872	3.39411085019645e-15	                0	 2.62932125964468	                1	                1	4.16317196415598e-18	0.0123525795453352
            0.082	            0.918	           0.0049	 4.97583588287066	 5.00027731129316	5.2023690086778e-15	-7.86780994981914e-17	 2.64224672304778	0.999999999999995	  1.0049120246322	6.19613957341676e-18	0.012400278926544
            0.083	            0.917	            0.017	 4.91588605295644	 5.00017050384854	8.1179503671253e-15	-4.0802876938558e-16	 2.67442223083099	0.999999999999973	 1.01714532232521	8.99138918027478e-18	0.0124458204519665
            0.084	            0.916	0.0289999999999999	 4.85736359994486	 5.00028955409149	1.24949456028413e-14	-1.02798507857527e-15	 2.70671868205477	0.999999999999931	 1.02942459447506	1.28776285146981e-17	0.0124892186781367
            0.085	            0.915	0.0408000000000001	  4.8002181458275	 5.00011725884721	1.8972426582759e-14	-2.11128550104425e-15	 2.73885713703984	0.999999999999856	 1.04164375595987	1.82165802171769e-17	0.0125304881694784
            0.086	            0.914	0.0525000000000005	 4.74440165575912	  5.0001370605342	2.84466392384515e-14	-3.92211045372549e-15	 2.77109988277749	0.999999999999727	 1.05390256207825	2.54611567828172e-17	0.0125696434971171
            0.087	            0.913	0.0641000000000008	  4.6898683033931	 5.00033295773485	4.21384545429451e-14	-6.84004719040103e-15	 2.80344165811503	0.999999999999519	 1.06619901333151	3.51795041943551e-17	0.0126066992388595
            0.088	            0.912	0.0755000000000011	 4.63657434539846	 5.00018947111933	6.16719165968951e-14	-1.1390020532711e-14	 2.83559353684804	0.999999999999188	 1.07842322771718	4.80821439698047e-17	0.0126416699799307
            0.089	            0.911	0.0868000000000015	 4.58447800443658	 5.00019169493186	8.92570734801239e-14	-1.83317071540929e-14	 2.86782717367256	0.999999999998675	 1.09067852219737	6.50257000038488e-17	0.0126745703128742
             0.09	             0.91	0.0980000000000018	 4.53353935993933	 5.00032519883773	1.27800441767311e-13	-2.87019596723387e-14	 2.90013701236128	  0.9999999999979	 1.10296278510619	8.70525516230975e-17	0.0127054148383584
            0.091	            0.909	0.109000000000002	  4.4837202460887	 5.00007600790182	1.81029080333979e-13	-4.3869601726507e-14	 2.93222417377532	0.999999999996755	 1.11516235033783	1.15431827683121e-16	0.0127342181654957
            0.092	            0.908	0.120000000000002	 4.43498415644984	 5.00043067320162	2.5400057987229e-13	-6.57946067821278e-14	 2.96466616112297	0.999999999995072	 1.12749685157382	1.51614303799424e-16	0.0127609949145756
