# Filename: 3Dvlt_macro_cp_extra_BareValues_T0.3_Output30.dat
# Source: 3Dvlt_macro_cp_extra.c
# Source version: 1 (2011 Oct 28 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# P	Cc	K0c	T	T/Tc	1-T/Tc	l	K0	y0	e0	U0/kB	a0	a0(P)/a0(0)
0.05	 1.10500984397513	0.295613694950781	0.3	0.138057812145131	0.861942187854869	0	 2.14123120131747	7.21489102119416e-11	0	  7.0056866805901	 2.42843065183424	0.999937446838844
1.646	 1.05819110517992	0.303871144015907	0.3	  0.1390820460019	  0.8609179539981	0	 2.18483372046278	1.2307278713552e-10	0	 6.84547355107523	 2.43368083237215	 1.00209927596851
7.328	0.905919737570672	0.335618952610176	0.3	0.143198153210908	0.856801846789092	0	 2.34373799580965	7.92741326317264e-10	0	 6.28665724314855	 2.47917766701959	 1.02083318078159
15.031	0.730687687879284	0.385638338959041	0.3	0.150149801478687	0.849850198521313	0	 2.56835730158312	9.03679321446489e-09	0	 5.55658843751643	 2.58168478770945	 1.06304180159108
18.18	0.667832798147861	0.408941395856842	0.3	0.153531726917724	0.846468273082276	0	 2.66356279621599	2.37378181537227e-08	0	 5.26685890736922	 2.63164739673432	 1.08361454624327
22.533	0.588282353648267	0.444473020755711	0.3	0.158813889715941	0.841186110284059	0	  2.7987036999768	8.767815707147e-08	0	 4.87487790983078	 2.70653796718323	 1.11445169852119
25.868	0.532636580468056	0.474695188872846	0.3	0.163398780160337	0.836601219839663	0	 2.90513300287215	2.33046104733448e-07	0	 4.58160885856884	 2.76871369742595	 1.14005335237418
0	  1.1065072990556	0.295359326647132	0.3	0.138026589760853	0.861973410239147	0	  2.1398726662658	7.09462522935623e-11	0	 7.01072956065413	 2.42833440554905	  0.9998978161973
1.01325	 1.07652779539053	0.300565014930055	0.3	0.138669503155422	0.861330496844578	0	 2.16749182834511	9.96465747875892e-11	0	 6.90881743268643	 2.43111177097845	 1.00104143201121
5.06625	0.963959199484873	0.322518421267623	0.3	0.141467211063529	0.858532788936471	0	 2.27981041573506	3.803690696624e-10	0	 6.50696372957967	 2.45689247960164	 1.01165696922611
10.1325	0.838309076200995	0.352800167009171	0.3	0.145529961664618	0.854470038335382	0	  2.4242442104274	1.94566753536325e-09	0	 6.01729821387461	 2.51249869900266	 1.03455354278658
15.1988	0.727220201960104	0.386833525832305	0.3	0.150321385074919	0.849678614925081	0	 2.57337654013439	9.51791275025492e-09	0	 5.54102707833135	 2.58425021186137	 1.06409814786747
20.265	0.628709993233222	0.425447060826022	0.3	 0.15596871355254	 0.84403128644746	0	 2.72777181484352	4.45725121501474e-08	0	 5.07784454622803	 2.66669204220024	 1.09804462819191
24.318	0.557953810389714	 0.46029776787616	0.3	0.161205685588884	0.838794314411116	0	 2.85534450100003	1.4833929551364e-07	0	 4.71712909493462	  2.7392397326994	 1.12791706962111
0	  1.1065072990556	0.295359326647132	0.3	0.138026589760853	0.861973410239147	0	  2.1398726662658	7.09462522935623e-11	0	 7.01072956065413	 2.42833440554905	  0.9998978161973
2.53313	 1.03296893418528	0.308579936143945	0.3	0.139675137366003	0.860324862633997	0	 2.20926889325583	1.65262707117111e-10	0	 6.75704542314952	   2.438270950342	 1.00398931587556
5.06625	0.963959199484873	0.322518421267623	0.3	0.141467211063529	0.858532788936471	0	 2.27981041573506	3.803690696624e-10	0	 6.50696372957967	 2.45689247960164	 1.01165696922611
7.59938	  0.8991719713233	0.337234755545476	0.3	0.143414578090666	0.856585421909334	0	 2.35146775199016	8.65222955345403e-10	0	 6.26041016710937	 2.48215059052521	 1.02205732013991
10.1325	0.838309076200995	0.352800167009171	0.3	0.145529961664618	0.854470038335382	0	  2.4242442104274	1.94566753536325e-09	0	 6.01729821387461	 2.51249869900266	 1.03455354278658
12.6656	0.781080759557833	0.369300160831013	0.3	0.147827193217155	0.852172806782845	0	 2.49818827506601	4.32683831154167e-09	0	 5.77752862312103	 2.54680027506865	 1.04867765638565
15.1988	0.727220201960104	0.386833525832305	0.3	0.150321385074919	0.849678614925081	0	 2.57337654013439	9.51791275025492e-09	0	 5.54102707833135	 2.58425021186137	 1.06409814786747
17.7319	0.676495231479917	0.405509700068832	0.3	0.153029127344819	0.846970872655181	0	 2.64988572505613	2.07110420239475e-08	0	 5.30777965433709	 2.62431392518999	 1.08059489533952
20.265	0.628709993233222	0.425447060826022	0.3	 0.15596871355254	 0.84403128644746	0	 2.72777181484352	4.45725121501474e-08	0	 5.07784454622803	 2.66669204220024	 1.09804462819191
22.7981	0.583696311336062	0.446774476644275	0.3	0.159160400547219	0.840839599452781	0	  2.8070705722541	9.48359546428185e-08	0	  4.8513351693616	 2.71131726901089	 1.11641963730652
25.3313	   0.541298989703	0.469637687085156	0.3	0.162626709374086	0.837373290625914	0	 2.88782629183537	1.99401973607415e-07	0	 4.62838292452122	 2.75838486586158	 1.13580032358973
