l    rhos    Gamma
0	1.001	0.000618384
0.0001	1.001	0.000618093
0.0002	1.00099	0.000617802
0.0003	1.00098	0.000617512
0.0004	1.00098	0.000617221
0.0005	1.00097	0.000616931
0.0006	1.00097	0.000616641
0.0007	1.00096	0.000616351
0.0008	1.00096	0.000616061
0.0009	1.00095	0.000615771
0.1	0.99548	0.00038686
0.2	0.990375	0.000242624
0.3	0.985641	0.000152516
0.4	0.981237	9.60794e-05
0.5	0.97713	6.06475e-05
0.6	0.973291	3.83535e-05
0.7	0.969693	2.42972e-05
0.8	0.966314	1.54177e-05
0.9	0.963135	9.79828e-06
1	0.960138	6.23607e-06
1.1	0.957308	3.97436e-06
1.2	0.95463	2.5362e-06
1.3	0.952094	1.62044e-06
1.4	0.949688	1.03654e-06
1.5	0.947401	6.63771e-07
1.6	0.945226	4.25506e-07
1.7	0.943154	2.7304e-07
1.8	0.941178	1.75371e-07
1.9	0.939292	1.12742e-07
2	0.937489	7.2542e-08
2.1	0.935765	4.67146e-08
2.2	0.934113	3.01065e-08
2.3	0.93253	1.94177e-08
2.4	0.931012	1.25329e-08
2.5	0.929554	8.09486e-09
2.6	0.928153	5.23189e-09
2.7	0.926805	3.38367e-09
2.8	0.925509	2.18972e-09
2.9	0.92426	1.4179e-09
3	0.923057	9.18663e-10
3.1	0.921896	5.95534e-10
3.2	0.920776	3.86269e-10
3.3	0.919695	2.50667e-10
3.4	0.91865	1.6275e-10
3.5	0.91764	1.0572e-10
3.6	0.916664	6.87057e-11
3.7	0.915718	4.4671e-11
3.8	0.914803	2.90568e-11
3.9	0.913917	1.89084e-11
4	0.913058	1.23095e-11
4.1	0.912225	8.01672e-12
4.2	0.911417	5.22301e-12
4.3	0.910633	3.40415e-12
4.4	0.909872	2.21949e-12
4.5	0.909132	1.44761e-12
4.6	0.908414	9.44489e-13
4.7	0.907716	6.16436e-13
4.8	0.907037	4.02457e-13
4.9	0.906377	2.62838e-13
5	0.905734	1.71707e-13
5.1	0.905109	1.12207e-13
5.2	0.9045	7.33458e-14
5.3	0.903906	4.79573e-14
5.4	0.903329	3.13656e-14
5.5	0.902765	2.05196e-14
5.6	0.902216	1.34275e-14
5.7	0.901681	8.78892e-15
5.8	0.901159	5.75417e-15
5.9	0.900649	3.76821e-15
6	0.900152	2.46825e-15
6.1	0.899666	1.61713e-15
6.2	0.899192	1.05974e-15
6.3	0.898729	6.94619e-16
6.4	0.898276	4.55396e-16
6.5	0.897834	2.98623e-16
6.6	0.897402	1.9586e-16
6.7	0.89698	1.28486e-16
6.8	0.896567	8.43044e-17
6.9	0.896163	5.53259e-17
7	0.895768	3.63152e-17
7.1	0.895381	2.38412e-17
7.2	0.895003	1.56548e-17
7.3	0.894632	1.02811e-17
7.4	0.89427	6.7532e-18
7.5	0.893914	4.43661e-18
7.6	0.893567	2.91518e-18
7.7	0.893226	1.9158e-18
7.8	0.892892	1.25922e-18
7.9	0.892565	8.27796e-19
8	0.892245	5.44264e-19
8.1	0.89193	3.57899e-19
8.2	0.891622	2.35383e-19
8.3	0.89132	1.54829e-19
8.4	0.891024	1.01857e-19
8.5	0.890734	6.70176e-20
8.6	0.890449	4.41007e-20
8.7	0.890169	2.90242e-20
8.8	0.889895	1.91043e-20
8.9	0.889625	1.25764e-20
9	0.889361	8.28013e-21
9.1	0.889101	5.4522e-21
9.2	0.888847	3.59053e-21
9.3	0.888596	2.36481e-21
9.4	0.888351	1.5577e-21
9.5	0.88811	1.02618e-21
9.6	0.887872	6.761e-22
9.7	0.88764	4.45498e-22
9.8	0.887411	2.93581e-22
9.9	0.887186	1.93489e-22
10	0.886965	1.27535e-22

# n = t/t0 = 1	dt = 3.53429e-08
0	1	0.000617997
0.0001	0.999994	0.000617997
0.0002	0.999988	0.000617763
0.0003	0.999982	0.00061751
0.0004	0.999976	0.000617221
0.0005	0.99997	0.000616931
0.0006	0.999964	0.000616641
0.0007	0.999958	0.000616351
0.0008	0.999952	0.000616061
0.0009	0.999946	0.000615771
0.1	0.9942	0.00038686
0.2	0.988842	0.000242624
0.3	0.983874	0.000152516
0.4	0.979256	9.60794e-05
0.5	0.974951	6.06475e-05
0.6	0.970927	3.83535e-05
0.7	0.967159	2.42972e-05
0.8	0.963621	1.54177e-05
0.9	0.960293	9.79828e-06
1	0.957157	6.23607e-06
1.1	0.954196	3.97436e-06
1.2	0.951397	2.5362e-06
1.3	0.948745	1.62044e-06
1.4	0.946229	1.03654e-06
1.5	0.94384	6.63771e-07
1.6	0.941568	4.25506e-07
1.7	0.939404	2.7304e-07
1.8	0.93734	1.75371e-07
1.9	0.935371	1.12742e-07
2	0.933489	7.2542e-08
2.1	0.931689	4.67146e-08
2.2	0.929966	3.01065e-08
2.3	0.928314	1.94177e-08
2.4	0.92673	1.25329e-08
2.5	0.925209	8.09486e-09
2.6	0.923748	5.23189e-09
2.7	0.922343	3.38367e-09
2.8	0.920991	2.18972e-09
2.9	0.91969	1.4179e-09
3	0.918435	9.18663e-10
3.1	0.917226	5.95534e-10
3.2	0.916059	3.86269e-10
3.3	0.914932	2.50667e-10
3.4	0.913844	1.6275e-10
3.5	0.912792	1.0572e-10
3.6	0.911775	6.87057e-11
3.7	0.91079	4.4671e-11
3.8	0.909837	2.90568e-11
3.9	0.908914	1.89084e-11
4	0.90802	1.23095e-11
4.1	0.907152	8.01672e-12
4.2	0.906311	5.22301e-12
4.3	0.905495	3.40415e-12
4.4	0.904703	2.21949e-12
4.5	0.903933	1.44761e-12
4.6	0.903186	9.44489e-13
4.7	0.902459	6.16436e-13
4.8	0.901753	4.02457e-13
4.9	0.901066	2.62838e-13
5	0.900397	1.71707e-13
5.1	0.899747	1.12207e-13
5.2	0.899113	7.33458e-14
5.3	0.898496	4.79573e-14
5.4	0.897895	3.13656e-14
5.5	0.897309	2.05196e-14
5.6	0.896738	1.34275e-14
5.7	0.896181	8.78892e-15
5.8	0.895638	5.75417e-15
5.9	0.895108	3.76821e-15
6	0.894591	2.46825e-15
6.1	0.894086	1.61713e-15
6.2	0.893593	1.05974e-15
6.3	0.893112	6.94619e-16
6.4	0.892642	4.55396e-16
6.5	0.892182	2.98623e-16
6.6	0.891733	1.9586e-16
6.7	0.891294	1.28486e-16
6.8	0.890864	8.43044e-17
6.9	0.890445	5.53259e-17
7	0.890034	3.63152e-17
7.1	0.889632	2.38412e-17
7.2	0.889239	1.56548e-17
7.3	0.888854	1.02811e-17
7.4	0.888477	6.7532e-18
7.5	0.888108	4.43661e-18
7.6	0.887747	2.91518e-18
7.7	0.887393	1.9158e-18
7.8	0.887046	1.25922e-18
7.9	0.886706	8.27796e-19
8	0.886373	5.44264e-19
8.1	0.886046	3.57899e-19
8.2	0.885726	2.35383e-19
8.3	0.885413	1.54829e-19
8.4	0.885105	1.01857e-19
8.5	0.884803	6.70176e-20
8.6	0.884507	4.41007e-20
8.7	0.884217	2.90242e-20
8.8	0.883932	1.91043e-20
8.9	0.883652	1.25764e-20
9	0.883377	8.28013e-21
9.1	0.883108	5.4522e-21
9.2	0.882843	3.59053e-21
9.3	0.882583	2.36481e-21
9.4	0.882328	1.5577e-21
9.5	0.882078	1.02618e-21
9.6	0.881831	6.761e-22
9.7	0.88159	4.45498e-22
9.8	0.881352	2.93581e-22
9.9	0.881119	1.93489e-22
10	0.880889	1.27589e-22

# n = t/t0 = 2	dt = 3.53429e-08
0	1	0.000617872
0.0001	0.999994	0.000617872
0.0002	0.999988	0.000617754
0.0003	0.999982	0.000617483
0.0004	0.999976	0.000617221
0.0005	0.99997	0.00061693
0.0006	0.999964	0.000616641
0.0007	0.999958	0.000616351
0.0008	0.999952	0.000616061
0.0009	0.999946	0.000615771
0.1	0.9942	0.00038686
0.2	0.988842	0.000242624
0.3	0.983874	0.000152516
0.4	0.979256	9.60794e-05
0.5	0.974951	6.06475e-05
0.6	0.970927	3.83535e-05
0.7	0.967159	2.42972e-05
0.8	0.963621	1.54177e-05
0.9	0.960293	9.79828e-06
1	0.957157	6.23607e-06
1.1	0.954196	3.97436e-06
1.2	0.951397	2.5362e-06
1.3	0.948745	1.62044e-06
1.4	0.946229	1.03654e-06
1.5	0.94384	6.63771e-07
1.6	0.941568	4.25506e-07
1.7	0.939404	2.7304e-07
1.8	0.93734	1.75371e-07
1.9	0.935371	1.12742e-07
2	0.933489	7.2542e-08
2.1	0.931689	4.67146e-08
2.2	0.929966	3.01065e-08
2.3	0.928314	1.94177e-08
2.4	0.92673	1.25329e-08
2.5	0.925209	8.09486e-09
2.6	0.923748	5.23189e-09
2.7	0.922343	3.38367e-09
2.8	0.920991	2.18972e-09
2.9	0.91969	1.4179e-09
3	0.918435	9.18663e-10
3.1	0.917226	5.95534e-10
3.2	0.916059	3.86269e-10
3.3	0.914932	2.50667e-10
3.4	0.913844	1.6275e-10
3.5	0.912792	1.0572e-10
3.6	0.911775	6.87057e-11
3.7	0.91079	4.4671e-11
3.8	0.909837	2.90568e-11
3.9	0.908914	1.89084e-11
4	0.90802	1.23095e-11
4.1	0.907152	8.01672e-12
4.2	0.906311	5.22301e-12
4.3	0.905495	3.40415e-12
4.4	0.904703	2.21949e-12
4.5	0.903933	1.44761e-12
4.6	0.903186	9.44489e-13
4.7	0.902459	6.16436e-13
4.8	0.901753	4.02457e-13
4.9	0.901066	2.62838e-13
5	0.900397	1.71707e-13
5.1	0.899747	1.12207e-13
5.2	0.899113	7.33458e-14
5.3	0.898496	4.79573e-14
5.4	0.897895	3.13656e-14
5.5	0.897309	2.05196e-14
5.6	0.896738	1.34275e-14
5.7	0.896181	8.78892e-15
5.8	0.895638	5.75417e-15
5.9	0.895108	3.76821e-15
6	0.894591	2.46825e-15
6.1	0.894086	1.61713e-15
6.2	0.893593	1.05974e-15
6.3	0.893112	6.94619e-16
6.4	0.892642	4.55396e-16
6.5	0.892182	2.98623e-16
6.6	0.891733	1.9586e-16
6.7	0.891294	1.28486e-16
6.8	0.890864	8.43044e-17
6.9	0.890445	5.53259e-17
7	0.890034	3.63152e-17
7.1	0.889632	2.38412e-17
7.2	0.889239	1.56548e-17
7.3	0.888854	1.02811e-17
7.4	0.888477	6.7532e-18
7.5	0.888108	4.43661e-18
7.6	0.887747	2.91518e-18
7.7	0.887393	1.9158e-18
7.8	0.887046	1.25922e-18
7.9	0.886706	8.27796e-19
8	0.886373	5.44264e-19
8.1	0.886046	3.57899e-19
8.2	0.885726	2.35383e-19
8.3	0.885413	1.54829e-19
8.4	0.885105	1.01857e-19
8.5	0.884803	6.70176e-20
8.6	0.884507	4.41007e-20
8.7	0.884217	2.90242e-20
8.8	0.883932	1.91043e-20
8.9	0.883652	1.25764e-20
9	0.883377	8.28013e-21
9.1	0.883108	5.4522e-21
9.2	0.882843	3.59053e-21
9.3	0.882583	2.36481e-21
9.4	0.882328	1.5577e-21
9.5	0.882078	1.02618e-21
9.6	0.881831	6.761e-22
9.7	0.88159	4.45498e-22
