r0    rhos0    gamma0 
3.992   0.939611   1.21376e-11
4.072   0.938893   8.61627e-12
4.152   0.938191   6.11732e-12
4.232   0.937507   4.34374e-12
4.312   0.936838   3.08484e-12
4.392   0.936186   2.19113e-12
4.472   0.935548   1.5566e-12
4.552   0.934925   1.106e-12
4.632   0.934316   7.85977e-13
4.712   0.93372   5.58647e-13
4.792   0.933138   3.97137e-13
4.872   0.932569   2.8237e-13
4.952   0.932013   2.00803e-13
5.032   0.931468   1.42822e-13
5.112   0.930935   1.016e-13
5.192   0.930414   7.22883e-14
5.272   0.929904   5.14414e-14
5.352   0.929404   3.66124e-14
5.432   0.928915   2.60624e-14
5.512   0.928436   1.85554e-14
5.592   0.927966   1.32127e-14
5.672   0.927507   9.40987e-15
5.752   0.927056   6.70255e-15
5.832   0.926615   4.77487e-15
5.912   0.926182   3.4021e-15
5.992   0.925758   2.42435e-15
6.072   0.925342   1.72785e-15
6.152   0.924934   1.23162e-15
6.232   0.924534   8.78023e-16
6.312   0.924141   6.26029e-16
6.392   0.923756   4.46417e-16
6.472   0.923378   3.18378e-16
6.552   0.923007   2.27092e-16
6.632   0.922643   1.62e-16
6.712   0.922286   1.1558e-16
6.792   0.921935   8.24708e-17
6.872   0.92159   5.88533e-17
6.952   0.921252   4.20042e-17
7.032   0.92092   2.99822e-17
7.112   0.920593   2.14035e-17
7.192   0.920272   1.5281e-17
7.272   0.919957   1.09111e-17
7.352   0.919648   7.79169e-18
7.432   0.919343   5.56468e-18
7.512   0.919044   3.9746e-18
7.592   0.91875   2.83917e-18
7.672   0.918461   2.0283e-18
7.752   0.918177   1.44916e-18
7.832   0.917897   1.03548e-18
7.912   0.917622   7.39964e-19
7.992   0.917352   5.27724e-19
r15       rhos15       gamma15  
0   1   0.00042243 
0.024   0.998728   0.000360623
0.056   0.997496   0.000307921
0.088   0.996304   0.000262971
0.12   0.995149   0.000224626
0.152   0.99403   0.000191906
0.184   0.992946   0.000163982
0.216   0.991896   0.000140145
0.248   0.990878   0.000119793
0.28   0.989891   0.000102414
0.312   0.988933   8.75693e-05
0.344   0.988004   7.48882e-05
0.376   0.987103   6.40532e-05
0.408   0.986229   5.47939e-05
0.44   0.98538   4.68799e-05
0.472   0.984556   4.01147e-05
0.504   0.983756   3.43306e-05
0.536   0.982979   2.93845e-05
0.568   0.982224   2.51545e-05
0.6   0.981491   2.15364e-05
0.632   0.980779   1.84412e-05
0.664   0.980086   1.5793e-05
0.696   0.979413   1.35269e-05
0.728   0.978759   1.15876e-05
0.76   0.978123   9.92776e-06
0.792   0.977504   8.50689e-06
0.872   0.976029   5.78573e-06
0.952   0.974652   3.93909e-06
1.032   0.973363   2.68507e-06
1.112   0.972156   1.83292e-06
1.192   0.971023   1.25346e-06
1.272   0.969957   8.59154e-07
1.352   0.968952   5.90622e-07
1.432   0.968   4.0757e-07
1.512   0.967096   2.82629e-07
1.592   0.966232   1.97205e-07
1.672   0.965401   1.38658e-07
1.752   0.964594   9.83903e-08
1.832   0.963803   7.05559e-08
1.912   0.963019   5.11797e-08
1.992   0.962233   3.75618e-08
2.072   0.961436   2.78716e-08
2.152   0.96062   2.08719e-08
2.232   0.959776   1.57303e-08
2.312   0.958901   1.189e-08
2.392   0.957992   8.97995e-09
2.472   0.95705   6.75286e-09
2.552   0.956079   5.04199e-09
2.632   0.955087   3.73118e-09
2.712   0.954082   2.73512e-09
2.792   0.953074   1.98725e-09
2.872   0.952071   1.43321e-09
2.952   0.951079   1.02789e-09
3.032   0.950104   7.34393e-10
3.112   0.949147   5.23422e-10
3.192   0.948211   3.72489e-10
3.272   0.947295   2.64821e-10
3.352   0.946401   1.88153e-10
3.432   0.945527   1.33624e-10
3.512   0.944675   9.48709e-11
3.592   0.943843   6.73448e-11
3.672   0.943031   4.78004e-11
3.752   0.942239   3.39268e-11
3.832   0.941466   2.40801e-11
3.912   0.940712   1.7092e-11
3.992   0.939976   1.21329e-11
4.072   0.939258   8.61342e-12
4.152   0.938556   6.11561e-12
4.232   0.937871   4.34271e-12
4.312   0.937202   3.08422e-12
4.392   0.936549   2.19076e-12
4.472   0.935911   1.55637e-12
4.552   0.935287   1.10587e-12
4.632   0.934678   7.85895e-13
4.712   0.934082   5.58598e-13
4.792   0.9335   3.97107e-13
4.872   0.93293   2.82352e-13
4.952   0.932373   2.00792e-13
5.032   0.931828   1.42816e-13
5.112   0.931295   1.01597e-13
5.192   0.930774   7.22859e-14
5.272   0.930263   5.144e-14
5.352   0.929763   3.66116e-14
5.432   0.929273   2.60619e-14
5.512   0.928794   1.85551e-14
5.592   0.928324   1.32126e-14
5.672   0.927864   9.40975e-15
5.752   0.927413   6.70248e-15
5.832   0.926971   4.77483e-15
5.912   0.926538   3.40207e-15
5.992   0.926114   2.42433e-15
6.072   0.925697   1.72784e-15
6.152   0.925289   1.23161e-15
6.232   0.924889   8.78019e-16
6.312   0.924496   6.26027e-16
6.392   0.92411   4.46416e-16
6.472   0.923732   3.18378e-16
6.552   0.923361   2.27092e-16
6.632   0.922997   1.62e-16
6.712   0.922639   1.15579e-16
6.792   0.922288   8.24707e-17
6.872   0.921943   5.88532e-17
6.952   0.921605   4.20041e-17
7.032   0.921272   2.99822e-17
7.112   0.920945   2.14035e-17
7.192   0.920624   1.5281e-17
7.272   0.920309   1.09111e-17
7.352   0.919999   7.79169e-18
7.432   0.919694   5.56468e-18
7.512   0.919395   3.9746e-18
7.592   0.919101   2.83917e-18
7.672   0.918811   2.0283e-18
7.752   0.918527   1.44916e-18
7.832   0.918247   1.03548e-18
7.912   0.917972   7.39964e-19
7.992   0.917701   5.27715e-19
r16       rhos16       gamma16  
0   1   0.00042243 
0.024   0.998728   0.000360622
0.056   0.997496   0.00030792
0.088   0.996304   0.00026297
0.12   0.995149   0.000224624
0.152   0.99403   0.000191905
0.184   0.992946   0.000163981
0.216   0.991896   0.000140144
0.248   0.990878   0.000119792
0.28   0.989891   0.000102412
0.312   0.988933   8.75673e-05
0.344   0.988005   7.48862e-05
0.376   0.987103   6.4051e-05
0.408   0.986229   5.47917e-05
0.44   0.98538   4.68777e-05
0.472   0.984556   4.01124e-05
0.504   0.983756   3.43283e-05
0.536   0.98298   2.93822e-05
0.568   0.982225   2.51522e-05
0.6   0.981492   2.15341e-05
0.632   0.980779   1.84388e-05
0.664   0.980087   1.57906e-05
0.696   0.979414   1.35246e-05
0.728   0.97876   1.15853e-05
0.76   0.978124   9.9254e-06
0.792   0.977505   8.50453e-06
0.872   0.976031   5.78339e-06
0.952   0.974654   3.93678e-06
1.032   0.973366   2.6828e-06
1.112   0.97216   1.8307e-06
1.192   0.971029   1.2513e-06
1.272   0.969965   8.57072e-07
1.352   0.968963   5.88626e-07
1.432   0.968015   4.05671e-07
1.512   0.967116   2.80839e-07
1.592   0.966258   1.95536e-07
1.672   0.965434   1.3712e-07
1.752   0.964637   9.69944e-08
1.832   0.963859   6.93097e-08
1.912   0.96309   5.00887e-08
1.992   0.962322   3.66281e-08
2.072   0.961546   2.70933e-08
2.152   0.960753   2.02427e-08
2.232   0.959935   1.52393e-08
2.312   0.959087   1.15219e-08
2.392   0.958205   8.71627e-09
2.472   0.957289   6.57341e-09
2.552   0.956342   4.9265e-09
2.632   0.95537   3.66111e-09
2.712   0.954381   2.69502e-09
2.792   0.953386   1.96547e-09
2.872   0.952392   1.42179e-09
2.952   0.951406   1.02198e-09
3.032   0.950435   7.3129e-10
3.112   0.949481   5.21742e-10
3.192   0.948547   3.7155e-10
3.272   0.947633   2.64284e-10
3.352   0.946739   1.87842e-10
3.432   0.945867   1.33442e-10
3.512   0.945015   9.47638e-11
3.592   0.944183   6.72814e-11
3.672   0.943372   4.77628e-11
3.752   0.94258   3.39044e-11
3.832   0.941807   2.40667e-11
3.912   0.941052   1.7084e-11
3.992   0.940316   1.21281e-11
4.072   0.939597   8.61055e-12
4.152   0.938895   6.11389e-12
4.232   0.93821   4.34168e-12
4.312   0.937541   3.0836e-12
4.392   0.936887   2.19039e-12
4.472   0.936249   1.55615e-12
4.552   0.935625   1.10573e-12
4.632   0.935015   7.85813e-13
4.712   0.934419   5.58548e-13
4.792   0.933836   3.97077e-13
4.872   0.933266   2.82334e-13
4.952   0.932709   2.00781e-13
5.032   0.932164   1.42809e-13
5.112   0.93163   1.01593e-13
5.192   0.931108   7.22835e-14
5.272   0.930597   5.14385e-14
5.352   0.930097   3.66107e-14
5.432   0.929607   2.60613e-14
5.512   0.929127   1.85547e-14
5.592   0.928657   1.32124e-14
5.672   0.928197   9.40963e-15
5.752   0.927746   6.70241e-15
5.832   0.927303   4.77478e-15
5.912   0.92687   3.40205e-15
5.992   0.926445   2.42432e-15
6.072   0.926029   1.72783e-15
6.152   0.92562   1.23161e-15
6.232   0.925219   8.78016e-16
6.312   0.924826   6.26025e-16
6.392   0.92444   4.46414e-16
6.472   0.924062   3.18377e-16
6.552   0.923691   2.27091e-16
6.632   0.923326   1.61999e-16
6.712   0.922968   1.15579e-16
6.792   0.922617   8.24705e-17
6.872   0.922272   5.88532e-17
6.952   0.921933   4.20041e-17
7.032   0.9216   2.99822e-17
7.112   0.921273   2.14034e-17
7.192   0.920952   1.5281e-17
7.272   0.920636   1.09111e-17
7.352   0.920326   7.79169e-18
7.432   0.920021   5.56468e-18
7.512   0.919722   3.9746e-18
7.592   0.919427   2.83917e-18
7.672   0.919138   2.0283e-18
7.752   0.918853   1.44916e-18
7.832   0.918573   1.03548e-18
7.912   0.918298   7.39964e-19
7.992   0.918027   5.27707e-19
r17       rhos17       gamma17  
0   1   0.00042243 
0.024   0.998728   0.000360622
0.056   0.997496   0.000307919
0.088   0.996304   0.000262969
0.12   0.995149   0.000224623
0.152   0.99403   0.000191904
0.184   0.992946   0.000163979
0.216   0.991896   0.000140142
0.248   0.990878   0.00011979
0.28   0.989891   0.00010241
0.312   0.988933   8.75657e-05
0.344   0.988005   7.48845e-05
0.376   0.987104   6.40493e-05
0.408   0.986229   5.47899e-05
0.44   0.985381   4.68759e-05
0.472   0.984557   4.01106e-05
0.504   0.983757   3.43264e-05
0.536   0.98298   2.93803e-05
0.568   0.982225   2.51503e-05
0.6   0.981492   2.15321e-05
0.632   0.98078   1.84369e-05
0.664   0.980088   1.57887e-05
0.696   0.979415   1.35226e-05
0.728   0.978761   1.15833e-05
0.76   0.978125   9.92343e-06
0.792   0.977506   8.50257e-06
0.872   0.976032   5.78144e-06
0.952   0.974656   3.93485e-06
1.032   0.973369   2.6809e-06
1.112   0.972164   1.82885e-06
1.192   0.971034   1.2495e-06
1.272   0.969972   8.55327e-07
1.352   0.968972   5.86948e-07
1.432   0.968027   4.04069e-07
1.512   0.967132   2.79324e-07
1.592   0.96628   1.94117e-07
1.672   0.965463   1.35807e-07
1.752   0.964674   9.57953e-08
1.832   0.963906   6.82319e-08
1.912   0.963151   4.91378e-08
1.992   0.962398   3.58069e-08
2.072   0.96164   2.64015e-08
2.152   0.960868   1.96766e-08
2.232   0.960074   1.47911e-08
2.312   0.959251   1.11804e-08
2.392   0.958394   8.46722e-09
2.472   0.957503   6.40044e-09
2.552   0.956579   4.81271e-09
2.632   0.955628   3.59047e-09
2.712   0.954656   2.6537e-09
2.792   0.953673   1.94259e-09
2.872   0.952689   1.40967e-09
2.952   0.95171   1.01569e-09
3.032   0.950743   7.28016e-10
3.112   0.949793   5.19992e-10
3.192   0.94886   3.70583e-10
3.272   0.947948   2.63736e-10
3.352   0.947056   1.87526e-10
3.432   0.946184   1.33257e-10
3.512   0.945332   9.46552e-11
3.592   0.944501   6.72173e-11
3.672   0.94369   4.77248e-11
3.752   0.942898   3.38818e-11
3.832   0.942125   2.40532e-11
3.912   0.94137   1.7076e-11
3.992   0.940634   1.21233e-11
4.072   0.939915   8.60767e-12
4.152   0.939213   6.11215e-12
4.232   0.938527   4.34064e-12
4.312   0.937858   3.08297e-12
4.392   0.937204   2.19001e-12
4.472   0.936565   1.55592e-12
4.552   0.935941   1.10559e-12
4.632   0.93533   7.8573e-13
4.712   0.934734   5.58499e-13
4.792   0.934151   3.97047e-13
4.872   0.933581   2.82315e-13
4.952   0.933023   2.0077e-13
5.032   0.932477   1.42803e-13
5.112   0.931944   1.01588e-13
5.192   0.931421   7.22811e-14
5.272   0.93091   5.1437e-14
5.352   0.930409   3.66098e-14
5.432   0.929919   2.60608e-14
5.512   0.929439   1.85544e-14
5.592   0.928969   1.32122e-14
5.672   0.928508   9.40951e-15
5.752   0.928056   6.70233e-15
5.832   0.927614   4.77474e-15
5.912   0.92718   3.40202e-15
5.992   0.926755   2.4243e-15
6.072   0.926338   1.72782e-15
6.152   0.925929   1.2316e-15
6.232   0.925528   8.78012e-16
6.312   0.925135   6.26023e-16
6.392   0.924749   4.46413e-16
6.472   0.92437   3.18376e-16
6.552   0.923999   2.27091e-16
6.632   0.923634   1.61999e-16
6.712   0.923276   1.15579e-16
6.792   0.922924   8.24704e-17
6.872   0.922579   5.88531e-17
6.952   0.92224   4.2004e-17
7.032   0.921907   2.99821e-17
7.112   0.921579   2.14034e-17
7.192   0.921258   1.5281e-17
7.272   0.920942   1.09111e-17
7.352   0.920632   7.79168e-18
7.432   0.920327   5.56468e-18
7.512   0.920027   3.9746e-18
7.592   0.919732   2.83917e-18
7.672   0.919443   2.0283e-18
7.752   0.919158   1.44916e-18
7.832   0.918878   1.03548e-18
7.912   0.918602   7.39964e-19
7.992   0.918331   5.277e-19
r18       rhos18       gamma18  
0   1   0.00042243 
0.024   0.998728   0.000360622
0.056   0.997496   0.000307919
0.088   0.996304   0.000262969
0.12   0.995149   0.000224623
0.152   0.99403   0.000191903
0.184   0.992947   0.000163978
0.216   0.991896   0.000140141
0.248   0.990878   0.000119789
0.28   0.989891   0.000102409
0.312   0.988933   8.75643e-05
0.344   0.988005   7.4883e-05
0.376   0.987104   6.40478e-05
0.408   0.986229   5.47884e-05
0.44   0.985381   4.68743e-05
0.472   0.984557   4.0109e-05
0.504   0.983757   3.43248e-05
0.536   0.98298   2.93787e-05
0.568   0.982225   2.51487e-05
0.6   0.981492   2.15305e-05
0.632   0.98078   1.84353e-05
0.664   0.980088   1.5787e-05
0.696   0.979415   1.3521e-05
0.728   0.978761   1.15817e-05
0.76   0.978125   9.92179e-06
0.792   0.977507   8.50092e-06
0.872   0.976034   5.7798e-06
0.952   0.974658   3.93323e-06
1.032   0.973371   2.67931e-06
1.112   0.972167   1.82728e-06
1.192   0.971038   1.24798e-06
1.272   0.969977   8.53849e-07
1.352   0.968979   5.85524e-07
1.432   0.968038   4.02707e-07
1.512   0.967146   2.78031e-07
1.592   0.966298   1.92902e-07
1.672   0.965487   1.34677e-07
1.752   0.964706   9.47583e-08
1.832   0.963947   6.72943e-08
1.912   0.963203   4.83047e-08
1.992   0.962464   3.50815e-08
2.072   0.961723   2.57848e-08
2.152   0.960969   1.91662e-08
2.232   0.960196   1.4382e-08
2.312   0.959396   1.08642e-08
2.392   0.958563   8.23276e-09
2.472   0.957696   6.23458e-09
2.552   0.956794   4.70137e-09
2.632   0.955863   3.51986e-09
2.712   0.954908   2.6115e-09
2.792   0.953939   1.91878e-09
2.872   0.952964   1.39687e-09
2.952   0.951993   1.00903e-09
3.032   0.951031   7.2456e-10
3.112   0.950084   5.18165e-10
3.192   0.949154   3.69586e-10
3.272   0.948243   2.63175e-10
3.352   0.947352   1.87203e-10
3.432   0.946481   1.3307e-10
3.512   0.94563   9.45453e-11
3.592   0.944799   6.71525e-11
3.672   0.943988   4.76864e-11
3.752   0.943196   3.3859e-11
3.832   0.942423   2.40397e-11
3.912   0.941668   1.70679e-11
3.992   0.940932   1.21184e-11
4.072   0.940213   8.60476e-12
4.152   0.93951   6.11041e-12
4.232   0.938825   4.33959e-12
4.312   0.938155   3.08234e-12
4.392   0.937501   2.18963e-12
4.472   0.936861   1.55569e-12
4.552   0.936237   1.10546e-12
4.632   0.935626   7.85648e-13
4.712   0.93503   5.58449e-13
4.792   0.934446   3.97017e-13
4.872   0.933876   2.82297e-13
4.952   0.933318   2.00759e-13
5.032   0.932772   1.42796e-13
5.112   0.932238   1.01584e-13
5.192   0.931715   7.22787e-14
5.272   0.931203   5.14356e-14
5.352   0.930702   3.66089e-14
5.432   0.930212   2.60603e-14
5.512   0.929731   1.85541e-14
5.592   0.929261   1.3212e-14
5.672   0.9288   9.40939e-15
5.752   0.928348   6.70226e-15
5.832   0.927905   4.7747e-15
5.912   0.927471   3.40199e-15
5.992   0.927046   2.42429e-15
6.072   0.926629   1.72781e-15
6.152   0.92622   1.23159e-15
6.232   0.925818   8.78009e-16
6.312   0.925425   6.2602e-16
6.392   0.925039   4.46412e-16
6.472   0.92466   3.18375e-16
6.552   0.924288   2.2709e-16
6.632   0.923923   1.61999e-16
6.712   0.923564   1.15579e-16
6.792   0.923212   8.24703e-17
6.872   0.922867   5.8853e-17
6.952   0.922528   4.2004e-17
7.032   0.922194   2.99821e-17
7.112   0.921867   2.14034e-17
7.192   0.921545   1.5281e-17
7.272   0.921229   1.09111e-17
7.352   0.920919   7.79168e-18
7.432   0.920614   5.56467e-18
7.512   0.920314   3.9746e-18
7.592   0.920019   2.83917e-18
7.672   0.919729   2.0283e-18
7.752   0.919444   1.44916e-18
7.832   0.919163   1.03548e-18
7.912   0.918888   7.39964e-19
7.992   0.918617   5.27693e-19
r19       rhos19       gamma19  
0   1   0.00042243 
0.024   0.998728   0.000360622
0.056   0.997496   0.000307918
0.088   0.996304   0.000262968
0.12   0.995149   0.000224622
0.152   0.99403   0.000191902
0.184   0.992947   0.000163977
0.216   0.991896   0.00014014
0.248   0.990878   0.000119788
0.28   0.989891   0.000102408
0.312   0.988933   8.75632e-05
0.344   0.988005   7.48818e-05
0.376   0.987104   6.40466e-05
0.408   0.986229   5.47871e-05
0.44   0.985381   4.6873e-05
0.472   0.984557   4.01077e-05
0.504   0.983757   3.43235e-05
0.536   0.98298   2.93774e-05
0.568   0.982226   2.51473e-05
0.6   0.981493   2.15291e-05
0.632   0.980781   1.84339e-05
0.664   0.980088   1.57856e-05
0.696   0.979416   1.35196e-05
0.728   0.978762   1.15803e-05
0.76   0.978126   9.92039e-06
0.792   0.977508   8.49953e-06
0.872   0.976035   5.77841e-06
0.952   0.974659   3.93186e-06
1.032   0.973373   2.67795e-06
1.112   0.97217   1.82595e-06
1.192   0.971041   1.24668e-06
1.272   0.969982   8.52587e-07
1.352   0.968986   5.84306e-07
1.432   0.968047   4.01539e-07
1.512   0.967158   2.76919e-07
1.592   0.966314   1.91853e-07
1.672   0.965508   1.33699e-07
1.752   0.964733   9.38559e-08
1.832   0.963982   6.6474e-08
1.912   0.963248   4.75713e-08
1.992   0.962522   3.44383e-08
2.072   0.961795   2.52332e-08
2.152   0.961058   1.87054e-08
2.232   0.960304   1.40084e-08
2.312   0.959525   1.05716e-08
2.392   0.958714   8.01255e-09
2.472   0.957869   6.07618e-09
2.552   0.95699   4.59305e-09
2.632   0.956078   3.44979e-09
2.712   0.95514   2.56876e-09
2.792   0.954185   1.8942e-09
2.872   0.953221   1.38346e-09
2.952   0.952257   1.00198e-09
3.032   0.9513   7.20914e-10
3.112   0.950357   5.16255e-10
3.192   0.949429   3.68555e-10
3.272   0.94852   2.626e-10
3.352   0.94763   1.86875e-10
3.432   0.94676   1.3288e-10
3.512   0.94591   9.44341e-11
3.592   0.94508   6.7087e-11
3.672   0.944269   4.76477e-11
3.752   0.943477   3.3836e-11
3.832   0.942704   2.4026e-11
3.912   0.941949   1.70597e-11
3.992   0.941212   1.21135e-11
4.072   0.940493   8.60184e-12
4.152   0.939791   6.10866e-12
4.232   0.939105   4.33854e-12
4.312   0.938435   3.08171e-12
4.392   0.93778   2.18925e-12
4.472   0.937141   1.55546e-12
4.552   0.936516   1.10532e-12
4.632   0.935905   7.85564e-13
4.712   0.935308   5.58398e-13
4.792   0.934724   3.96987e-13
4.872   0.934153   2.82279e-13
4.952   0.933595   2.00748e-13
5.032   0.933049   1.42789e-13
5.112   0.932514   1.0158e-13
5.192   0.931991   7.22762e-14
5.272   0.931479   5.14341e-14
5.352   0.930978   3.6608e-14
5.432   0.930487   2.60597e-14
5.512   0.930007   1.85537e-14
5.592   0.929536   1.32118e-14
5.672   0.929075   9.40927e-15
5.752   0.928623   6.70219e-15
5.832   0.92818   4.77465e-15
5.912   0.927745   3.40197e-15
5.992   0.92732   2.42427e-15
6.072   0.926902   1.7278e-15
6.152   0.926493   1.23159e-15
6.232   0.926092   8.78005e-16
6.312   0.925698   6.26018e-16
6.392   0.925311   4.4641e-16
6.472   0.924932   3.18374e-16
6.552   0.92456   2.2709e-16
6.632   0.924195   1.61998e-16
6.712   0.923836   1.15579e-16
6.792   0.923484   8.24702e-17
6.872   0.923139   5.8853e-17
6.952   0.922799   4.2004e-17
7.032   0.922466   2.99821e-17
7.112   0.922138   2.14034e-17
7.192   0.921816   1.5281e-17
7.272   0.9215   1.09111e-17
7.352   0.921189   7.79168e-18
7.432   0.920884   5.56467e-18
7.512   0.920584   3.9746e-18
7.592   0.920289   2.83917e-18
7.672   0.919999   2.0283e-18
7.752   0.919713   1.44916e-18
7.832   0.919433   1.03548e-18
7.912   0.919157   7.39964e-19
7.992   0.918886   5.27686e-19
r20       rhos20       gamma20  
0   1   0.00042243 
0.024   0.998728   0.000360621
0.056   0.997496   0.000307918
0.088   0.996304   0.000262968
0.12   0.995149   0.000224621
0.152   0.99403   0.000191901
0.184   0.992947   0.000163977
0.216   0.991896   0.000140139
0.248   0.990878   0.000119787
0.28   0.989891   0.000102407
0.312   0.988933   8.75622e-05
0.344   0.988005   7.48808e-05
0.376   0.987104   6.40455e-05
0.408   0.986229   5.47861e-05
0.44   0.985381   4.68719e-05
0.472   0.984557   4.01066e-05
0.504   0.983757   3.43223e-05
0.536   0.98298   2.93762e-05
0.568   0.982226   2.51461e-05
0.6   0.981493   2.15279e-05
0.632   0.980781   1.84327e-05
0.664   0.980089   1.57845e-05
0.696   0.979416   1.35184e-05
0.728   0.978762   1.15791e-05
0.76   0.978126   9.9192e-06
0.792   0.977508   8.49833e-06
0.872   0.976035   5.77723e-06
0.952   0.97466   3.93068e-06
1.032   0.973375   2.67679e-06
1.112   0.972172   1.82481e-06
1.192   0.971044   1.24556e-06
1.272   0.969986   8.51502e-07
1.352   0.968992   5.83256e-07
1.432   0.968054   4.00529e-07
1.512   0.967168   2.75956e-07
1.592   0.966327   1.90943e-07
1.672   0.965526   1.32846e-07
1.752   0.964756   9.30661e-08
1.832   0.964013   6.57527e-08
1.912   0.963287   4.69227e-08
1.992   0.962572   3.38657e-08
2.072   0.961858   2.47384e-08
2.152   0.961137   1.82883e-08
2.232   0.9604   1.36668e-08
2.312   0.95964   1.03009e-08
2.392   0.95885   7.80607e-09
2.472   0.958027   5.92537e-09
2.552   0.957168   4.48814e-09
2.632   0.956275   3.38066e-09
2.712   0.955355   2.52577e-09
2.792   0.954413   1.86901e-09
2.872   0.95346   1.36949e-09
2.952   0.952504   9.94572e-10
3.032   0.951553   7.17072e-10
3.112   0.950614   5.14255e-10
3.192   0.949689   3.67487e-10
3.272   0.948782   2.6201e-10
3.352   0.947893   1.86541e-10
3.432   0.947024   1.32687e-10
3.512   0.946174   9.43215e-11
3.592   0.945344   6.70209e-11
3.672   0.944534   4.76086e-11
3.752   0.943742   3.38128e-11
3.832   0.942969   2.40122e-11
3.912   0.942214   1.70515e-11
3.992   0.941477   1.21086e-11
4.072   0.940758   8.5989e-12
4.152   0.940055   6.1069e-12
4.232   0.939369   4.33748e-12
4.312   0.938699   3.08107e-12
4.392   0.938044   2.18887e-12
4.472   0.937405   1.55523e-12
4.552   0.936779   1.10518e-12
4.632   0.936168   7.85481e-13
4.712   0.935571   5.58348e-13
4.792   0.934987   3.96956e-13
4.872   0.934416   2.8226e-13
4.952   0.933857   2.00737e-13
5.032   0.933311   1.42782e-13
5.112   0.932776   1.01576e-13
5.192   0.932253   7.22738e-14
5.272   0.931741   5.14326e-14
5.352   0.931239   3.66071e-14
5.432   0.930748   2.60592e-14
5.512   0.930267   1.85534e-14
5.592   0.929796   1.32116e-14
5.672   0.929334   9.40915e-15
5.752   0.928882   6.70212e-15
5.832   0.928439   4.77461e-15
5.912   0.928005   3.40194e-15
5.992   0.927579   2.42425e-15
6.072   0.927161   1.72779e-15
6.152   0.926751   1.23158e-15
6.232   0.92635   8.78001e-16
6.312   0.925956   6.26016e-16
6.392   0.925569   4.46409e-16
6.472   0.92519   3.18374e-16
6.552   0.924817   2.27089e-16
6.632   0.924452   1.61998e-16
6.712   0.924093   1.15578e-16
6.792   0.923741   8.24701e-17
6.872   0.923395   5.88529e-17
6.952   0.923055   4.20039e-17
7.032   0.922722   2.99821e-17
7.112   0.922394   2.14034e-17
7.192   0.922072   1.5281e-17
7.272   0.921756   1.09111e-17
7.352   0.921445   7.79167e-18
7.432   0.921139   5.56467e-18
7.512   0.920839   3.9746e-18
7.592   0.920544   2.83917e-18
7.672   0.920253   2.0283e-18
7.752   0.919968   1.44916e-18
7.832   0.919687   1.03548e-18
7.912   0.919411   7.39964e-19
7.992   0.91914   5.27679e-19
r21       rhos21       gamma21  
0   1   0.00042243 
0.024   0.998728   0.000360621
0.056   0.997496   0.000307918
0.088   0.996304   0.000262967
0.12   0.995149   0.000224621
0.152   0.99403   0.000191901
0.184   0.992947   0.000163976
0.216   0.991896   0.000140138
0.248   0.990878   0.000119786
0.28   0.989891   0.000102406
0.312   0.988934   8.75613e-05
0.344   0.988005   7.48799e-05
0.376   0.987104   6.40446e-05
0.408   0.98623   5.47851e-05
0.44   0.985381   4.6871e-05
0.472   0.984557   4.01056e-05
0.504   0.983757   3.43213e-05
0.536   0.982981   2.93752e-05
0.568   0.982226   2.51451e-05
0.6   0.981493   2.15269e-05
0.632   0.980781   1.84317e-05
0.664   0.980089   1.57834e-05
0.696   0.979416   1.35174e-05
0.728   0.978763   1.1578e-05
0.76   0.978127   9.91817e-06
0.792   0.977509   8.49731e-06
0.872   0.976036   5.7762e-06
0.952   0.974661   3.92967e-06
1.032   0.973376   2.67579e-06
1.112   0.972174   1.82383e-06
1.192   0.971047   1.2446e-06
1.272   0.96999   8.50562e-07
1.352   0.968997   5.82345e-07
1.432   0.968061   3.99652e-07
1.512   0.967177   2.75117e-07
1.592   0.966339   1.90147e-07
1.672   0.965541   1.32098e-07
1.752   0.964777   9.23712e-08
1.832   0.96404   6.51152e-08
1.912   0.963322   4.63466e-08
1.992   0.962616   3.33542e-08
2.072   0.961914   2.42933e-08
2.152   0.961206   1.791e-08
2.232   0.960486   1.3354e-08
2.312   0.959743   1.00505e-08
2.392   0.958973   7.61266e-09
2.472   0.958169   5.78211e-09
2.552   0.95733   4.38693e-09
2.632   0.956457   3.3128e-09
2.712   0.955553   2.4828e-09
2.792   0.954626   1.84336e-09
2.872   0.953684   1.35504e-09
2.952   0.952736   9.86815e-10
3.032   0.951792   7.13032e-10
3.112   0.950856   5.12161e-10
3.192   0.949934   3.66379e-10
3.272   0.949029   2.61405e-10
3.352   0.948142   1.862e-10
3.432   0.947273   1.32491e-10
3.512   0.946424   9.42075e-11
3.592   0.945595   6.6954e-11
3.672   0.944785   4.75692e-11
3.752   0.943993   3.37895e-11
3.832   0.94322   2.39983e-11
3.912   0.942465   1.70432e-11
3.992   0.941729   1.21037e-11
4.072   0.941009   8.59594e-12
4.152   0.940306   6.10512e-12
4.232   0.93962   4.33642e-12
4.312   0.938949   3.08043e-12
4.392   0.938294   2.18848e-12
4.472   0.937654   1.555e-12
4.552   0.937029   1.10504e-12
4.632   0.936418   7.85396e-13
4.712   0.93582   5.58297e-13
4.792   0.935236   3.96926e-13
4.872   0.934665   2.82242e-13
4.952   0.934106   2.00726e-13
5.032   0.933559   1.42776e-13
5.112   0.933024   1.01572e-13
