?   rhosum  Kout/K0c
0	0.000235875	0.886966
5.625e-09	0.000235875	0.88089
1.125e-08	0.000235875	0.88089
1.6875e-08	0.000235875	0.88089
2.25e-08	0.000235875	0.88089
2.8125e-08	0.000235875	0.88089
3.375e-08	0.000235875	0.88089
3.9375e-08	0.000235875	0.88089
4.5e-08	0.000235875	0.88089
5.0625e-08	0.000235875	0.88089
5.625e-08	0.000235875	0.88089
6.1875e-08	0.000235875	0.88089
6.75e-08	0.000235875	0.88089
7.3125e-08	0.000235875	0.88089
7.875e-08	0.000235875	0.88089
8.4375e-08	0.000235875	0.88089
9e-08	0.000235875	0.88089
9.5625e-08	0.000235875	0.88089
1.0125e-07	0.000235875	0.88089
1.06875e-07	0.000235875	0.88089
1.125e-07	0.000235875	0.88089
1.18125e-07	0.000235875	0.88089
1.2375e-07	0.000235874	0.88089
1.29375e-07	0.000235876	0.88089
1.35e-07	0.000235873	0.88089
1.40625e-07	0.000235877	0.88089
1.4625e-07	0.000235871	0.880891
1.51875e-07	0.000235881	0.880889
1.575e-07	0.000235865	0.880892
1.63125e-07	0.000235891	0.880888
1.6875e-07	0.000235848	0.880894
1.74375e-07	0.000235918	0.880884
1.8e-07	0.000235803	0.880901
1.85625e-07	0.000235993	0.880872
1.9125e-07	0.000235678	0.88092
1.96875e-07	0.0002362	0.880841
2.025e-07	0.000235334	0.880972
2.08125e-07	0.000236773	0.880754
2.1375e-07	0.00023438	0.881117
2.19375e-07	0.000238361	0.880513
2.25e-07	0.000231731	0.881518
2.30625e-07	0.000242785	0.879844
2.3625e-07	0.00022434	0.882641
2.41875e-07	0.000255145	0.87798
2.475e-07	0.000203667	0.885798
2.53125e-07	0.000289783	0.872798
2.5875e-07	0.000145694	0.894772
2.64375e-07	0.000387171	0.85853
2.7e-07	-1.71471e-05	0.915691
2.75625e-07	0.000662168	0.709354
2.8125e-07	-0.000474651	-0.29508
2.86875e-07	0.00143874	0.262183
2.925e-07	-0.00176989	-nan
2.98125e-07	-nan	-nan
3.0375e-07	-nan	-nan
3.09375e-07	-nan	-nan
3.15e-07	-nan	-nan
3.20625e-07	-nan	-nan
3.2625e-07	-nan	-nan
3.31875e-07	-nan	-nan
3.375e-07	-nan	-nan
3.43125e-07	-nan	-nan
3.4875e-07	-nan	-nan
3.54375e-07	-nan	-nan
3.6e-07	-nan	-nan
3.65625e-07	-nan	-nan
3.7125e-07	-nan	-nan
3.76875e-07	-nan	-nan
3.825e-07	-nan	-nan
3.88125e-07	-nan	-nan
3.9375e-07	-nan	-nan
