1.0499	8.6537
1.0601	8.6561
1.0700	8.6585
1.0799	8.6577
1.0901	8.6601
1.1000	8.6626
1.11	8.665
1.1202	8.6642
1.1301	8.6634
1.14	8.6658
1.1502	8.6650
1.1601	8.6706
1.1700	8.6698
1.1799	8.6691
1.1901	8.6715
1.2000	8.6739
1.2099	8.6731
1.2202	8.6755
1.2301	8.6747
1.24	8.6739
1.2502	8.6763
1.2601	8.6787
1.27	8.6748
1.2802	8.6772
1.2901	8.6764
1.3000	8.682
1.3099	8.6812
1.3201	8.6804
1.3300	8.6796
1.3399	8.6821
1.3502	8.6813
1.3601	8.6837
1.37	8.6797
1.3802	8.6821
1.3901	8.6813
1.4	8.6806
1.4102	8.6829
1.4201	8.6822
1.4300	8.6814
1.4399	8.6806
1.4501	8.6798
1.4600	8.6822
1.4699	8.6783
1.4801	8.6775
1.4900	8.6767
1.4999	8.6727
1.5102	8.6719
1.5201	8.6743
1.53	8.6736
1.5402	8.6728
1.5501	8.672
1.56	8.6680
1.5702	8.6672
1.5801	8.6664
1.59	8.6625
1.5999	8.6617
1.6101	8.6577
1.6200	8.6537
1.6299	8.653
1.6401	8.6458
1.6500	8.6418
1.6599	8.6378
1.6701	8.6275
1.6800	8.6203
1.6899	8.6131
1.7001	8.6028
1.7100	8.5956
1.7199	8.5852
1.7301	8.5717
1.7400	8.5581
1.7499	8.5478
1.7601	8.5342
1.77	8.5175
1.7802	8.4975
1.7901	8.4776
1.7999	8.4545
1.8101	8.4345
1.8200	8.4114
1.8302	8.3819
1.8401	8.3524
1.8499	8.3261
1.8601	8.2901
1.87	8.2543
1.8802	8.2183
1.8900	8.1793
1.9002	8.137
1.9101	8.0947
1.9199	8.0460
1.9301	7.9942
1.9399	7.9487
1.9501	7.8968
1.9599	7.8386
1.9701	7.7771
1.9799	7.7157
1.9901	7.6479
1.9999	7.5769
2.0100	7.4995
2.0202	7.4221
2.03	7.3351
2.0401	7.2449
2.0499	7.1516
2.0600	7.0454
2.0701	6.9393
2.0799	6.83
2.09	6.7079
2.1001	6.5762
2.1101	6.4413
2.1199	6.3065
2.13	6.1557
2.14	5.9953
2.1500	5.8285
2.1601	5.6553
2.1701	5.4726
2.1801	5.2770
2.1901	5.0719
2.2001	4.8541
2.2004	4.8477
