1.0499	7.4789
1.0601	7.4845
1.0700	7.4837
1.0799	7.483
1.0902	7.4822
1.1001	7.4846
1.11	7.4838
1.1202	7.4830
1.1301	7.4854
1.14	7.4878
1.1502	7.4870
1.1601	7.4894
1.1700	7.4887
1.1799	7.4879
1.1901	7.4871
1.2000	7.4895
1.2099	7.4919
1.2202	7.4911
1.2301	7.4935
1.24	7.4928
1.2502	7.4952
1.2601	7.4944
1.27	7.4968
1.2802	7.4928
1.2901	7.4952
1.3000	7.4976
1.3099	7.4969
1.3201	7.4929
1.3300	7.4953
1.3399	7.4977
1.3502	7.4969
1.3601	7.4961
1.37	7.4985
1.3802	7.4946
1.3901	7.497
1.4	7.4994
1.4102	7.4986
1.4201	7.4978
1.4300	7.4970
1.4399	7.4963
1.4501	7.4955
1.4600	7.4947
1.4699	7.4843
1.4801	7.4803
1.4900	7.47
1.4999	7.4660
1.5101	7.4556
1.5200	7.4453
1.5299	7.4349
1.5401	7.4246
1.5500	7.4110
1.5602	7.3943
1.5701	7.3839
1.58	7.3672
1.5902	7.3504
1.6001	7.3337
1.6099	7.3137
1.6201	7.2906
1.6300	7.2643
1.6402	7.2411
1.6501	7.2084
1.6599	7.1789
1.6701	7.1398
1.68	7.1103
1.6902	7.0680
1.7000	7.0226
1.7102	6.9707
1.7200	6.9188
1.7302	6.8574
1.7400	6.8023
1.7502	6.7377
1.7600	6.6699
1.7701	6.5925
1.78	6.5183
1.7901	6.4313
1.8002	6.3411
1.8100	6.2446
1.8201	6.1448
1.8299	6.0355
1.8400	5.9166
1.8501	5.7945
1.8602	5.6628
1.8699	5.5312
1.88	5.3868
1.8900	5.2295
1.9001	5.0564
1.9101	4.8800
1.9201	4.6813
1.9301	4.4762
1.9401	4.2711
1.9501	4.0469
1.9601	3.8290
1.9700	3.592
1.98	3.3358
1.9803	3.3326
