1.0500	8.1940
1.0603	8.1996
1.0702	8.1988
1.0801	8.2012
1.0903	8.2004
1.1002	8.2028
1.1101	8.2021
1.1203	8.2013
1.1302	8.2005
1.1401	8.2029
1.1503	8.2053
1.1602	8.2013
1.1701	8.2037
1.1800	8.2062
1.1903	8.2054
1.2002	8.2078
1.2101	8.2102
1.2203	8.2094
1.2302	8.2086
1.2401	8.2110
1.2503	8.2039
1.2602	8.2127
1.2701	8.2087
1.2803	8.2079
1.2902	8.2103
1.3001	8.2095
1.3100	8.2087
1.3203	8.2111
1.3302	8.2104
1.3401	8.2128
1.3503	8.212
1.3602	8.2112
1.3701	8.2104
1.3803	8.2096
1.3902	8.2088
1.4001	8.2081
1.4103	8.2105
1.4202	8.2065
1.4301	8.2057
1.4404	8.2081
1.4503	8.2073
1.4602	8.2066
1.4701	8.2058
1.4803	8.205
1.4902	8.2042
1.5001	8.2066
1.5103	8.2026
1.5202	8.2019
1.5301	8.1979
1.5403	8.1971
1.5502	8.1931
1.5601	8.1892
1.5703	8.1852
1.5802	8.1812
1.5901	8.1772
1.6003	8.1700
1.6102	8.1629
1.6201	8.1557
1.6303	8.1485
1.6402	8.1414
1.6501	8.1310
1.6603	8.1206
1.6702	8.1071
1.6801	8.0967
1.6903	8.08
1.7002	8.0664
1.7101	8.0497
1.7203	8.0298
1.7301	8.0066
1.7403	7.9835
1.7502	7.9604
1.7601	7.9309
1.7703	7.9013
1.7801	7.8750
1.7903	7.8391
1.8002	7.8064
1.8101	7.7673
1.8202	7.7250
1.8301	7.686
1.8403	7.6373
1.8501	7.5918
1.8603	7.5367
1.8701	7.4817
1.8803	7.4266
1.8901	7.3652
1.9003	7.3006
1.9101	7.2359
1.9202	7.1617
1.9301	7.0875
1.9402	7.0069
1.9503	6.9231
1.9601	6.8362
1.9702	6.7396
1.9800	6.6399
1.9901	6.5274
2.0002	6.4148
2.0103	6.2927
2.0201	6.1707
2.0302	6.0358
2.0402	5.8945
2.0503	5.7341
2.0603	5.5769
2.0701	5.4102
2.0801	5.2242
2.0901	5.0383
2.1001	4.8396
2.1101	4.6313
2.1201	4.4070
2.1301	4.1796
2.1304	4.1764
