# Filename: 2Dvpt_K0cFind2_Plot_Op3363_K0.637_y0.150_step1000000.dat
# Source: 2Dvpt_K0cFind2_Plot.c
# Source version: 1 (2012 Jun 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=3, OpAa=3, OpB=6, OpC=3, B=124.025106721199264825, THETA=0.6, N=2, initialdl=1e-05, trajectorydl=0.0001, initialds=1e-05, trajectorydsMax=1e-05, uncertainty=1e-13, dataskipdl=100, dataskipds=999
# Option-dependent values: K=0.636619772367581382433, y=0.149999999999999994449, Kstar=                  -10, ystar=                  -10, c=                    0, Z=                    0, lambda=                    0, initialKdir=0, flowdir=1, Max_steps=1000000
# Initialized values: Deltas=0, Deltal=0, count_steps=0, count_passes=0, K0c=0, oldK0c=-100
# Input-file parameter: Cc=0
# step	K	y	path-length-l	path-length-s (in K-y-space)
0	0.63661977236758138	0.14999999999999999	0	0
1	0.63661977236758138	0.14999999999999999	2.07519e-317	0
2	0.63661476648558146	0.15000000000156619	6.63931e-07	5.00588e-06
3	0.63660976060363639	0.15000000000626484	1.32787e-06	1.00118e-05
4	0.63660475472174616	0.15000000001409605	1.99182e-06	1.50176e-05
5	0.63659974883991077	0.15000000002505992	2.65579e-06	2.00235e-05
6	0.63659474295813023	0.15000000003915653	3.31976e-06	2.50294e-05
7	0.63658973707640454	0.150000000056386	3.98374e-06	3.00353e-05
8	0.63658473119473369	0.15000000007674841	4.64774e-06	3.50412e-05
9	0.63657972531311768	0.15000000010024386	5.31174e-06	4.00471e-05
10	0.63657471943155641	0.15000000012687245	5.97575e-06	4.50529e-05
999	0.63162392972096426	0.15000157636972533	0.000667833	0.00499584
1998	0.62662313785862933	0.15000637891083185	0.00134698	0.00999664
2997	0.6216224047995057	0.15001451112228911	0.00203701	0.0149974
3996	0.61662173289562294	0.15002608026660899	0.00273818	0.0199981
4995	0.61162112473178143	0.15004119753437942	0.00345075	0.0249987
5994	0.60662058314462342	0.15005997821549183	0.00417497	0.0299993
6993	0.60162011124328818	0.15008254187910672	0.00491112	0.0349998
7992	0.59661971243178891	0.15010901256286815	0.00565947	0.0400003
8991	0.59161939043324885	0.15013951897191183	0.00642032	0.0450007
9990	0.58661914931619019	0.15017419468823887	0.00719396	0.050001
10989	0.58161899352302682	0.15021317839107753	0.00798069	0.0550013
11988	0.57661892790098812	0.15025661408888824	0.00878084	0.0600016
12987	0.57161895773566496	0.15030465136371113	0.00959472	0.0650018
13986	0.56661908878743816	0.15035744562860381	0.0104227	0.070002
14985	0.56161932733104325	0.15041515839896594	0.011265	0.075002
15984	0.55661968019856245	0.15047795757860419	0.0121222	0.0800021
16983	 0.55162015482616	0.15054601776143409	0.0129944	0.0850021
17982	0.54662075930490472	0.15061952054980593	0.0138822	0.090002
18981	0.54162150243607698	0.15069865489047266	0.0147859	0.0950019
19980	0.53662239379136201	0.15078361742931165	0.0157059	0.100002
20979	0.53162344377841408	0.15087461288597914	0.0166426	0.105002
21978	0.52662466371229411	0.15097185444975883	0.0175965	0.110001
22977	0.52162606589333627	0.15107556419795123	0.018568	0.115001
23976	0.51662766369209456	0.15118597353823668	0.0195575	0.120001
