# Filename: 3Dvlt_macro_Tv_Op12_Cc1.10_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.1, K0c=0.296468939006783, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
0.999995	5.01187e-06	10	4.4509	2.97561e-14	0	15.013	0.000681588	2.6056e-40
0.999994	6.30957e-06	10	5.19538	4.84768e-17	0	17.5241	0.000795592	4.24488e-43
0.999992	7.94328e-06	10	6.06438	2.31069e-20	0	20.4552	0.000928664	2.02335e-46
0.99999	1e-05	10	7.07873	2.62371e-24	0	23.8766	0.00108399	2.29745e-50
0.999987	1.25893e-05	10	8.26275	5.5827e-29	0	27.8702	0.00126531	4.8885e-55
0.999984	1.58489e-05	10	9.64482	1.68221e-34	0	32.5318	0.00147694	1.47303e-60
0.99998	1.99526e-05	10	11.2581	5.17637e-41	0	37.9731	0.00172398	4.53269e-67
0.999975	2.51189e-05	10	13.1412	1.11053e-48	0	44.3245	0.00201233	9.72433e-75
0.999968	3.16228e-05	10	15.3392	1.06392e-57	0	51.7381	0.00234891	9.3162e-84
0.99996	3.98107e-05	10	17.905	2.70589e-68	0	60.3917	0.00274178	2.36941e-94
0.99995	5.01187e-05	10	20.8999	9.95618e-81	0	70.4926	0.00320036	8.71814e-107
0.999937	6.30957e-05	10	24.3958	2.60914e-95	0	82.2828	0.00373563	2.2847e-121
0.999921	7.94328e-05	10	28.4766	2.12943e-112	0	96.0448	0.00436043	1.86463e-138
0.9999	0.0001	10	33.2399	2.0606e-132	0	112.108	0.00508971	1.80437e-158
0.999874	0.000125893	10	38.8002	7.65758e-156	0	130.858	0.00594094	6.70537e-182
0.999842	0.000158489	10	45.2906	2.93074e-183	0	152.743	0.00693451	2.5663e-209
0.9998	0.000199526	10	52.867	2.48509e-215	0	178.287	0.0080942	2.17607e-241
0.999749	0.000251189	10	61.711	7.76385e-253	0	208.101	0.00944778	6.79843e-279
0.999684	0.000316228	10	72.035	1.10025e-296	0	242.9	0.0110276	9.88131e-323
0.999602	0.000398107	10	84.0867	3.45846e-322	0	283.514	0.0128715	0
0.999499	0.000501187	10	98.1555	2.96439e-322	0	330.916	0.0150236	0
0.999369	0.000630957	10	114.579	2.56914e-322	0	386.237	0.0175351	0
0.999206	0.000794328	10	133.753	2.17389e-322	0	450.797	0.0204661	0
0.999	0.001	10	156.139	1.87745e-322	0	526.135	0.0238865	0
0.998741	0.00125893	10	182.274	1.58101e-322	0	614.044	0.0278776	0
0.998415	0.00158489	10	212.791	1.38338e-322	0	716.613	0.0325342	0
0.998005	0.00199526	10	248.425	1.18576e-322	0	836.273	0.0379667	0
0.997488	0.00251189	10	290.038	9.88131e-323	0	975.851	0.0443035	0
0.996838	0.00316228	10	338.64	8.39912e-323	0	1138.63	0.0516938	0
0.996019	0.00398107	10	395.413	7.41098e-323	0	1328.43	0.0603107	0
0.994988	0.00501187	10	461.742	5.92879e-323	0	1549.67	0.0703548	0
0.99369	0.00630957	10	539.254	5.43472e-323	0	1807.45	0.0820579	0
0.992057	0.00794328	10	629.859	4.44659e-323	0	2107.66	0.0956877	0
