# Filename: 3Dvlt_macro_Tv_Op12_Cc1.05_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.05, K0c=0.30537942360817, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
1	1e-08	10	0.398525	0.0581853	0	1.30502	5.92476e-05	5.095e-28
1	1.25893e-08	10	0.401395	0.0571386	0	1.31441	5.96743e-05	5.00335e-28
1	1.58489e-08	10	0.405018	0.0558492	0	1.32628	6.02129e-05	4.89044e-28
1	1.99526e-08	10	0.409595	0.0542695	0	1.34127	6.08934e-05	4.75211e-28
1	2.51189e-08	10	0.415381	0.0523477	0	1.36021	6.17535e-05	4.58383e-28
1	3.16228e-08	10	0.422702	0.0500302	0	1.38419	6.28419e-05	4.3809e-28
1	3.98107e-08	10	0.431974	0.0472664	0	1.41455	6.42204e-05	4.13889e-28
1	5.01187e-08	10	0.443732	0.0440159	0	1.45305	6.59684e-05	3.85426e-28
1	6.30957e-08	10	0.458659	0.0402591	0	1.50193	6.81876e-05	3.52529e-28
1	7.94328e-08	10	0.477631	0.0360105	0	1.56406	7.10081e-05	3.15327e-28
1	1e-07	10	0.501766	0.0313347	0	1.64309	7.45961e-05	2.74383e-28
1	1.25893e-07	10	0.532482	0.0263591	0	1.74367	7.91627e-05	2.30814e-28
1	1.58489e-07	10	0.571559	0.0212798	0	1.87163	8.49721e-05	1.86337e-28
1	1.99526e-07	10	0.621181	0.0163511	0	2.03413	9.23493e-05	1.43179e-28
1	2.51189e-07	10	0.683961	0.011852	0	2.23971	0.000101683	1.03782e-28
1	3.16228e-07	10	0.762904	0.0080313	0	2.49821	0.000113419	7.03262e-29
1	3.98107e-07	10	0.861304	0.00504678	0	2.82044	0.000128048	4.41922e-29
0.999999	5.01187e-07	10	0.98261	0.00292357	0	3.21767	0.000146082	2.56003e-29
0.999999	6.30957e-07	10	1.13053	0.0014779	0	3.70205	0.000168073	1.29413e-29
0.999999	7.94328e-07	10	1.30967	0.000582991	0	4.28867	0.000194705	5.10497e-30
0.999999	1e-06	10	1.52405	0.000170388	0	4.99067	0.000226576	1.49201e-30
0.999999	1.25893e-06	10	1.77735	3.48673e-05	0	5.82013	0.000264233	3.05316e-31
0.999998	1.58489e-06	10	2.07425	4.69168e-06	0	6.79235	0.000308372	4.10827e-32
0.999998	1.99526e-06	10	2.42113	3.86588e-07	0	7.92826	0.000359942	3.38516e-33
0.999997	2.51189e-06	10	2.82609	1.79658e-08	0	9.25435	0.000420147	1.57318e-34
0.999997	3.16228e-06	10	3.2988	4.27866e-10	0	10.8023	0.000490422	3.74661e-36
0.999996	3.98107e-06	10	3.85057	4.66945e-12	0	12.6091	0.000572451	4.08881e-38
0.999995	5.01187e-06	10	4.49463	2.04943e-14	0	14.7181	0.000668201	1.79459e-40
0.999994	6.30957e-06	10	5.24642	3.1063e-17	0	17.1799	0.000779965	2.72004e-43
0.999992	7.94328e-06	10	6.12395	1.361e-20	0	20.0534	0.000910424	1.19176e-46
0.99999	1e-05	10	7.14827	1.40062e-24	0	23.4076	0.0010627	1.22645e-50
0.999987	1.25893e-05	10	8.34392	2.65699e-29	0	27.3228	0.00124045	2.32659e-55
0.999984	1.58489e-05	10	9.73957	7.00205e-35	0	31.8928	0.00144793	6.13135e-61
0.99998	1.99526e-05	10	11.3687	1.84262e-41	0	37.2273	0.00169011	1.61349e-67
0.999975	2.51189e-05	10	13.2703	3.29333e-49	0	43.4539	0.0019728	2.88381e-75
0.999968	3.16228e-05	10	15.4899	2.54944e-58	0	50.7219	0.00230277	2.23242e-84
0.99996	3.98107e-05	10	18.0809	5.05576e-69	0	59.2056	0.00268793	4.42708e-95
0.99995	5.01187e-05	10	21.1053	1.39131e-81	0	69.1081	0.0031375	1.21831e-107
0.999937	6.30957e-05	10	24.6355	2.59761e-96	0	80.6668	0.00366227	2.2746e-122
