# Filename: 3Dvlt_macro_Tv_Op12_Cc0.40_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.4, K0c=0.575343429648938, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
1	1e-08	10	0.401161	0.0572233	0	0.697254	3.16553e-05	5.01076e-28
1	1.25893e-08	10	0.404722	0.0559532	0	0.703444	3.19363e-05	4.89955e-28
1	1.58489e-08	10	0.409221	0.0543966	0	0.711264	3.22913e-05	4.76324e-28
1	1.99526e-08	10	0.414908	0.0525017	0	0.721148	3.27401e-05	4.59732e-28
1	2.51189e-08	10	0.422103	0.0502151	0	0.733654	3.33078e-05	4.39709e-28
1	3.16228e-08	10	0.431216	0.0474856	0	0.749493	3.40269e-05	4.15808e-28
1	3.98107e-08	10	0.44277	0.0442719	0	0.769575	3.49386e-05	3.87667e-28
1	5.01187e-08	10	0.457437	0.0405522	0	0.795067	3.6096e-05	3.55096e-28
1	6.30957e-08	10	0.476076	0.0363383	0	0.827465	3.75668e-05	3.18197e-28
1	7.94328e-08	10	0.499788	0.0316904	0	0.868677	3.94379e-05	2.77497e-28
1	1e-07	10	0.529965	0.0267309	0	0.921128	4.18191e-05	2.3407e-28
1	1.25893e-07	10	0.568358	0.0216512	0	0.987859	4.48487e-05	1.89589e-28
1	1.58489e-07	10	0.617122	0.016702	0	1.07261	4.86966e-05	1.46251e-28
1	1.99526e-07	10	0.678838	0.012162	0	1.17988	5.35666e-05	1.06497e-28
1	2.51189e-07	10	0.756483	0.00828473	0	1.31484	5.96935e-05	7.25453e-29
1	3.16228e-07	10	0.853337	0.0052362	0	1.48318	6.73362e-05	4.58509e-29
1	3.98107e-07	10	0.972842	0.00305187	0	1.69089	7.67662e-05	2.67238e-29
0.999999	5.01187e-07	10	1.11866	0.00156606	0	1.94433	8.82724e-05	1.37132e-29
0.999999	6.30957e-07	10	1.29536	0.000630216	0	2.25145	0.000102215	5.51849e-30
0.999999	7.94328e-07	10	1.50702	0.000188644	0	2.61934	0.000118918	1.65186e-30
0.999999	1e-06	10	1.75732	3.97085e-05	0	3.05439	0.000138669	3.47708e-31
0.999999	1.25893e-06	10	2.05082	5.52292e-06	0	3.56452	0.000161829	4.83615e-32
0.999998	1.58489e-06	10	2.39378	4.73027e-07	0	4.1606	0.000188891	4.14207e-33
0.999998	1.99526e-06	10	2.79417	2.29982e-08	0	4.85651	0.000220485	2.01384e-34
0.999997	2.51189e-06	10	3.26153	5.77356e-10	0	5.66882	0.000257364	5.05562e-36
0.999997	3.16228e-06	10	3.80706	6.70067e-12	0	6.61701	0.000300412	5.86745e-38
0.999996	3.98107e-06	10	4.44385	3.15988e-14	0	7.72379	0.00035066	2.76695e-40
0.999995	5.01187e-06	10	5.18715	5.20807e-17	0	9.0157	0.000409312	4.56045e-43
0.999994	6.30957e-06	10	6.05477	2.51636e-20	0	10.5237	0.000477775	2.20345e-46
0.999992	7.94328e-06	10	7.06753	2.9028e-24	0	12.2839	0.000557689	2.54184e-50
0.99999	1e-05	10	8.24968	6.29152e-29	0	14.3386	0.00065097	5.50917e-55
0.999987	1.25893e-05	10	9.62957	1.937e-34	0	16.7369	0.000759853	1.69613e-60
0.999984	1.58489e-05	10	11.2403	6.11163e-41	0	19.5363	0.000886948	5.35166e-67
0.99998	1.99526e-05	10	13.1204	1.35001e-48	0	22.804	0.0010353	1.18214e-74
0.999975	2.51189e-05	10	15.315	1.33807e-57	0	26.6183	0.00120847	1.17168e-83
0.999968	3.16228e-05	10	17.8768	3.54041e-68	0	31.0705	0.0014106	3.10017e-94
0.99996	3.98107e-05	10	20.8671	1.36396e-80	0	36.2674	0.00164654	1.19435e-106
0.99995	5.01187e-05	10	24.3576	3.77043e-95	0	42.3336	0.00192194	3.30159e-121
0.999937	6.30957e-05	10	28.432	3.27373e-112	0	49.4144	0.00224341	2.86664e-138
0.999921	7.94328e-05	10	33.1882	3.40327e-132	0	57.6795	0.00261864	2.98008e-158
0.9999	0.0001	10	38.74	1.37385e-155	0	67.327	0.00305664	1.20301e-181
0.999874	0.000125893	10	45.2208	5.78384e-183	0	78.5881	0.00356789	5.06462e-209
0.999842	0.000158489	10	52.7861	5.47094e-215	0	91.7326	0.00416465	4.79064e-241
0.9998	0.000199526	10	61.6175	1.93639e-252	0	107.076	0.00486122	1.6956e-278
0.999749	0.000251189	10	71.9271	3.16118e-296	0	124.985	0.00567429	2.76677e-322
0.999684	0.000316228	10	83.9627	3.50787e-322	0	145.889	0.00662334	0
0.999602	0.000398107	10	98.0137	2.96439e-322	0	170.289	0.00773111	0
0.999499	0.000501187	10	114.418	2.56914e-322	0	198.77	0.00902413	0
0.999369	0.000630957	10	133.571	2.17389e-322	0	232.013	0.0105334	0
0.999206	0.000794328	10	155.936	1.87745e-322	0	270.815	0.012295	0
0.999	0.001	10	182.051	1.58101e-322	0	316.105	0.0143511	0
0.998741	0.00125893	10	212.55	1.38338e-322	0	368.967	0.0167511	0
0.998415	0.00158489	10	248.174	1.18576e-322	0	430.665	0.0195522	0
0.998005	0.00199526	10	289.79	9.88131e-323	0	502.677	0.0228215	0
0.997488	0.00251189	10	338.417	8.39912e-323	0	586.723	0.0266372	0
0.996838	0.00316228	10	395.252	7.41098e-323	0	684.812	0.0310904	0
0.996019	0.00398107	10	461.703	5.92879e-323	0	799.287	0.0362876	0
0.994988	0.00501187	10	539.43	5.43472e-323	0	932.88	0.0423527	0
0.99369	0.00630957	10	630.398	4.44659e-323	0	1088.78	0.0494304	0
0.992057	0.00794328	10	736.937	3.95253e-323	0	1270.69	0.0576892	0
