# Filename: 3Dvlt_macro_Tv_Op12_Cc0.95_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.95, K0c=0.325545144496019, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
1	1e-08	10	0.398862	0.0580612	0	1.22521	5.56245e-05	5.08413e-28
1	1.25893e-08	10	0.40182	0.0569855	0	1.2343	5.60371e-05	4.98994e-28
1	1.58489e-08	10	0.405555	0.055661	0	1.24577	5.6558e-05	4.87396e-28
1	1.99526e-08	10	0.410274	0.0540398	0	1.26027	5.7216e-05	4.732e-28
1	2.51189e-08	10	0.416239	0.0520694	0	1.27859	5.8048e-05	4.55947e-28
1	3.16228e-08	10	0.423788	0.0496966	0	1.30178	5.91008e-05	4.35169e-28
1	3.98107e-08	10	0.433352	0.0468714	0	1.33116	6.04344e-05	4.1043e-28
1	5.01187e-08	10	0.44548	0.0435555	0	1.36841	6.21258e-05	3.81394e-28
1	6.30957e-08	10	0.460879	0.0397329	0	1.41571	6.42734e-05	3.47922e-28
1	7.94328e-08	10	0.480454	0.0354239	0	1.47584	6.70032e-05	3.10189e-28
1	1e-07	10	0.505358	0.0307003	0	1.55234	7.04764e-05	2.68828e-28
1	1.25893e-07	10	0.537055	0.0256986	0	1.64971	7.48966e-05	2.25031e-28
1	1.58489e-07	10	0.577371	0.0206236	0	1.77355	8.05191e-05	1.80591e-28
1	1.99526e-07	10	0.62855	0.0157351	0	1.93076	8.76564e-05	1.37784e-28
1	2.51189e-07	10	0.693258	0.0113115	0	2.12953	9.66804e-05	9.90494e-29
1	3.16228e-07	10	0.774542	0.00759338	0	2.37921	0.000108016	6.64915e-29
1	3.98107e-07	10	0.875728	0.00472259	0	2.69003	0.000122127	4.13534e-29
0.999999	5.01187e-07	10	1.00027	0.00270625	0	3.07261	0.000139496	2.36973e-29
0.999999	6.30957e-07	10	1.15199	0.00132926	0	3.53866	0.000160655	1.16397e-29
0.999999	7.94328e-07	10	1.33551	0.000505796	0	4.10239	0.000186248	4.42901e-30
0.999999	1e-06	10	1.55474	0.000141592	0	4.77581	0.000216822	1.23985e-30
0.999999	1.25893e-06	10	1.81342	2.75372e-05	0	5.57041	0.000252896	2.4113e-31
0.999998	1.58489e-06	10	2.11643	3.49091e-06	0	6.50117	0.000295153	3.05682e-32
0.999998	1.99526e-06	10	2.47038	2.68293e-07	0	7.58844	0.000344515	2.34931e-33
0.999997	2.51189e-06	10	2.88359	1.14947e-08	0	8.85769	0.000402139	1.00653e-34
0.999997	3.16228e-06	10	3.3659	2.48966e-10	0	10.3393	0.000469401	2.18007e-36
0.999996	3.98107e-06	10	3.9289	2.43211e-12	0	12.0686	0.000547915	2.12968e-38
0.999995	5.01187e-06	10	4.58606	9.37975e-15	0	14.0873	0.000639561	8.21339e-41
0.999994	6.30957e-06	10	5.35314	1.22249e-17	0	16.4435	0.000746535	1.07047e-43
0.999992	7.94328e-06	10	6.24853	4.49095e-21	0	19.1939	0.000871402	3.9325e-47
0.99999	1e-05	10	7.29369	3.7625e-25	0	22.4043	0.00101715	3.29464e-51
0.999987	1.25893e-05	10	8.51367	5.61414e-30	0	26.1517	0.00118729	4.91602e-56
0.999984	1.58489e-05	10	9.93771	1.11792e-35	0	30.5259	0.00138587	9.78912e-62
0.99998	1.99526e-05	10	11.6	2.12106e-42	0	35.6317	0.00161768	1.85731e-68
0.999975	2.51189e-05	10	13.5402	2.58773e-50	0	41.5914	0.00188825	2.26595e-76
0.999968	3.16228e-05	10	15.8051	1.28276e-59	0	48.548	0.00220408	1.12325e-85
0.99996	3.98107e-05	10	18.4487	1.51185e-70	0	56.6681	0.00257273	1.32386e-96
0.99995	5.01187e-05	10	21.5347	2.2665e-83	0	66.1462	0.00300303	1.98467e-109
0.999937	6.30957e-05	10	25.1368	2.08239e-98	0	77.2096	0.00350531	1.82345e-124
0.999921	7.94328e-05	10	29.3415	4.99952e-116	0	90.1231	0.00409158	4.37784e-142
0.9999	0.0001	10	34.2496	1.15955e-136	0	105.196	0.00477591	1.01536e-162
0.999874	0.000125893	10	39.9788	8.13055e-161	0	122.79	0.00557467	7.11953e-187
0.999842	0.000158489	10	46.6665	4.44019e-189	0	143.326	0.006507	3.88806e-215
0.9998	0.000199526	10	54.4733	3.8765e-222	0	167.296	0.00759522	3.39446e-248
0.999749	0.000251189	10	63.5863	8.51698e-261	0	195.273	0.0088654	7.4579e-287
0.999684	0.000316228	10	74.2243	5.43694e-306	0	227.928	0.0103479	0
0.999602	0.000398107	10	86.6428	3.35965e-322	0	266.041	0.0120782	0
0.999499	0.000501187	10	101.14	2.86558e-322	0	310.524	0.0140978	0
0.999369	0.000630957	10	118.065	2.47033e-322	0	362.439	0.0164547	0
0.999206	0.000794328	10	137.824	2.12448e-322	0	423.027	0.0192054	0
0.999	0.001	10	160.893	1.82804e-322	0	493.733	0.0224154	0
0.998741	0.00125893	10	187.829	1.5316e-322	0	576.24	0.0261613	0
0.998415	0.00158489	10	219.281	1.33398e-322	0	672.513	0.030532	0
0.998005	0.00199526	10	256.01	1.13635e-322	0	784.836	0.0356315	0
0.997488	0.00251189	10	298.907	9.38725e-323	0	915.869	0.0415804	0
0.996838	0.00316228	10	349.015	8.39912e-323	0	1068.7	0.0485191	0
0.996019	0.00398107	10	407.556	6.91692e-323	0	1246.94	0.0566108	0
