T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0	cp
       0.99999999	            1e-08	   14.30029999998	 5.00010895974683	6.74994564252428e-06	-0.0508373473784892	3.07920135220908e-06	1.04163810207387e-05	 27379861024.4518
0.999999985081753	1.49182469764127e-08	 14.0316999999806	 5.00048522395727	6.75213677035722e-06	-0.0508373459257522	4.02830426906682e-06	1.36270243898126e-05	 12224249017.8454
0.999999977744591	2.22554092849247e-08	 13.7629999999813	 5.00036216469197	6.7514199721678e-06	-0.0508373437585243	5.26995013643974e-06	1.78272875430255e-05	 5454533148.11022
0.999999966798831	3.32011692273655e-08	 13.4942999999819	 5.00023849908098	6.75069981629726e-06	-0.0508373405254017	6.89430817558464e-06	2.33221965538565e-05	 2432797894.22754
0.999999950469676	4.95303242439512e-08	 13.2255999999825	 5.00011552016085	6.74998383242226e-06	-0.0508373357021507	9.01934372963693e-06	3.05108066621485e-05	 1084364769.96971
0.999999926109439	7.38905609893065e-08	 12.9569999999831	 5.00049177624455	6.75217494107724e-06	-0.0508373285067112	1.17993780307927e-05	3.99151583366607e-05	 483012446.637619
0.999999889768236	1.10231763806416e-07	 12.6882999999838	 5.00036870405625	6.75145805838733e-06	-0.0508373177723879	1.54363050929582e-05	5.22182218350089e-05	 214777298.072672
0.999999835553532	1.64446467710971e-07	 12.4195999999844	 5.00024567807809	6.75074161767538e-06	-0.0508373017586831	2.01942438286817e-05	6.83134623548996e-05	 95298850.7803694
0.999999754674698	2.45325301971094e-07	  12.150899999985	 5.00012275355345	6.75002594027622e-06	-0.0508372778690942	2.64187245188563e-05	8.93697437857813e-05	 42149652.1897365
0.999999634017656	3.6598234443678e-07	 11.8822999999856	 5.00049916275039	6.75221797178564e-06	-0.0508372422301277	3.45617748413334e-05	0.000116916189025872	 18558491.9850559
  0.9999994540185	5.45981500331442e-07	 11.6135999999863	 5.00037640535134	6.75150291173615e-06	-0.0508371890632792	4.5214767525706e-05	0.000152953295353844	 8110060.88427625
0.999999185491313	8.14508686649681e-07	 11.3448999999869	 5.00025382629283	6.75078906178791e-06	-0.0508371097481851	5.91513394052292e-05	0.000200098117324338	 3505709.76012808
0.999998784895825	1.21510417518735e-06	 11.0761999999875	 5.00013152707566	6.75007701165125e-06	-0.0508369914250988	7.73835925433402e-05	0.000261774376243405	 1490594.90153731
0.999998187277581	1.81272241875151e-06	 10.8074999999882	 5.00000964489635	6.7493675578584e-06	-0.0508368149102339	0.000101235592482016	0.000342461074333529	 618007.663967387
0.999997295735926	2.70426407426153e-06	 10.5388999999888	 5.00038769264787	6.75156864096522e-06	-0.0508365515862518	0.000132439509079492	0.000448017688396935	 246511.019093822
0.999995965712065	4.03428793492735e-06	 10.2701999999894	 5.00026732721942	6.75086765393241e-06	-0.0508361587643349	0.000173261486224007	0.000586109899104011	  92457.211538734
0.999993981549621	6.01845037872082e-06	   10.00149999999	 5.00014832708495	6.75017476901674e-06	-0.0508355727671854	0.000226666128534183	0.000766765892531697	 31417.2791644592
0.999991021527084	8.97847291650418e-06	 9.73279999999066	 5.00003135817126	6.74949384554591e-06	-0.0508346986142786	0.000296531882456838	0.00100310470717674	 9063.24150887959
0.999986605692356	1.33943076439442e-05	 9.46419999999128	 5.00041673774814	6.75173764391821e-06	-0.0508333946430208	0.000387932678086962	0.00131228849273172	  2001.0059868306
0.999980018041049	1.99819589510412e-05	 9.19549999999191	 5.00030730210632	6.75110010175059e-06	-0.050831449585223	0.000507506708191095	0.00171676907711042	 361.942138100774
 0.99997019042013	2.98095798704173e-05	 8.92679999999253	 5.00020459833682	6.75050172349207e-06	-0.0508285484094925	0.000663938410056957	0.0022459165781745	 183.906806746084
0.999955529332523	4.44706674769986e-05	 8.65809999999316	 5.00011192916752	6.74996155188069e-06	-0.0508242214491374	0.00086858969489296	0.00293815113636108	 173.864333233434
0.999933657559937	6.63424400627789e-05	 8.38939999999379	 5.00003421472553	6.74950788052375e-06	-0.0508177686890266	0.0011363257538522	0.00384372943649056	 165.885060622799
0.999901028709413	9.89712905874393e-05	 8.12079999999441	 5.00047810924324	6.75209007934602e-06	-0.0508081471906465	0.00148659580094061	0.0050283869435291	 158.212175223295
0.999852352184344	0.000147647815655773	 7.85209999999504	 5.00045587124969	6.751955545067e-06	-0.0507938039353569	0.00194484904360312	0.00657810109168093	 150.627947716913
0.999779735342052	0.000220264657948067	 7.58339999999566	 5.00048306799215	6.75210423351592e-06	-0.0507724280896882	0.00254438711145001	0.00860530543789828	 143.055331044138
0.999671403743256	0.000328596256744433	 7.31459999999629	 5.00008450483771	6.74976431024646e-06	-0.0507405848107023	0.00332879405329743	0.0112570078530505	 135.462556898023
0.999509791988636	0.000490208011363818	 7.04589999999692	 5.00029469434842	6.75095094906117e-06	-0.0506931759085693	0.00435511984361772	0.0147253605285287	 127.836097729733
0.999268695581666	0.000731304418334156	 6.77709999999754	 5.00016817628699	6.75014185889385e-06	-0.0506226494822305	0.00569806604040055	0.0192614303158757	 120.170219757488
0.998909022007235	0.00109097799276508	 6.50829999999817	 5.00028306920356	6.75066939502174e-06	-0.0505178497169709	0.00745548351298107	0.0251930369067784	 112.463041327178
 0.99837245208581	0.00162754791419004	  6.2393999999988	 5.00025655674238	6.75023889072235e-06	-0.0503623590910897	0.00975562948484714	0.0329478181130562	 104.714744071337
0.997571983825017	0.00242801617498324	 5.97039999999942	 5.00026052653241	6.7497227251468e-06	-0.0501321409774008	0.0127667648152287	0.0430827954437796	 96.9271276223133
