# Filename: vlt_ThermStates_lmax100_A_Cc0.90.dat
# Source: vlt_ThermStates.c
# Source version: 5 (2011 Mar 01 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, A=41.3417022403997549418
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.1555	5.00025	8.25879e-24	9.80161e-08	9.67455e-06	4.16745e-05
1	1.25893e-08	13.0224	5.00015	8.26582e-24	1.94049e-07	1.10516e-05	4.76064e-05
1	1.58489e-08	12.8893	5.00004	8.27264e-24	1.92066e-07	1.26247e-05	5.43828e-05
1	1.99526e-08	12.7563	5.00044	8.24613e-24	1.90084e-07	1.44217e-05	6.21237e-05
1	2.51189e-08	12.6232	5.00035	8.25259e-24	3.76201e-07	1.64746e-05	7.09665e-05
1	3.16228e-08	12.4901	5.00025	8.25896e-24	3.72234e-07	1.88196e-05	8.1068e-05
1	3.98107e-08	12.357	5.00016	8.26521e-24	3.68267e-07	2.14984e-05	9.26075e-05
1	5.01187e-08	12.2239	5.00006	8.27141e-24	7.28601e-07	2.45586e-05	0.000105789
1	6.30957e-08	12.0909	5.00047	8.24443e-24	7.20674e-07	2.80543e-05	0.000120848
1	7.94328e-08	11.9578	5.00038	8.25051e-24	7.1274e-07	3.20477e-05	0.00013805
1	1e-07	11.8247	5.00029	8.25656e-24	1.40961e-06	3.66094e-05	0.0001577
1	1.25893e-07	11.6916	5.0002	8.26258e-24	1.39375e-06	4.18205e-05	0.000180148
1	1.58489e-07	11.5585	5.00011	8.26858e-24	1.37788e-06	4.77734e-05	0.000205791
1	1.99526e-07	11.4254	5.00002	8.27457e-24	2.72403e-06	5.45737e-05	0.000235084
1	2.51189e-07	11.2924	5.00043	8.2474e-24	2.69232e-06	6.23419e-05	0.000268546
1	3.16228e-07	11.1593	5.00034	8.25334e-24	2.66058e-06	7.12159e-05	0.000306772
1	3.98107e-07	11.0262	5.00025	8.25927e-24	5.2577e-06	8.1353e-05	0.000350439
0.999999	5.01187e-07	10.8931	5.00016	8.2652e-24	5.19423e-06	9.29331e-05	0.000400322
0.999999	6.30957e-07	10.76	5.00007	8.27112e-24	5.13077e-06	0.000106162	0.000457305
0.999999	7.94328e-07	10.627	5.00048	8.24389e-24	1.01347e-05	0.000121273	0.0005224
0.999999	1e-06	10.4939	5.00039	8.24977e-24	1.00078e-05	0.000138535	0.00059676
0.999999	1.25893e-06	10.3608	5.0003	8.25564e-24	9.88083e-06	0.000158255	0.000681705
0.999998	1.58489e-06	10.2277	5.00021	8.2615e-24	1.95078e-05	0.000180782	0.000778742
0.999998	1.99526e-06	10.0946	5.00012	8.26734e-24	1.92539e-05	0.000206515	0.000889591
0.999997	2.51189e-06	9.9615	5.00004	8.27316e-24	1.90001e-05	0.000235911	0.00101622
0.999997	3.16228e-06	9.8285	5.00045	8.24581e-24	3.74928e-05	0.000269492	0.00116087
0.999996	3.98107e-06	9.6954	5.00036	8.25156e-24	3.6985e-05	0.000307853	0.00132611
0.999995	5.01187e-06	9.5623	5.00028	8.25725e-24	3.64773e-05	0.000351674	0.00151488
0.999994	6.30957e-06	9.4292	5.00019	8.2629e-24	7.19391e-05	0.000401733	0.00173051
0.999992	7.94328e-06	9.2961	5.00011	8.26848e-24	7.09236e-05	0.000458917	0.00197683
0.99999	1e-05	9.163	5.00002	8.27397e-24	6.99081e-05	0.000524242	0.00225822
0.999987	1.25893e-05	9.03	5.00044	8.24622e-24	0.000137787	0.000598866	0.00257966
0.999984	1.58489e-05	8.8969	5.00036	8.25144e-24	0.000135756	0.000684112	0.00294686
0.99998	1.99526e-05	8.7638	5.00029	8.25649e-24	0.000133725	0.000781493	0.00336632
0.999975	2.51189e-05	8.6307	5.00022	8.26132e-24	0.000263388	0.000892737	0.00384549
0.999968	3.16228e-05	8.4976	5.00015	8.26588e-24	0.000259326	0.00101982	0.00439286
0.99996	3.98107e-05	8.3645	5.00008	8.27008e-24	0.000255264	0.00116499	0.00501814
0.99995	5.01187e-05	8.2314	5.00003	8.27383e-24	0.000502405	0.00133082	0.00573242
0.999937	6.30957e-05	8.0984	5.00048	8.24389e-24	0.000494287	0.00152027	0.00654837
0.999921	7.94328e-05	7.9653	5.00044	8.24637e-24	0.000486163	0.00173669	0.00748044
0.9999	0.0001	7.8322	5.00042	8.24796e-24	0.000956079	0.00198392	0.00854517
0.999874	0.000125893	7.6991	5.00041	8.24843e-24	0.000939832	0.00226636	0.00976143
0.999842	0.000158489	7.566	5.00042	8.2475e-24	0.000923584	0.00258902	0.0111508
0.9998	0.000199526	7.4329	5.00047	8.24479e-24	0.00181467	0.00295762	0.0127378
0.999749	0.000251189	7.2997	5.00004	8.27296e-24	0.00178215	0.00337873	0.0145507
0.999684	0.000316228	7.1666	5.00016	8.26519e-24	0.00174966	0.00385984	0.0166215
0.999602	0.000398107	7.0335	5.00033	8.25387e-24	0.00343433	0.00440949	0.0189869
0.999499	0.000501187	6.9003	5.00007	8.27123e-24	0.00336929	0.00503748	0.0216888
0.999369	0.000630957	6.7672	5.00039	8.24982e-24	0.0033043	0.00575501	0.0247749
0.999206	0.000794328	6.634	5.00032	8.25446e-24	0.00647852	0.00657489	0.0282997
0.999	0.001	6.5008	5.00039	8.25018e-24	0.00634844	0.00751176	0.0323256
0.998741	0.00125893	6.3675	5.00012	8.26777e-24	0.00621826	0.00858243	0.0369235
0.998415	0.00158489	6.2342	5.00007	8.2712e-24	0.0121762	0.00980613	0.0421743
0.998005	0.00199526	6.1009	5.00029	8.25676e-24	0.0119158	0.0112049	0.0481704
0.997488	0.00251189	5.9675	5.00035	8.25295e-24	0.0116553	0.0128041	0.0550168
0.996838	0.00316228	5.834	5.00034	8.25387e-24	0.0227891	0.0146327	0.0628332
0.996019	0.00398107	5.7004	5.00037	8.2521e-24	0.0222672	0.0167244	0.0717558
0.994988	0.00501187	5.5666	5.00009	8.27138e-24	0.0217445	0.0191176	0.0819391
0.99369	0.00630957	5.4327	5.00017	8.2667e-24	0.042443	0.0218571	0.0935586
0.992057	0.00794328	5.2986	5.00035	8.25613e-24	0.0413953	0.0249947	0.106813
