# Filename: vlt_ThermStates_lmax100_A_Cc0.30.dat
# Source: vlt_ThermStates.c
# Source version: 5 (2011 Mar 01 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, A=41.3417022403997549418
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.4384	5.00009	9.27835e-12	1.00124e-07	7.29046e-06	1.2692e-05
1	1.25893e-08	13.2958	5.00016	9.27696e-12	1.98123e-07	8.40798e-06	1.46375e-05
1	1.58489e-08	13.1532	5.0003	9.27434e-12	1.95998e-07	9.69691e-06	1.68814e-05
1	1.99526e-08	13.0106	5.00048	9.27076e-12	1.93873e-07	1.11836e-05	1.94695e-05
1	2.51189e-08	12.8679	5.0002	9.27614e-12	3.83493e-07	1.28982e-05	2.24546e-05
1	3.16228e-08	12.7253	5.00046	9.27117e-12	3.79243e-07	1.48759e-05	2.58975e-05
1	3.98107e-08	12.5826	5.00024	9.27546e-12	3.74991e-07	1.71568e-05	2.98684e-05
1	5.01187e-08	12.4399	5.00004	9.27936e-12	7.41476e-07	1.97876e-05	3.44484e-05
1	6.30957e-08	12.2973	5.00035	9.27321e-12	7.32976e-07	2.28219e-05	3.97307e-05
1	7.94328e-08	12.1546	5.00018	9.27656e-12	7.24471e-07	2.63215e-05	4.58232e-05
1	1e-07	12.0119	5.00002	9.27972e-12	1.43193e-06	3.03578e-05	5.285e-05
1	1.25893e-07	11.8693	5.00037	9.27298e-12	1.41493e-06	3.50131e-05	6.09545e-05
1	1.58489e-07	11.7266	5.00022	9.27586e-12	1.39792e-06	4.03823e-05	7.03018e-05
1	1.99526e-07	11.5839	5.00008	9.27864e-12	2.76182e-06	4.6575e-05	8.10827e-05
1	2.51189e-07	11.4413	5.00044	9.2716e-12	2.72782e-06	5.37173e-05	9.35168e-05
1	3.16228e-07	11.2986	5.0003	9.27424e-12	2.6938e-06	6.1955e-05	0.000107858
1	3.98107e-07	11.1559	5.00017	9.27683e-12	5.31955e-06	7.1456e-05	0.000124398
0.999999	5.01187e-07	11.0132	5.00004	9.27938e-12	5.2515e-06	8.2414e-05	0.000143475
0.999999	6.30957e-07	10.8706	5.00041	9.27216e-12	5.18351e-06	9.50526e-05	0.000165478
0.999999	7.94328e-07	10.7279	5.00028	9.27464e-12	1.02309e-05	0.000109629	0.000190854
0.999999	1e-06	10.5852	5.00015	9.27711e-12	1.00948e-05	0.000126441	0.000220123
0.999999	1.25893e-06	10.4425	5.00003	9.27955e-12	9.95874e-06	0.000145832	0.000253879
0.999998	1.58489e-06	10.2999	5.0004	9.27224e-12	1.96455e-05	0.000168196	0.000292813
0.999998	1.99526e-06	10.1572	5.00028	9.27465e-12	1.93733e-05	0.00019399	0.000337717
0.999997	2.51189e-06	10.0145	5.00016	9.27703e-12	1.91011e-05	0.000223739	0.000389508
0.999997	3.16228e-06	9.8718	5.00004	9.27941e-12	3.76579e-05	0.000258051	0.000449241
0.999996	3.98107e-06	9.7292	5.00042	9.27202e-12	3.7114e-05	0.000297624	0.000518134
0.999995	5.01187e-06	9.5865	5.0003	9.27434e-12	3.65696e-05	0.000343267	0.000597592
0.999994	6.30957e-06	9.4438	5.00018	9.27664e-12	7.20505e-05	0.000395909	0.000689236
0.999992	7.94328e-06	9.3011	5.00006	9.2789e-12	7.09618e-05	0.000456624	0.000794934
0.99999	1e-05	9.1585	5.00045	9.27138e-12	6.98738e-05	0.000526651	0.000916841
0.999987	1.25893e-05	9.0158	5.00034	9.27354e-12	0.00013757	0.000607417	0.00105744
0.999984	1.58489e-05	8.8731	5.00023	9.27564e-12	0.000135393	0.00070057	0.00121961
0.99998	1.99526e-05	8.7304	5.00013	9.27765e-12	0.000133215	0.000808009	0.00140664
0.999975	2.51189e-05	8.5877	5.00003	9.27957e-12	0.000262076	0.000931927	0.00162236
0.999968	3.16228e-05	8.4451	5.00044	9.27161e-12	0.000257724	0.00107485	0.00187115
0.99996	3.98107e-05	8.3024	5.00035	9.27323e-12	0.000253369	0.00123969	0.0021581
0.99995	5.01187e-05	8.1597	5.00028	9.27464e-12	0.000498029	0.00142982	0.00248906
0.999937	6.30957e-05	8.017	5.00022	9.2758e-12	0.000489319	0.00164911	0.00287077
0.999921	7.94328e-05	7.8743	5.00018	9.27663e-12	0.000480609	0.00190204	0.00331102
0.9999	0.0001	7.7316	5.00016	9.27705e-12	0.000943799	0.00219378	0.00381878
0.999874	0.000125893	7.5889	5.00016	9.27695e-12	0.000926379	0.00253027	0.00440441
0.999842	0.000158489	7.4462	5.0002	9.27621e-12	0.00090896	0.00291839	0.00507985
0.9998	0.000199526	7.3035	5.00028	9.27465e-12	0.00178308	0.00336608	0.00585887
0.999749	0.000251189	7.1608	5.00042	9.27206e-12	0.00174824	0.00388249	0.00675735
0.999684	0.000316228	7.018	5.00012	9.27792e-12	0.00171338	0.00447818	0.00779363
0.999602	0.000398107	6.8753	5.0004	9.27241e-12	0.00335708	0.00516536	0.00898882
0.999499	0.000501187	6.7325	5.0003	9.27458e-12	0.00328735	0.00595811	0.0103673
0.999369	0.000630957	6.5897	5.00032	9.27418e-12	0.00321763	0.00687271	0.0119572
0.999206	0.000794328	6.4468	5.00002	9.28026e-12	0.0062957	0.00792797	0.0137909
0.999	0.001	6.304	5.00043	9.27252e-12	0.00615625	0.00914566	0.0159058
0.998741	0.00125893	6.161	5.00011	9.2791e-12	0.0060166	0.0105509	0.0183451
0.998415	0.00158489	6.018	5.00013	9.2792e-12	0.0117539	0.012173	0.0211585
0.998005	0.00199526	5.8749	5.00009	9.28088e-12	0.0114744	0.0140456	0.0244033
0.997488	0.00251189	5.7317	5.00009	9.28203e-12	0.0111947	0.0162081	0.0281459
0.996838	0.00316228	5.5884	5.00028	9.27999e-12	0.0218297	0.0187061	0.0324626
0.996019	0.00398107	5.4449	5.00034	9.28116e-12	0.0212691	0.0215928	0.0374414
0.994988	0.00501187	5.3011	5.00001	9.29106e-12	0.0207074	0.0249306	0.0431843
0.99369	0.00630957	5.1571	5.00008	9.29466e-12	0.0402898	0.0287924	0.0498085
0.992057	0.00794328	5.0128	5.00044	9.29501e-12	0.0391625	0.0332642	0.0574499
