# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P00.050_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=0.05, Cc=1.10452071494107, K0c=0.295696907671308, Tc=2.173
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
24	1055566	0.99999800473768508	1.9952623149688829e-06	10.555659999769555	4.1467693956111367	4.634343210884967e-06	-0.050848795057060046	14.023687817283193	0.0003652559880783452	1.4467678496092723e-33	38394.135277736219	                1	231.37664545043185
25	1040100	0.99999748811356848	2.5118864315095823e-06	10.40099999977541	4.1467784052432473	4.6343432087512012e-06	-0.050848642445970309	14.023711041362397	0.00042634978504585902	3.6593736490508218e-33	32892.501728021227	                1	226.84585287584616
26	1024634	0.99999683772233983	3.1622776601683792e-06	10.246339999781265	4.146787638400621	4.6343432058871355e-06	-0.050848450322916017	14.023733145414568	0.00049766227145738669	9.2558149566800327e-33	28179.217010657758	                1	222.52967731357273
27	1009168	0.99999601892829448	3.9810717055349691e-06	10.09167999978712	4.1467971700032784	4.6343432017922817e-06	-0.050848208458870857	14.023753897067785	0.00058090263261353003	2.3411140458906372e-32	24141.315789831646	                1	218.35507794050639
28	993702	0.99999498812766374	5.011872336272725e-06	9.9370199997929749	4.1468070698120441	4.6343431957219625e-06	-0.050847903977151818	14.023772920729732	0.00067806592211320225	5.9214828723153875e-32	20682.019938451474	                1	214.06857836458863
29	978235	0.99999369042655517	6.3095734448019432e-06	9.7823499997988304	4.1467759915924347	4.6343431802948015e-06	-0.050847520668341258	14.023649621030938	0.00079148087910439378	1.4978366089664817e-31	17718.24183156453	                1	209.95553160780719
30	962769	0.99999205671765279	7.9432823472428217e-06	9.6276899998046854	4.1467869307599621	4.6343431641893577e-06	-0.050847038128168924	14.023663704559283	0.00092386570992149817	3.7885441001410469e-31	15179.331318348084	                1	205.73166314930691
31	947303	0.99999000000000005	1.0000000000000001e-05	9.4730299998105405	4.1467985999169237	4.634343140849475e-06	-0.050846430672484844	14.023674324455218	0.0010783932520586933	9.5825314259152817e-31	13004.230411942484	                1	201.49542098752954
32	931836	0.99998741074588204	1.2589254117941661e-05	9.318359999816396	4.1467697499373841	4.6343431017273686e-06	-0.050845665971995496	14.023540448413012	0.0012587669834957049	2.4238972926910435e-30	11140.696119521999	                1	197.34238169922006
33	916370	0.99998415106807537	1.5848931924611141e-05	9.163699999822251	4.1467834949577878	4.6343430487058691e-06	-0.050844703334485326	14.023541218354225	0.0014693097199035921	6.130870122582321e-30	9544.305756906293	                1	193.22032372457909
34	900904	0.99998004737685031	1.995262314968883e-05	9.0090399998281061	4.1467986940109762	4.6343429716375405e-06	-0.050843491543761471	14.023535068918552	0.0017150672174416205	1.5507079602043178e-29	8176.6679033359233	                1	188.94649030105197
35	885437	0.99997488113568489	2.5118864315095822e-05	8.8543699998339616	4.1467742921475521	4.6343428531758239e-06	-0.050841966141360107	14.023380097353392	0.0020019290141686874	3.9225091941559561e-29	7004.9337404586668	                1	184.74826341525377
36	869971	0.99996837722339826	3.1622776601683795e-05	8.6997099998398166	4.1467936306775721	4.6343426843950012e-06	-0.050840046008089078	14.02335428599863	0.0023367694117519423	9.9213749261675542e-29	6001.1716241547883	                1	180.57724031936019
37	854504	0.99996018928294461	3.9810717055349695e-05	8.5450399998456721	4.146774436416381	4.6343424321817271e-06	-0.050837629065882003	14.023174550617577	0.0027276121749180366	2.5096074981300607e-28	5141.1907746888428	                1	176.33335990949578
38	839038	0.99994988127663731	5.0118723362727251e-05	8.3903799998515272	4.146800328986604	4.6343420667566602e-06	-0.050834586875247202	14.023117554064392	0.0031838224422013244	6.3476602902709415e-28	4404.4910822252632	                1	172.07655037712289
39	823571	0.99993690426555193	6.3095734448019429e-05	8.2357099998573826	4.1467893816539387	4.6343415242072665e-06	-0.050830757846816954	14.022898546986221	0.0037163309696256952	1.6056378254617132e-27	3773.3180014369364	                1	167.77466907254146
40	808104	0.99992056717652755	7.9432823472428221e-05	8.0810399998632381	4.1467842145916292	4.6343407286817609e-06	-0.050825938715014646	14.022651966392116	0.0043378953963820214	4.0614534614821003e-27	3232.5933857435957	                1	163.54629288473527
41	792637	0.99990000000000001	           0.0001	7.9263699998690935	4.1467863197929562	4.634339560608889e-06	-0.050819873834308769	14.02237065586773	0.0050634052812240492	1.0273426941098294e-26	2769.355774831025	                1	159.1775540973062
42	777170	0.99987410745882055	0.00012589254117941688	7.771699999874949	4.1467975729734619	4.6343378452284225e-06	-0.050812241750145516	14.022045596425986	0.0059102377300768822	2.5986580826430153e-26	2372.5011136300909	                1	154.91509801193916
43	761702	0.99984151068075389	0.00015848931924611142	7.6170199998808048	4.1467788950647835	4.6343353202488355e-06	-0.050802638363148467	14.021525309657299	0.0068986721431227903	6.5736855705451029e-26	2032.496257071037	                1	150.48865211454887
44	746234	0.99980047376850312	0.00019952623149688788	7.4623399998866606	4.1467746843117768	4.6343316124228487e-06	-0.050790555840860847	14.020935581087377	0.0080523734812532454	1.6629094546693406e-25	1741.2177432814756	                1	146.23282254164997
45	730766	0.99974881135684901	0.00025118864315095823	7.3076599998925165	4.1467886617041785	4.6343261648928374e-06	-0.050775356231554346	14.020258338633557	0.0093989556962655284	4.2065699472291421e-25	1491.682564713461	                1	141.94794257380556
46	715297	0.99968377223398319	0.00031622776601683794	7.1529699998983727	4.1467840672317084	4.6343181572195801e-06	-0.050756238491456884	14.019330711358057	0.010970637892554444	1.0641759622527047e-24	1277.8956746783795	                1	137.46724475949969
47	699827	0.99960189282944645	0.00039810717055349773	6.9982699999042293	4.1467667701602915	4.6343063889108812e-06	-0.050732197345703001	14.018123981134508	0.012805007963295735	2.6923063780683297e-24	1094.7376230702898	                1	133.06086040198426
48	684357	0.99949881276637276	0.00050118723362727253	6.8435699999100859	4.1467855716772872	4.6342890957294112e-06	-0.050701972056818881	14.016741968419115	0.014945910975931304	6.8113782391092014e-24	937.8312229339175	                1	128.73365486385242
49	668885	0.99936904265551985	0.00063095734448019429	6.6888499999159432	4.1467668434526308	4.6342636779659683e-06	-0.050663982769436747	14.014858806245892	0.017444482144477171	1.7234427799675757e-23	803.39781314075401	                1	124.3268460272737
50	653413	0.99920567176527575	0.00079432823472428218	6.5341299999218005	4.1468050424435594	4.6342263258065754e-06	-0.050616251634696456	14.012696821031058	0.020360344530387559	4.3607141789337617e-23	688.23475949128874	                1	119.85869414867484
51	637938	            0.999	            0.001	6.379379999927659	4.1467903846715064	4.6341714182816197e-06	-0.050556305398207727	14.009762993165063	0.023762999361582385	1.1035573375608616e-22	589.56206579774732	                1	115.40955650050668
52	622461	0.99874107458820582	0.0012589254117941688	6.2246099999335183	4.1467824896988237	4.6340907145213634e-06	-0.050481055577028193	14.006105212466597	0.027733431538667485	2.7930703929112179e-22	505.02604385391356	                1	110.95436200120632
53	606982	0.99841510680753887	0.0015848931924611141	6.0698199999393783	4.1468041139428644	4.6339720882256508e-06	-0.050386651786575372	14.00160693237423	0.032365964198704716	7.069967556514086e-22	432.6028060345742	                1	106.58213636235894
54	591499	0.99800473768503106	0.0019952623149688828	5.9149899999452398	4.1468008417491804	4.6337976957903082e-06	-0.050268303267172972	13.995840940285651	0.037770391000772209	1.7899956036691659e-21	370.55059715954513	                1	102.01921047997847
55	576011	0.99748811356849043	0.002511886431509582	5.7601099999511032	4.146766784877344	4.6335413031017178e-06	-0.050120063299347033	13.988481009932237	0.044074416304719088	4.5332441506370762e-21	317.3832391385402	                1	97.554724081856918
56	560519	0.99683772233983159	0.0031622776601683794	5.6051899999569681	4.1467877401227575	4.6331643193933221e-06	-0.04993457114537872	13.979430757137429	0.051426432776472519	1.1483100905574815e-20	271.83356889441859	                1	92.918267879529964
57	545020	0.99601892829446503	0.0039810717055349778	5.4501999999628357	4.146794705852197	4.6326099414658951e-06	-0.049702746649827566	13.967971634560444	0.05999866112380995	2.9098796230485071e-20	232.80472218766522	                1	88.437475031593124
58	529512	0.99498812766372724	0.0050118723362727246	5.2951199999687066	4.1467736728486146	4.6317945574766143e-06	-0.049413434036243556	13.953445117455432	0.069990653983600951	7.3773588010189632e-20	199.36154791073636	                1	83.891545737823805
59	513994	0.99369042655519801	0.0063095734448019424	5.1399399999745814	 4.14676884020228	4.6305950528514007e-06	-0.04905299427323729	13.935230267023313	0.081633152832413736	1.8713340833222382e-19	170.70552567816674	                1	79.335900378929793
60	498464	0.99205671765275716	0.0079432823472428207	4.9846399999804607	4.1468036912685911	4.6288300564885121e-06	-0.048604850399986431	13.912436525319245	0.095192240695102126	4.7496472760879165e-19	146.15095120914697	                1	74.816013354809158
