# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P18.180_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=18.18, Cc=0.667712310816633, K0c=0.408989667165927, Tc=1.95399
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
1	1402091	0.99999998999999995	            1e-08	14.020909999638368	4.1467744583489576	4.6343432162871923e-06	-0.06822389665625446	10.139068905129244	8.2564666388552237e-06	1.3513415476570506e-42	1228015.487571212	                1	16494225.121300612
2	1386625	0.99999998741074592	1.2589254117941661e-08	13.866249999644223	4.1467843498172945	4.6343432169285157e-06	-0.068223895725069955	10.139093064006481	9.6374746743605725e-06	3.4180077022449919e-42	1052048.7375163131	                1	10282308.222210852
3	1371159	0.99999998415106806	1.5848931924611143e-08	13.711589999650078	4.1467923713705845	4.6343432178102618e-06	-0.068223894552776512	10.139112644051222	1.1249470289896797e-05	8.6453174428535232e-42	901296.89512200467	                1	6395458.2463521734
4	1355693	0.99999998004737689	1.9952623149688786e-08	13.556929999655933	4.1468009417854761	4.6343432191074656e-06	-0.068223893076946443	10.139133557532055	1.3131095304729984e-05	2.1866982232168926e-41	772146.82570157049	                1	3966579.5203035041
5	1340226	0.99999997488113568	2.5118864315095821e-08	13.402259999661789	4.1467672023062505	4.6343432161263467e-06	-0.068223891218978663	10.139051010454555	1.5327444249669983e-05	5.5312439990419205e-41	661496.51861711137	                1	2451216.6495614247
6	1324760	0.99999996837722338	3.1622776601683792e-08	13.247599999667644	4.1467753065748747	4.6343432163228236e-06	-0.068223888879945294	10.139070759848748	1.7891163132887805e-05	1.399041909329715e-40	566708.30647175515	                1	1507905.0956476489
7	1309294	0.99999996018928294	3.981071705534969e-08	13.092939999673499	4.1467831782029876	4.6343432168288538e-06	-0.068223885935284403	10.139089923350616	2.088369688615951e-05	3.5386583280916662e-40	485502.6377092367	                1	922237.00797225325
8	1293828	0.99999994988127661	5.011872336272725e-08	12.938279999679354	4.1467915831978406	4.6343432177103009e-06	-0.068223882228161614	10.139110369464627	2.4376774587710459e-05	8.9504843854079179e-40	415933.2209018438	                1	559882.51035267126
9	1278362	0.99999993690426559	6.3095734448019296e-08	12.783619999685209	4.1467996115199259	4.6343432188846494e-06	-0.068223877561184754	10.139129867533304	2.8454113607110727e-05	2.2638854421895158e-39	356332.65571131761	                1	336702.16284914251
10	1262895	0.99999992056717657	7.943282347242822e-08	12.628949999691065	4.1467666262077527	4.6343432161286549e-06	-0.068223871685803655	10.139049051173281	3.3213445208549919e-05	5.7264887464974908e-39	305269.41687347909	                1	200041.85580114802
11	1247429	0.99999990000000005	9.9999999999999995e-08	12.47428999969692	4.1467747566355353	4.6343432163044489e-06	-0.068223864289140387	10.139068721938424	3.8768835309001383e-05	1.4484260233334359e-38	261526.26564936619	                1	117014.7121809331
12	1231963	0.99999987410745883	1.2589254117941662e-07	12.319629999702775	4.1467829229038058	4.6343432168154859e-06	-0.068223854977305307	10.139088426340155	4.5253438381941888e-05	3.6635677429811445e-38	224051.22768275873	                1	67082.918233075441
13	1216497	0.99999984151068078	1.5848931924611141e-07	12.16496999970863	4.1467911948496683	4.6343432176742503e-06	-0.068223843254404698	10.139108321152769	5.282267851270091e-05	9.2664232706410493e-38	191946.12251089991	                1	37465.628674074112
14	1201031	0.99999980047376846	1.9952623149688787e-07	12.010309999714485	4.1467994077589596	4.6343432188677832e-06	-0.068223828496176211	10.13912798604113	6.1657973443292644e-05	2.343797256141596e-37	164441.47317566595	                1	20225.008516684538
15	1185565	0.99999974881135689	2.5118864315095823e-07	11.85564999972034	4.146807582658556	4.6343432203936826e-06	-0.068223809916691247	10.139147450258747	7.19710874366821e-05	5.9282696439041665e-37	140878.06383610435	                1	10448.188067543677
16	1170098	0.99999968377223403	3.1622776601683792e-07	11.700979999726195	4.1467744689382249	4.6343432163293712e-06	-0.068223786526539862	10.139065826156068	8.4009209064890916e-05	1.4995533236700608e-36	120689.93315154756	                1	5098.2197476950696
17	1154632	0.99999960189282944	3.9810717055349692e-07	11.54631999973205	 4.14678277484742	4.6343432168576648e-06	-0.068223757080163622	10.139085304326555	9.8060863856451697e-05	3.7928862758588875e-36	103395.83913077546	                1	2330.5475097624503
18	1139166	0.9999994988127664	5.011872336272725e-07	11.391659999737906	4.1467912086483247	4.6343432177553825e-06	-0.068223720009485275	10.139104880239325	0.00011446284544244796	9.5935143323457776e-36	88579.877959938327	                1	1012.702855561938
19	1123700	0.99999936904265552	6.3095734448019296e-07	11.236999999743761	4.1467996750569656	4.6343432190287475e-06	-0.068223673340421065	10.139124265261442	0.00013360827372726255	2.4265298392460456e-35	75886.949081900835	                1	466.12404698776811
20	1108233	0.99999920567176526	7.943282347242822e-07	11.082329999749616	4.1467668129998234	4.6343432163261448e-06	-0.068223614587825082	10.139042259528569	0.00015595602869751101	6.1378970678851631e-35	65012.185448720535	                1	272.69605591148081
21	1092767	0.99999899999999997	9.9999999999999995e-07	10.927669999755471	4.146775498449899	4.6343432166261004e-06	-0.068223540623084514	10.139061410546718	0.00018204173773969228	1.5524853423212685e-34	55696.355882104952	                1	231.19759894618025
22	1077301	0.99999874107458819	1.2589254117941661e-06	10.773009999761326	4.1467843411809948	4.634343217360854e-06	-0.06822344750764095	10.139080406171875	0.00021249062346636653	3.9267695624276116e-34	47715.42499510201	                1	226.69864901259817
23	1061835	0.99999841510680754	1.5848931924611141e-06	10.618349999767181	4.1467933714417216	4.6343432185789399e-06	-0.068223330283244038	10.139099180554073	0.00024803248220072599	9.932151227245021e-34	40878.110361161373	                1	222.40529227679215
24	1046369	0.99999800473768508	1.9952623149688829e-06	10.463689999773036	4.1468026296333651	4.634343220341358e-06	-0.068223182708021468	10.139117656466352	0.00028951917694939607	2.512182761024192e-33	35020.539099689857	                1	218.38401751290417
25	1030902	0.99999748811356848	2.5118864315095823e-06	10.309019999778892	4.1467707447298423	4.6343432175463543e-06	-0.068222996924220791	10.139034458370146	0.00033794505758505178	6.3545557747459745e-33	30002.020242057893	                1	214.66247263257668
26	1015436	0.99999683772233983	3.1622776601683792e-06	10.154359999784747	4.1467806796889235	4.6343432186539261e-06	-0.068222763040021353	10.139052155404878	0.00039447078279026225	1.6072857836917844e-32	25702.92299897848	                1	210.74236463001273
27	999970	0.99999601892829448	3.9810717055349691e-06	9.999699999790602	4.1467910839885942	4.6343432206165141e-06	-0.068222468603081593	10.139069292510005	0.00046045114845961793	4.0653787337913557e-32	22019.858841549209	                1	206.83592885202637
28	984504	0.99999498812766374	5.011872336272725e-06	9.8450399997964571	4.1468020743423457	4.6343432236701009e-06	-0.068222097937956014	10.139085712934145	0.00053746754989357731	1.0282741514139529e-31	18864.554176232152	                1	202.94597009822851
