# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P25.868_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=25.868, Cc=0.532805265618466, K0c=0.474595341454781, Tc=1.836
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
1	1398972	0.99999998999999995	            1e-08	13.989719999639549	4.146793097967663	4.6343432179061323e-06	-0.075915851319148908	8.737534261900965	7.3405853479552388e-06	1.6294423477954231e-42	1190304.8391549394	                1	11069450.136156853
2	1383506	0.99999998741074592	1.2589254117941661e-08	13.835059999645404	4.1468037524082746	4.6343432196127606e-06	-0.075915850324713749	8.7375566888033092	8.568401169159644e-06	4.1214203071499261e-42	1019741.7833623977	                1	6890961.1571470415
3	1368039	0.99999998415106806	1.5848931924611143e-08	13.680389999651259	4.1467689122409377	4.6343432161406921e-06	-0.075915849072797262	8.7374832500630095	1.000157668288289e-05	1.0425115407786528e-41	873610.58432083973	                1	4278415.0027850512
4	1352573	0.99999998004737689	1.9952623149688786e-08	13.525729999657115	4.1467770176159133	4.6343432164067062e-06	-0.075915847496736522	8.7375002927034409	1.1674473420478383e-05	2.6368703618638906e-41	748427.78582003096	                1	2647640.8002941003
5	1337107	0.99999997488113568	2.5118864315095821e-08	13.37106999966297	4.1467855745793001	4.6343432170448845e-06	-0.075915845512580224	8.7375182775827174	1.3627185859188989e-05	6.6695523587597997e-41	641182.88015356415	                1	1631586.532406898
6	1321641	0.99999996837722338	3.1622776601683792e-08	13.216409999668825	4.1467934008783054	4.6343432179487788e-06	-0.075915843014684514	8.7375347112215405	1.5906512849273634e-05	1.6869592571606678e-40	549305.4822270826	                1	1000101.0037647015
7	1306175	0.99999996018928294	3.981071705534969e-08	13.06174999967468	4.1468016674943309	4.6343432192384567e-06	-0.075915839870017154	8.7375520579194106	1.8567089351940994e-05	4.2669003592411302e-40	470593.52665882389	                1	608876.45128651487
8	1290708	0.99999994988127661	5.011872336272725e-08	12.907079999680535	4.1467677510205849	4.6343432161358589e-06	-0.07591583591112476	8.7374805038725452	2.1672678988803481e-05	1.0793106591189066e-39	403156.45834031381	                1	367485.6381520842
9	1275242	0.99999993690426559	6.3095734448019296e-08	12.75241999968639	4.146776276143493	4.6343432163776538e-06	-0.075915830927163419	8.7374983534150488	2.5297725168121486e-05	2.729947992838401e-39	345386.72134937509	                1	219357.43457389166
10	1259776	0.99999992056717657	7.943282347242822e-08	12.597759999692245	4.1467845953491951	4.6343432169661782e-06	-0.075915824652744393	8.7375157397188481	2.9529107365087539e-05	6.9049777107213315e-39	295895.01747178688	                1	129087.24485938219
