# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P22.533_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=22.533, Cc=0.588355485262497, K0c=0.444436571726223, Tc=1.889
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
1	1400266	0.99999998999999995	            1e-08	14.002659999639059	4.146772916026543	4.6343432162297203e-06	-0.07255965020220724	9.3304042429552059	7.7378889077765934e-06	1.5077188873845783e-42	1205807.4694737648	                1	13225421.185097126
2	1384800	0.99999998741074592	1.2589254117941661e-08	13.847999999644914	4.1467818486178967	4.634343216720476e-06	-0.072559649234540155	9.3304243174827324	9.0321555696547986e-06	3.8135397958186353e-42	1033022.9860997993	                1	8238373.8362391321
3	1369334	0.99999998415106806	1.5848931924611143e-08	13.693339999650769	4.1467899314064196	4.6343432175088663e-06	-0.072559648016310596	9.3304424736645935	1.0542903682580877e-05	9.6457541899300347e-42	884997.41196350602	                1	5119287.336626254
4	1353868	0.99999998004737689	1.9952623149688786e-08	13.538679999656624	4.1467978419931937	4.6343432185962643e-06	-0.072559646482650619	9.330460234510511	1.2306343983223518e-05	2.4397430964420609e-41	758182.95403006393	                1	3171255.1573888552
5	1338402	0.99999997488113568	2.5118864315095821e-08	13.384019999662479	4.1468068903148882	4.6343432202254161e-06	-0.072559644551886071	9.3304805453910369	1.4364746959943963e-05	6.1709496843146255e-41	649540.1952717331	                1	1956803.0218019192
6	1322935	0.99999996837722338	3.1622776601683792e-08	13.229349999668335	4.1467729951895667	4.6343432162349736e-06	-0.072559642121201667	 9.33040421932591	1.676743976976496e-05	1.5609391382825449e-40	556459.68301913876	                1	1201393.4761522266
7	1307469	0.99999996018928294	3.981071705534969e-08	13.07468999967419	4.1467811177106215	4.6343432166687155e-06	-0.072559639061161058	9.3304224189244955	1.957201710667546e-05	3.9481521206809191e-40	476722.57632260874	                1	732965.66356217035
8	1292003	0.99999994988127661	5.011872336272725e-08	12.920029999680045	4.1467895834127768	4.6343432174723693e-06	-0.072559635208777937	9.3304413709127445	2.2845699150972853e-05	9.9862350728372236e-40	408411.28604792198	                1	443581.72290599981
9	1276537	0.99999993690426559	6.3095734448019296e-08	 12.7653699996859	4.146797744996535	4.6343432185870723e-06	-0.072559630358934146	9.3304596137190856	2.6666946343842975e-05	2.5258624259760938e-39	349888.56592023547	                1	265690.98196521617
10	1261071	0.99999992056717657	7.943282347242822e-08	12.610709999691755	4.1468057187250968	4.6343432199997725e-06	-0.072559624253343516	9.3304774024921695	3.1127346464600386e-05	6.3887750977560788e-39	299751.77656416252	                1	157044.94733031519
