# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P22.533_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=22.533, Cc=0.588355485262497, K0c=0.444436571726223, Tc=1.889
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
11	1245604	0.99999990000000005	9.9999999999999995e-08	12.456039999697611	4.1467725349067299	4.6343432162336387e-06	-0.072559616566860871	9.3304025456841337	3.633381017287328e-05	1.6160379854664926e-38	256796.69985863985	                1	91252.092267405867
12	1230138	0.99999987410745883	1.2589254117941662e-07	12.301379999703466	4.1467807579631861	4.6343432166606119e-06	-0.072559606890154171	9.3304208062987151	4.241112350301156e-05	4.0875160619210691e-38	219999.37836205101	                1	51865.835552910357
13	1214672	0.99999984151068078	1.5848931924611141e-07	12.146719999709321	4.1467890114497061	4.6343432174349609e-06	-0.072559594707922045	9.3304390728277014	4.9504948403784101e-05	1.0338734428257974e-37	188474.87723296956	                1	28646.055854696428
14	1199206	0.99999980047376846	1.9952623149688787e-07	11.992059999715176	4.146797373759787	4.6343432185711853e-06	-0.072559579371415744	9.3304575054624497	5.7785310966998642e-05	2.6150216407016858e-37	161467.6351017839	                1	15240.265378849987
15	1183740	0.99999974881135689	2.5118864315095823e-07	11.837399999721031	4.146805581968791	4.6343432200350167e-06	-0.072559560063942707	9.3304754922211863	6.7450671329589263e-05	6.6142894270800731e-37	138330.35770139314	                1	7723.3718788308397
16	1168273	0.99999968377223403	3.1622776601683792e-07	11.682729999726886	4.1467724585915038	4.6343432163203206e-06	-0.07255953575730395	9.3304003564795881	7.8732693056250387e-05	1.6730817406460056e-36	118507.31880609629	                1	3686.4057045540385
17	1152807	0.99999960189282944	3.9810717055349692e-07	11.528069999732741	4.1467808424744064	4.6343432168005434e-06	-0.072559505157132456	9.3304184565748916	9.1901782268398346e-05	4.2317993446805547e-36	101525.97943449549	                1	1650.8105933652705
18	1137341	0.9999994988127664	5.011872336272725e-07	11.373409999738596	4.146789250704332	4.6343432176571563e-06	-0.072559466633913383	9.3304364136373579	0.00010727357501372907	1.0703676491131025e-35	86977.957175783798	                1	721.36285772869576
19	1121875	0.99999936904265552	6.3095734448019296e-07	11.218749999744452	4.1467977858052931	4.6343432189216562e-06	-0.072559418136233136	9.3304544071302065	0.00012521650458863432	2.7073280442960859e-35	74514.573280758355	                1	352.06908081404725
20	1106409	0.99999920567176526	7.943282347242822e-07	11.064089999750307	4.1468064000742428	4.6343432206178702e-06	-0.072559357081546247	9.3304722652376757	0.00014616062522224452	6.8477640801159561e-35	63837.112430589485	                1	239.94325634987285
21	1090942	0.99999899999999997	9.9999999999999995e-07	10.909419999756162	4.146773710308679	4.6343432169819093e-06	-0.072559280218680175	9.3303967930195899	0.00017060792725512967	1.7321390563862578e-34	54689.116403523112	                1	222.40564048941195
22	1075476	0.99999874107458819	1.2589254117941661e-06	10.754759999762017	4.146782601499865	4.6343432178442862e-06	-0.072559183454736983	9.3304143826496944	0.00019914435944505077	4.3811756151765441e-34	46852.516479253864	                1	218.3918094261015
23	1060010	0.99999841510680754	1.5848931924611141e-06	10.600099999767872	4.1467917176068045	4.6343432192900978e-06	-0.072559061637205505	9.3304318528028372	0.00023245388434678445	1.1081500473454914e-33	40138.851105982416	                1	214.37575312077257
24	1044544	0.99999800473768508	1.9952623149688829e-06	10.445439999773727	4.1468010605892305	4.6343432214254755e-06	-0.072558908279635861	9.330449045916529	0.0002713348592643839	2.8028927289760118e-33	34387.210958489872	                1	210.7028720004316
25	1029077	0.99999748811356848	2.5118864315095823e-06	10.290769999779583	4.1467693039486138	4.6343432195225888e-06	-0.072558715216424652	9.3303727720443081	0.00031671918399703834	7.0899054227549576e-33	29459.449390762369	                1	207.01846028689286
26	1013611	0.99999683772233983	3.1622776601683792e-06	10.136109999785438	4.1467793891118259	4.6343432215085313e-06	-0.072558472168174001	9.3303893955838788	0.00036969461797824632	1.7932810096908344e-32	25238.099073795282	                1	203.25865440488059
27	998145	0.99999601892829448	3.9810717055349691e-06	9.9814499997912929	4.1467899807107313	4.6343432248077272e-06	-0.07255816619465337	9.330405587317248	0.00043153086753886335	4.5358246533272764e-32	21621.641206180826	                1	199.80591112176506
28	982679	0.99999498812766374	5.011872336272725e-06	9.826789999797148	4.1468012165856223	4.6343432298731536e-06	-0.072557781006289748	9.3304212505306126	0.00050371000829908341	1.1472661106872186e-31	18523.398576171574	                1	196.04559067126806
29	967212	0.99999369042655517	6.3095734448019432e-06	9.6721199998030034	4.1467718172601487	4.6343432319475779e-06	-0.072557296097555693	9.3303429931352397	0.00058796200868935678	2.9020048260843061e-31	15868.955570673312	                1	192.52661427438358
30	951746	0.99999205671765279	7.9432823472428217e-06	9.5174599998088585	4.1467848746628864	4.6343432401216102e-06	-0.0725566856564131	9.3303571294178607	0.00068630617666208895	7.3401686500563127e-31	13595.035928128871	                1	188.84400307950852
31	936280	0.99999000000000005	1.0000000000000001e-05	9.3627999998147136	4.1467992104448186	4.6343432528275322e-06	-0.072555917191824734	9.3303701951133728	0.00080109957296048537	1.8565811944790776e-30	11646.954398730653	                1	185.2172940056839
32	920813	0.99998741074588204	1.2589254117941661e-05	9.208129999820569	4.1467737183332929	4.634343266238e-06	-0.072554949806872701	9.3302886786274755	0.00093509348984352285	4.6962143737929191e-30	9977.9206891802787	                1	181.32715898065655
33	905347	0.99998415106807537	1.5848931924611141e-05	9.0534699998264241	4.1467916929845563	4.634343291168664e-06	-0.072553732025898668	9.3302987075504067	0.0010914993585357119	1.1878341943217633e-29	8548.1485944869091	                1	177.9413196302979
34	889880	0.99998004737685031	1.995262314968883e-05	8.8987999998322795	4.1467707837116414	4.6343433241013092e-06	-0.072552199061231101	9.330213372519907	0.0012740657478764626	3.0046216438815051e-29	7323.1804465907317	                1	174.25464785290774
35	874414	0.99997488113568489	2.5118864315095822e-05	8.7441399998381346	4.1467945237449912	4.6343433767024593e-06	-0.072550269375080231	9.3302185841052001	0.001487168121312082	7.5997219607944584e-29	6273.8156166724712	                1	170.45391495012606
36	858947	0.99996837722339826	3.1622776601683795e-05	8.5894699998439901	4.1467808761355851	4.6343434497117179e-06	-0.072547840356084511	9.3301271929635448	0.0017359137409153202	1.9223465191948003e-28	5374.7642944769332	                1	166.72422324336478
37	843480	0.99996018928294461	3.9810717055349695e-05	8.4347999998498455	4.1467723223407447	4.634343558699687e-06	-0.072544782883636139	9.3300315504086786	0.0020262639437415033	4.8625675881481227e-28	4604.5489676832249	                1	163.00060403638233
38	828013	0.99994988127663731	5.0118723362727251e-05	8.280129999855701	4.146770184531813	4.6343437194449021e-06	-0.072540934495853138	9.3299305626414775	0.0023651769787180676	1.2299844787234225e-27	3944.7071600106324	                1	159.26315129171735
39	812546	0.99993690426555193	6.3095734448019429e-05	8.1254599998615564	4.1467761239470189	4.6343439559379985e-06	-0.072536090805517456	9.3298228450384624	0.0027607746375520581	3.1112407492607073e-27	3379.4221078874771	                1	155.71300156950497
40	797079	0.99992056717652755	7.9432823472428221e-05	7.9707899998674119	4.1467922346065045	4.6343443046024857e-06	-0.072529994719322824	9.3297066600208094	0.0032225367274809238	7.869871044389827e-27	2895.1436241081719	                1	151.95837725013408
41	781611	0.99990000000000001	           0.0001	7.8161099998732677	4.146779717169748	4.6343448136371539e-06	-0.072522322905141628	9.3294865971386187	0.0037615280282971369	1.9908002496145583e-26	2480.2384900378174	                1	148.11642357090818
42	766143	0.99987410745882055	0.00012589254117941688	7.6614299998791235	4.1467833274557506	4.6343455637383951e-06	-0.072512668815351289	9.3292531311286293	0.0043906629989594803	5.0360238657918445e-26	2124.7937118698287	                1	144.2638838236243
43	750675	0.99984151068075389	0.00015848931924611142	7.5067499998849794	4.1468072474924549	4.6343466690740294e-06	-0.072500521405708687	9.3290028017514839	0.0051250147722114161	1.2739368666324366e-25	1820.287982843427	                1	140.41698094560567
44	735205	0.99980047376850312	0.00019952623149688788	7.352049999890836	4.1467738750430545	4.6343482842633045e-06	-0.072485238482174488	9.3285448332385243	0.0059821756050968886	3.2229991824725535e-25	1559.3900027425618	                1	136.86444346846719
45	719735	0.99974881135684901	0.00025118864315095823	7.1973499998966926	4.1467727161973356	4.6343506636930833e-06	-0.072466013355680689	9.3280601951432338	0.0069826769597588359	8.1540347212758774e-25	1335.8859716554039	                1	133.07285224295435
46	704264	0.99968377223398319	0.00031622776601683794	7.0426399999025495	4.1467706968901563	4.6343541603098478e-06	-0.07244183317847798	9.3274488117736158	0.0081504799679762967	2.0630562999527306e-24	1144.4048508089952	                1	129.02798513805789
47	688792	0.99960189282944645	0.00039810717055349773	6.8879199999084069	4.1467783525715687	4.6343592990575287e-06	-0.072411426967903078	9.3267020629619868	0.0095135467333615584	5.2200638459771478e-24	980.36014583873828	                1	125.23542193252197
48	673318	0.99949881276637276	0.00050118723362727253	6.733179999914265	4.1467675258055925	4.6343668497886609e-06	-0.072373200885790884	9.3257159345878691	0.011104506506224288	1.3209698070044161e-23	839.81363146220201	                1	121.46955003995738
49	657843	0.99936904265551985	0.00063095734448019429	6.5784299999201234	4.1467963881064343	4.6343779486427338e-06	-0.072325157828537892	9.3245700289087612	0.01296143142167544	3.3429998547088939e-23	719.40897000891869	                1	117.57783299964478
50	642365	0.99920567176527575	0.00079432823472428218	6.4236499999259831	4.1468031713033255	4.634394256789552e-06	-0.072264797792230898	9.3230609541578371	0.015128740549372861	8.4617167865750785e-23	616.24832045548624	                1	113.67807276963745
51	626883	            0.999	            0.001	6.2688299999318442	4.1467730525180295	4.6344182177115114e-06	-0.072188994813425125	9.3210742387271655	0.017658251174339664	2.1423260116225884e-22	527.85942088490708	                1	109.78421962433973
52	611398	0.99874107458820582	0.0012589254117941688	6.1139799999377065	4.1467810389556643	4.6344534354741945e-06	-0.072093845565592465	9.3186763070430203	0.020610401396260615	5.4249015901312644e-22	452.1346347351452	                1	105.90901944881276
53	595908	0.99841510680753887	0.0015848931924611141	5.9590799999435706	4.1467866294718529	4.6345051915356629e-06	-0.071974483949770893	9.3156474488391741	0.024055671422270438	1.3741369121471621e-21	387.25368688794373	                1	102.01002223734947
54	580412	0.99800473768503106	0.0019952623149688828	5.8041199999494371	4.1468018826481607	4.6345812554563152e-06	-0.071824855318575714	9.3118527781135096	0.02807623137858626	3.4819839994885351e-21	331.6632012519907	                1	98.010092388780066
55	564907	0.99748811356849043	0.002511886431509582	5.6490699999553069	4.1467700685391069	4.6346930383369237e-06	-0.071637443423543723	9.3069610293398366	0.032767851481431652	8.8279812556427322e-21	284.02719765175181	                1	94.206540031147142
56	549393	0.99683772233983159	0.0031622776601683794	5.4939299999611801	4.1467766032130342	4.6348573330103478e-06	-0.071402942945148845	9.3009072771476653	0.038242108723445495	2.2394195892039319e-20	243.2111509438144	                1	90.365206296223505
57	533867	0.99601892829446503	0.0039810717055349778	5.3386699999670579	4.1468052294446451	4.6350988143670347e-06	-0.071109870813985718	9.2933317445838881	0.044628934544762862	5.6849868840117966e-20	208.23557271488676	                1	86.330705698003172
58	518324	0.99498812766372724	0.0050118723362727246	5.1832399999729422	4.1467855672826062	4.6354537524844934e-06	-0.070744110838550603	9.2836698640433806	0.052079542178238312	1.4446979958183774e-19	178.2594369257456	                1	82.353016225849743
59	502761	0.99369042655519801	0.0063095734448019424	5.027609999978834	4.1467666825795257	4.6359755064531542e-06	-0.070288388980856445	9.2715195278206419	0.060769776236723326	3.6758810711322439e-19	152.56793922861016	                1	78.257404845047077
60	487174	0.99205671765275716	0.0079432823472428207	4.8717399999847348	4.1468028318138188	4.6367425491334459e-06	-0.069721681738408731	9.2563570772401604	0.070903928857084783	9.3668634081929706e-19	130.54787268414191	                1	74.33606553265426
