T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
1	1e-08	14.2836	5.00014	6.7501e-06	-0.0535731	3.13107e-06	1.00653e-05
1	1.25893e-08	14.129	5.00045	6.75191e-06	-0.0535731	3.65479e-06	1.17488e-05
1	1.58489e-08	13.9743	5.00026	6.7508e-06	-0.0535731	4.2661e-06	1.37139e-05
1	1.99526e-08	13.8196	5.00007	6.74969e-06	-0.0535731	4.97966e-06	1.60078e-05
1	2.51189e-08	13.665	5.00037	6.75149e-06	-0.0535731	5.81257e-06	1.86853e-05
1	3.16228e-08	13.5103	5.00018	6.75039e-06	-0.0535731	6.7848e-06	2.18107e-05
1	3.98107e-08	13.3557	5.00049	6.75219e-06	-0.0535731	7.91965e-06	2.54588e-05
1	5.01187e-08	13.201	5.0003	6.75108e-06	-0.0535731	9.24432e-06	2.97171e-05
1	6.30957e-08	13.0463	5.00011	6.74998e-06	-0.0535731	1.07906e-05	3.46877e-05
1	7.94328e-08	12.8917	5.00042	6.75178e-06	-0.0535731	1.25954e-05	4.04897e-05
1	1e-07	12.737	5.00023	6.75067e-06	-0.0535731	1.47022e-05	4.72621e-05
1	1.25893e-07	12.5823	5.00004	6.74957e-06	-0.0535731	1.71613e-05	5.51673e-05
1	1.58489e-07	12.4277	5.00035	6.75137e-06	-0.0535731	2.00318e-05	6.43948e-05
1	1.99526e-07	12.273	5.00016	6.75027e-06	-0.0535731	2.33823e-05	7.51657e-05
1	2.51189e-07	12.1184	5.00047	6.75207e-06	-0.0535731	2.72934e-05	8.77381e-05
1	3.16228e-07	11.9637	5.00028	6.75096e-06	-0.053573	3.18585e-05	0.000102413
1	3.98107e-07	11.809	5.00009	6.74986e-06	-0.053573	3.71873e-05	0.000119543
0.999999	5.01187e-07	11.6544	5.0004	6.75166e-06	-0.053573	4.34074e-05	0.000139539
0.999999	6.30957e-07	11.4997	5.00021	6.75056e-06	-0.053573	5.06678e-05	0.000162878
0.999999	7.94328e-07	11.345	5.00002	6.74945e-06	-0.0535729	5.91427e-05	0.000190122
0.999999	1e-06	11.1904	5.00033	6.75126e-06	-0.0535728	6.90351e-05	0.000221922
0.999999	1.25893e-06	11.0357	5.00014	6.75015e-06	-0.0535728	8.05822e-05	0.000259042
0.999998	1.58489e-06	10.8811	5.00045	6.75196e-06	-0.0535727	9.40606e-05	0.00030237
0.999998	1.99526e-06	10.7264	5.00027	6.75086e-06	-0.0535725	0.000109794	0.000352945
0.999997	2.51189e-06	10.5717	5.00008	6.74976e-06	-0.0535724	0.000128158	0.00041198
0.999997	3.16228e-06	10.4171	5.00039	6.75157e-06	-0.0535722	0.000149594	0.000480889
0.999996	3.98107e-06	10.2624	5.0002	6.75047e-06	-0.0535719	0.000174616	0.000561324
0.999995	5.01187e-06	10.1077	5.00001	6.74938e-06	-0.0535716	0.000203823	0.000655212
0.999994	6.30957e-06	9.9531	5.00032	6.7512e-06	-0.0535712	0.000237915	0.000764805
0.999992	7.94328e-06	9.7984	5.00014	6.75012e-06	-0.0535707	0.00027771	0.000892728
0.99999	1e-05	9.6438	5.00045	6.75195e-06	-0.0535701	0.000324161	0.00104205
0.999987	1.25893e-05	9.4891	5.00027	6.75087e-06	-0.0535693	0.000378381	0.00121634
0.999984	1.58489e-05	9.3344	5.00009	6.74981e-06	-0.0535683	0.000441671	0.00141979
0.99998	1.99526e-05	9.1798	5.0004	6.75167e-06	-0.053567	0.000515548	0.00165726
0.999975	2.51189e-05	9.0251	5.00023	6.75063e-06	-0.0535655	0.000601781	0.00193446
0.999968	3.16228e-05	8.8704	5.00005	6.74961e-06	-0.0535635	0.000702439	0.00225801
0.99996	3.98107e-05	8.7158	5.00038	6.75152e-06	-0.053561	0.000819935	0.00263568
0.99995	5.01187e-05	8.5611	5.00021	6.75055e-06	-0.0535578	0.000957084	0.00307652
0.999937	6.30957e-05	8.4064	5.00005	6.74962e-06	-0.0535538	0.00111718	0.00359108
0.999921	7.94328e-05	8.2518	5.0004	6.75164e-06	-0.0535488	0.00130405	0.0041917
0.9999	0.0001	8.0971	5.00026	6.75081e-06	-0.0535425	0.00152218	0.00489277
0.999874	0.000125893	7.9424	5.00013	6.75005e-06	-0.0535346	0.00177681	0.00571107
0.999842	0.000158489	7.7877	5.00001	6.74937e-06	-0.0535247	0.00207403	0.0066662
0.9998	0.000199526	7.6331	5.00042	6.75172e-06	-0.0535122	0.00242099	0.00778104
0.999749	0.000251189	7.4784	5.00034	6.75129e-06	-0.0534964	0.002826	0.00908227
0.999684	0.000316228	7.3237	5.0003	6.75105e-06	-0.0534766	0.00329878	0.010601
0.999602	0.000398107	7.169	5.0003	6.75102e-06	-0.0534516	0.00385069	0.0123736
0.999499	0.000501187	7.0143	5.00035	6.75126e-06	-0.0534203	0.00449499	0.0144425
0.999369	0.000630957	6.8596	5.00045	6.75185e-06	-0.0533809	0.00524714	0.016857
