T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999206	0.000794328	6.7048	5.00014	6.74996e-06	-0.0533314	0.00612525	0.0196748
0.999	0.001	6.5501	5.00041	6.75152e-06	-0.0532693	0.00715045	0.0229631
0.998741	0.00125893	6.3953	5.00031	6.75084e-06	-0.0531913	0.00834745	0.0268002
0.998415	0.00158489	6.2405	5.00036	6.751e-06	-0.0530934	0.00974511	0.0312773
0.998005	0.00199526	6.0856	5.0001	6.74928e-06	-0.0529707	0.0113772	0.0365007
0.997488	0.00251189	5.9307	5.00008	6.74886e-06	-0.052817	0.0132833	0.0425938
0.996838	0.00316228	5.7758	5.00036	6.75003e-06	-0.0526247	0.0155097	0.0497003
0.996019	0.00398107	5.6207	5.00001	6.74736e-06	-0.0523844	0.0181106	0.0579871
0.994988	0.00501187	5.4656	5.00013	6.74711e-06	-0.0520845	0.0211496	0.0676474
0.99369	0.00630957	5.3104	5.00034	6.74691e-06	-0.0517108	0.0247014	0.078905
0.992057	0.00794328	5.155	5.00028	6.74451e-06	-0.0512462	0.028854	0.0920183
