T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
1	1e-08	14.2776	5.00028	6.75096e-06	-0.054599	3.15001e-06	9.93487e-06
1	1.25893e-08	14.1229	5.00009	6.74985e-06	-0.054599	3.67689e-06	1.15966e-05
1	1.58489e-08	13.9683	5.0004	6.75165e-06	-0.054599	4.2919e-06	1.35363e-05
1	1.99526e-08	13.8136	5.00021	6.75055e-06	-0.054599	5.00977e-06	1.58004e-05
1	2.51189e-08	13.6589	5.00002	6.74944e-06	-0.054599	5.84773e-06	1.84433e-05
1	3.16228e-08	13.5043	5.00033	6.75124e-06	-0.054599	6.82584e-06	2.15281e-05
1	3.98107e-08	13.3496	5.00014	6.75014e-06	-0.054599	7.96755e-06	2.5129e-05
1	5.01187e-08	13.195	5.00045	6.75194e-06	-0.054599	9.30023e-06	2.93322e-05
1	6.30957e-08	13.0403	5.00026	6.75083e-06	-0.054599	1.08558e-05	3.42384e-05
1	7.94328e-08	12.8856	5.00007	6.74973e-06	-0.054599	1.26716e-05	3.99652e-05
1	1e-07	12.731	5.00038	6.75153e-06	-0.054599	1.47911e-05	4.66499e-05
1	1.25893e-07	12.5763	5.00019	6.75042e-06	-0.054599	1.72651e-05	5.44527e-05
1	1.58489e-07	12.4216	5	6.74932e-06	-0.054599	2.01529e-05	6.35606e-05
1	1.99526e-07	12.267	5.00031	6.75112e-06	-0.0545989	2.35238e-05	7.4192e-05
1	2.51189e-07	12.1123	5.00012	6.75001e-06	-0.0545989	2.74584e-05	8.66016e-05
1	3.16228e-07	11.9577	5.00043	6.75182e-06	-0.0545989	3.20512e-05	0.000101087
1	3.98107e-07	11.803	5.00024	6.75071e-06	-0.0545989	3.74122e-05	0.000117995
0.999999	5.01187e-07	11.6483	5.00005	6.74961e-06	-0.0545988	4.36699e-05	0.000137731
0.999999	6.30957e-07	11.4937	5.00036	6.75141e-06	-0.0545988	5.09742e-05	0.000160769
0.999999	7.94328e-07	11.339	5.00017	6.75031e-06	-0.0545988	5.95004e-05	0.000187659
0.999999	1e-06	11.1844	5.00048	6.75211e-06	-0.0545987	6.94526e-05	0.000219048
0.999999	1.25893e-06	11.0297	5.00029	6.75101e-06	-0.0545986	8.10695e-05	0.000255686
0.999998	1.58489e-06	10.875	5.0001	6.74991e-06	-0.0545985	9.46295e-05	0.000298453
0.999998	1.99526e-06	10.7204	5.00041	6.75171e-06	-0.0545984	0.000110458	0.000348373
0.999997	2.51189e-06	10.5657	5.00022	6.75062e-06	-0.0545982	0.000128933	0.000406643
0.999997	3.16228e-06	10.411	5.00004	6.74952e-06	-0.054598	0.000150499	0.00047466
