T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999206	0.000794328	6.6968	5.0005	6.75209e-06	-0.0547025	0.0061749	0.0193338
0.999	0.001	6.542	5.0003	6.75088e-06	-0.0546393	0.00720844	0.0225652
0.998741	0.00125893	6.3872	5.00023	6.75038e-06	-0.0545599	0.00841519	0.0263359
0.998415	0.00158489	6.2324	5.00032	6.75077e-06	-0.0544603	0.00982427	0.0307357
0.998005	0.00199526	6.0775	5.0001	6.74935e-06	-0.0543355	0.0114698	0.0358689
0.997488	0.00251189	5.9226	5.00014	6.7493e-06	-0.0541791	0.0133915	0.0418571
0.996838	0.00316228	5.7677	5.00049	6.75097e-06	-0.0539835	0.0156362	0.0488414
0.996019	0.00398107	5.6126	5.00024	6.74892e-06	-0.0537389	0.0182587	0.056986
0.994988	0.00501187	5.4575	5.00048	6.74949e-06	-0.0534337	0.0213231	0.0664812
0.99369	0.00630957	5.3022	5.00034	6.74746e-06	-0.0530535	0.0249048	0.0775471
0.992057	0.00794328	5.1468	5.00048	6.74646e-06	-0.0525808	0.0290927	0.0904383
